[nb-items] 60
[nb-objectives] 4
[nb-pareto] 1827
[nb-lorenz] 22
[runtime] 525.6365072727203
[format] f1 f2 f3 f4 isLorenzND
[vector] 26970 19643 17771 21715 False
[vector] 26156 21649 18870 23489 False
[vector] 24502 22644 22379 22710 False
[vector] 24014 22891 19613 24726 False
[vector] 23976 23387 21058 23746 False
[vector] 26667 20278 19468 21901 False
[vector] 24184 21853 22626 23830 False
[vector] 26328 20775 19134 23238 False
[vector] 24783 21186 20537 24925 False
[vector] 25154 22397 21932 23079 False
[vector] 24968 22757 21937 23532 False
[vector] 24699 21366 22533 23274 False
[vector] 24605 22406 20347 24883 False
[vector] 24650 23367 21593 22454 False
[vector] 24287 21830 21313 24592 False
[vector] 23657 23254 20312 24276 False
[vector] 25355 22125 19545 24540 False
[vector] 26348 22081 19951 22827 False
[vector] 24644 21873 20585 24830 False
[vector] 23875 21606 19880 25248 False
[vector] 22638 21198 23476 21499 False
[vector] 23263 21983 23225 21681 False
[vector] 26602 21011 19012 22075 False
[vector] 23298 21487 22240 24215 False
[vector] 26304 21267 20289 22697 False
[vector] 24344 23384 20227 23716 False
[vector] 23305 23063 22461 22417 False
[vector] 22895 22224 23146 22455 False
[vector] 23180 20980 23476 20953 False
[vector] 24214 23443 21575 23127 False
[vector] 22704 21716 23385 21434 False
[vector] 25744 21989 19117 24132 False
[vector] 23122 22186 18704 25377 False
[vector] 26271 22308 19254 23096 False
[vector] 25558 22639 19539 23886 False
[vector] 21892 23383 22388 22167 False
[vector] 26040 22150 20881 22942 False
[vector] 26174 21633 20360 23445 False
[vector] 20703 24502 19796 19881 False
[vector] 26262 22409 18562 22927 False
[vector] 23758 23788 21700 23009 False
[vector] 24713 21373 19190 24874 False
[vector] 25451 22276 19184 24053 False
[vector] 23709 21708 20340 25156 False
[vector] 25774 22460 19515 23805 False
[vector] 25399 20981 19933 24750 False
[vector] 22910 20278 23480 22392 False
[vector] 23911 22686 22616 22608 False
[vector] 26727 20913 19020 21696 False
[vector] 24387 22562 20597 24671 False
[vector] 26068 21958 18927 23844 False
[vector] 22575 23827 21444 22958 False
[vector] 22935 23140 20187 24372 False
[vector] 24087 22320 22649 22755 False
[vector] 23718 22548 22407 23560 False
[vector] 24794 22212 22169 23484 False
[vector] 24823 23158 21671 23905 False
[vector] 23153 23005 20897 24514 False
[vector] 23771 21282 22326 24336 False
[vector] 25470 22377 20527 23989 False
[vector] 25242 23332 19352 22483 False
[vector] 22498 22267 22981 22922 False
[vector] 24037 23081 22278 22032 False
[vector] 24176 23479 20823 23411 False
[vector] 25472 22100 21531 23319 False
[vector] 24513 23331 20992 23783 False
[vector] 26547 20617 19871 22162 False
[vector] 25497 22322 21431 23527 False
[vector] 25447 22593 20076 23864 False
[vector] 23293 23505 21915 23380 False
[vector] 24517 20182 22811 21632 False
[vector] 23809 22140 19424 25153 False
[vector] 23081 21624 23338 21948 False
[vector] 26246 21241 19605 23202 False
[vector] 24179 21334 21287 24779 False
[vector] 24039 23700 21079 22693 False
[vector] 23801 21676 18714 25242 False
[vector] 22663 23368 22494 22260 False
[vector] 22826 21531 23155 23086 False
[vector] 22182 23587 20785 23731 False
[vector] 22422 23487 22305 22495 False
[vector] 25171 21385 22050 23372 False
[vector] 26416 21882 18499 22803 False
[vector] 21940 21377 23734 21012 False
[vector] 22671 21888 23183 22345 False
[vector] 22289 23137 20296 24433 False
[vector] 25343 22088 21318 23973 False
[vector] 25189 22252 21750 23439 False
[vector] 24981 22802 21520 23839 False
[vector] 22919 20597 23448 22645 False
[vector] 25637 21332 21723 23144 False
[vector] 24552 21655 20517 24862 False
[vector] 22009 21112 23600 21813 False
[vector] 25031 23199 20775 23435 False
[vector] 22712 23701 22031 22352 False
[vector] 26101 21468 17838 23606 False
[vector] 25864 22479 19525 23736 False
[vector] 24944 21402 22446 22710 False
[vector] 23450 22377 22391 23809 False
[vector] 23841 22804 22572 22103 False
[vector] 22803 23272 22542 21515 False
[vector] 24375 22138 21834 24230 False
[vector] 25767 21817 21011 23656 False
[vector] 23178 22415 22939 22750 False
[vector] 24409 23346 20954 23833 False
[vector] 23276 21851 23171 22300 False
[vector] 23924 22640 22221 24012 False
[vector] 25390 22644 21130 23768 False
[vector] 22917 22003 22684 23413 False
[vector] 22601 23922 20755 22996 False
[vector] 23374 22172 22705 23268 False
[vector] 23063 23131 22344 22374 False
[vector] 23551 20889 20438 25300 False
[vector] 24595 23275 20757 24108 False
[vector] 23023 22799 22730 22757 False
[vector] 22699 23238 22683 21588 False
[vector] 25430 22386 21034 23904 False
[vector] 22734 23269 21194 24023 False
[vector] 23323 22468 23013 22516 False
[vector] 22647 23150 20886 24409 False
[vector] 24010 23494 21799 22926 False
[vector] 21684 24340 20679 20514 False
[vector] 24586 22244 21838 24190 False
[vector] 24967 22090 21302 24506 False
[vector] 26394 21495 18868 23306 False
[vector] 24823 20654 22634 22304 False
[vector] 24445 21162 21077 24911 False
[vector] 22592 23802 19646 23250 False
[vector] 24082 23701 21135 22329 False
[vector] 24695 20510 22716 22459 False
[vector] 23526 23796 20053 23158 False
[vector] 23313 22803 22668 22518 False
[vector] 22480 22310 23096 20974 False
[vector] 22262 22679 23013 21317 False
[vector] 25008 22953 20397 24070 False
[vector] 25672 22651 19587 23577 False
[vector] 22581 21183 23574 21567 False
[vector] 26243 22109 19330 23151 False
[vector] 23012 21831 23164 22389 False
[vector] 23793 21908 22408 23759 False
[vector] 21963 19779 23909 21039 False
[vector] 23514 21833 23030 23109 False
[vector] 23818 23814 20607 23051 False
[vector] 25794 22111 21268 22775 False
[vector] 25928 21594 20747 23278 False
[vector] 23535 23494 21774 23758 False
[vector] 26433 21351 20451 22354 False
[vector] 22714 20879 23515 22038 False
[vector] 23235 22002 23113 22350 False
[vector] 23324 22597 22560 23328 False
[vector] 24700 23215 21670 22907 False
[vector] 23961 23525 21329 23412 False
[vector] 22635 21371 23531 21875 False
[vector] 24771 23571 20620 22197 False
[vector] 21722 22119 23238 21377 False
[vector] 24562 23066 21817 23348 False
[vector] 24571 22130 21188 24526 False
[vector] 22688 21046 23553 21952 False
[vector] 25480 22866 21018 23019 False
[vector] 23547 21086 23165 23161 False
[vector] 25842 20941 19286 24111 False
[vector] 24304 21757 21440 24623 False
[vector] 23524 20560 23436 22600 False
[vector] 22854 21606 22209 24259 False
[vector] 23229 21219 23247 22667 False
[vector] 24473 21333 23029 22417 False
[vector] 24019 20901 19842 25258 False
[vector] 24971 23234 20735 23658 False
[vector] 24945 22231 22208 22971 False
[vector] 25214 22401 21391 23891 False
[vector] 23660 21867 22837 23489 False
[vector] 26592 20405 19224 22044 False
[vector] 22620 21419 23357 21764 False
[vector] 24112 22837 21077 24410 False
[vector] 24394 23232 20304 24169 False
[vector] 24258 21769 22401 23958 False
[vector] 23738 22183 23037 22741 False
[vector] 24264 23291 21652 23580 False
[vector] 22466 23822 21759 22833 False
[vector] 26911 19895 17393 22048 False
[vector] 26674 20906 19080 22178 False
[vector] 24079 21603 22540 23980 False
[vector] 26075 21217 19722 23832 False
[vector] 25534 21162 22032 22571 False
[vector] 23544 22950 21115 24585 False
[vector] 23840 21478 23090 22837 False
[vector] 23581 21521 22373 24074 False
[vector] 23902 23940 21546 22369 False
[vector] 23145 22053 19203 25378 False
[vector] 25831 21132 21195 23025 False
[vector] 22344 23874 21192 22995 False
[vector] 24152 22702 19733 24722 False
[vector] 26160 22262 19791 23074 False
[vector] 24050 23494 20971 23503 False
[vector] 25129 22377 21709 23770 False
[vector] 24321 23676 21249 22860 False
[vector] 25870 21140 19210 24056 False
[vector] 24911 22246 20333 24733 False
[vector] 24713 23520 20852 23139 False
[vector] 26677 20787 19079 21266 False
[vector] 26077 21171 20808 23192 False
[vector] 24689 23750 21046 22985 False
[vector] 25724 21046 19416 24215 False
[vector] 24119 22596 20051 24782 False
[vector] 22958 22797 22131 23963 False
[vector] 26045 22194 19723 23336 False
[vector] 24687 21446 19136 24866 False
[vector] 22977 22830 22754 21522 False
[vector] 23939 22835 20462 24822 False
[vector] 24237 23550 20310 23542 False
[vector] 25686 22414 21016 23535 False
[vector] 25492 22103 21575 23020 False
[vector] 25415 22667 20543 24048 False
[vector] 23610 22375 22887 22660 False
[vector] 24316 20671 22365 23750 False
[vector] 25685 21897 18995 24341 False
[vector] 24367 22904 21380 24273 False
[vector] 22595 22054 23165 22050 False
[vector] 25970 21278 19542 23841 False
[vector] 25942 21079 19618 23896 False
[vector] 25372 22237 21621 23301 False
[vector] 24588 23204 21236 23640 False
[vector] 24059 22056 22584 23396 False
[vector] 23924 22288 21893 24493 False
[vector] 25921 22075 20948 24039 False
[vector] 23501 21737 18788 25277 False
[vector] 23876 21929 22950 22387 False
[vector] 22345 21695 23502 21567 False
[vector] 24047 21732 19800 25170 False
[vector] 26681 20562 18974 22593 False
[vector] 23644 22128 19997 25229 False
[vector] 23353 23078 22540 21800 False
[vector] 25941 22536 19804 23295 False
[vector] 24187 23351 20965 23700 False
[vector] 23128 21903 22636 23528 False
[vector] 23916 22665 22485 23230 False
[vector] 24332 22569 19914 24855 False
[vector] 25258 22940 19604 24117 False
[vector] 25431 22910 20289 24042 False
[vector] 23594 22812 21474 24373 False
[vector] 26232 21857 18656 23260 False
[vector] 23564 23135 22436 22169 False
[vector] 25157 20996 22125 22562 False
[vector] 22967 22780 22950 22213 False
[vector] 23796 22803 20225 24839 False
[vector] 23419 22475 22950 21534 False
[vector] 22481 21145 23521 22231 False
[vector] 23456 23117 19967 24522 False
[vector] 23854 21999 21444 24636 False
[vector] 25288 23247 20338 23436 False
[vector] 25957 21912 19464 23822 False
[vector] 24518 22815 21395 24045 False
[vector] 22578 21429 23496 21374 False
[vector] 23283 22530 20617 24946 False
[vector] 24997 20518 22409 22214 False
[vector] 26122 21632 20414 23583 False
[vector] 25623 22087 21385 23405 False
[vector] 25523 23201 20773 23701 False
[vector] 25244 23278 20667 22570 False
[vector] 24490 23383 19943 23682 False
[vector] 22820 20960 23333 22549 False
[vector] 23950 22928 21433 24220 False
[vector] 23776 21054 22839 23409 False
[vector] 24715 21427 22696 22481 False
[vector] 22673 23328 20146 24172 False
[vector] 26666 21378 18764 22421 False
[vector] 22640 22842 22765 21699 False
[vector] 23780 21871 18266 25258 False
[vector] 23591 21576 20129 25451 False
[vector] 22552 21596 23534 21288 False
[vector] 25745 22459 20533 23695 False
[vector] 26163 22324 19087 23397 False
[vector] 25134 21163 22399 22972 False
[vector] 26576 21833 18634 22339 False
[vector] 24344 23527 21607 22604 False
[vector] 22951 20471 23419 22767 False
[vector] 23731 21668 21423 24790 False
[vector] 24420 22056 22808 23222 False
[vector] 22766 21571 22712 23571 False
[vector] 22478 21625 23569 21104 False
[vector] 23981 21990 21327 24742 False
[vector] 24784 21604 22581 23271 False
[vector] 26332 22184 19140 22033 False
[vector] 23495 23566 20172 23786 False
[vector] 24579 23481 22042 22869 False
[vector] 26800 20637 18907 21496 False
[vector] 25371 22311 20622 24107 False
[vector] 23210 23272 20080 24209 False
[vector] 23532 22634 22737 22624 False
[vector] 24645 21843 21903 24568 False
[vector] 22688 22629 22442 23359 False
[vector] 23561 23702 20940 23537 False
[vector] 24632 21925 21762 24220 False
[vector] 23358 21060 19227 25462 False
[vector] 24165 22243 21780 24381 False
[vector] 21827 20329 23890 20375 False
[vector] 26623 20510 19371 21970 False
[vector] 23633 23901 21032 23111 False
[vector] 26030 22753 20625 23272 False
[vector] 24849 22414 21540 24036 False
[vector] 25653 21521 21670 22359 False
[vector] 23980 21434 19604 25311 False
[vector] 23284 20889 22749 23800 False
[vector] 21097 20226 23975 20059 False
[vector] 22646 22462 23074 21533 False
[vector] 25382 21029 20873 24155 False
[vector] 25240 22057 21886 23387 False
[vector] 23459 22260 22931 21610 False
[vector] 24892 21131 20080 24943 False
[vector] 26026 21978 18955 23530 False
[vector] 25437 23177 21093 23070 False
[vector] 22470 23577 20086 23694 False
[vector] 24517 22358 20235 24914 False
[vector] 23323 21940 19370 25302 False
[vector] 24715 22931 22061 23533 False
[vector] 25360 21546 21930 23597 False
[vector] 24844 22945 21526 23642 False
[vector] 25782 21931 21661 23320 False
[vector] 25934 22563 19887 23367 False
[vector] 25479 22185 21434 22672 False
[vector] 24735 22740 22087 23654 False
[vector] 22667 21250 22377 23983 False
[vector] 26979 20431 18460 21421 False
[vector] 24380 22501 20241 24717 False
[vector] 22769 24385 20341 21824 False
[vector] 23001 21635 23114 22787 False
[vector] 22094 24311 20570 21352 False
[vector] 24330 22266 22211 24128 False
[vector] 25945 22132 21107 22444 False
[vector] 23090 21910 20147 25243 False
[vector] 23847 21967 22791 23389 False
[vector] 24118 22766 20828 24672 False
[vector] 26591 20033 19696 21423 False
[vector] 26358 21478 20207 22497 False
[vector] 22438 22269 23204 21555 False
[vector] 22887 22084 20110 25255 False
[vector] 24219 22302 22163 24011 False
[vector] 26011 21434 18936 23803 False
[vector] 26254 21517 20647 21828 False
[vector] 25688 22236 19786 23859 False
[vector] 21809 19830 23866 20979 False
[vector] 25092 22104 21942 23421 False
[vector] 23114 20567 23611 21379 False
[vector] 24360 22096 22365 23707 False
[vector] 25115 22930 21694 23132 False
[vector] 23080 20918 20401 25329 False
[vector] 23412 21779 19732 25306 False
[vector] 25129 21471 21461 24749 False
[vector] 25472 22725 20930 23183 False
[vector] 22215 20997 23345 22594 False
[vector] 23695 20584 23319 21970 False
[vector] 22430 21610 23107 22877 False
[vector] 23382 20752 22905 23636 False
[vector] 24602 20712 19459 25002 False
[vector] 23868 23662 20684 23504 False
[vector] 24060 23607 22007 22593 False
[vector] 26729 21114 18987 22569 False
[vector] 23495 22794 20900 24705 False
[vector] 23069 22066 23175 21755 False
[vector] 25990 20523 21254 22077 False
[vector] 22329 22283 23164 21227 False
[vector] 26565 21881 19163 22365 False
[vector] 24452 21223 21433 24865 False
[vector] 22961 21222 22627 23856 False
[vector] 25331 22772 19957 24257 False
[vector] 23494 22674 21142 24588 False
[vector] 23195 21996 20112 25266 False
[vector] 26408 21159 17235 23181 False
[vector] 24706 23368 19586 23695 False
[vector] 24003 21091 21548 24902 False
[vector] 25289 21290 22104 21990 False
[vector] 24788 22470 22195 23063 False
[vector] 24717 23182 21638 22409 False
[vector] 24560 23369 19870 23729 False
[vector] 24592 22111 21892 24216 False
[vector] 23418 21149 23468 22268 False
[vector] 23969 22160 21516 24595 False
[vector] 26395 20898 19030 23109 False
[vector] 24463 20586 20914 24932 False
[vector] 22127 22588 23039 21257 False
[vector] 26154 21826 20537 23039 False
[vector] 23403 22926 22617 22253 False
[vector] 23379 20829 22783 23535 False
[vector] 24257 21178 20012 25079 False
[vector] 22697 23775 22011 22796 False
[vector] 22952 21276 23423 22140 False
[vector] 22118 23945 18869 22967 False
[vector] 22508 21664 23237 22592 False
[vector] 24149 23151 21899 23515 False
[vector] 24066 22188 18987 25154 False
[vector] 23739 22312 22584 23553 False
[vector] 23888 23207 20564 24239 False
[vector] 24905 23098 19967 23907 False
[vector] 24191 23481 20244 23691 False
[vector] 25437 22447 21390 23858 False
[vector] 23017 22628 23027 22666 False
[vector] 23964 23813 20323 23017 False
[vector] 24763 23719 20197 22981 False
[vector] 25507 21719 21687 23197 False
[vector] 25694 23225 20656 23071 False
[vector] 25647 21938 21511 23175 False
[vector] 23254 21889 22519 23854 False
[vector] 23934 22037 22477 23682 False
[vector] 24833 22555 21927 23575 False
[vector] 25040 21235 22355 21937 False
[vector] 25891 22461 20633 23674 False
[vector] 26225 21529 20247 22900 False
[vector] 22861 22023 19452 25581 False
[vector] 22546 23185 19859 24434 False
[vector] 25823 22848 19524 23316 False
[vector] 22737 21405 23244 22599 False
[vector] 24360 23208 21795 23884 False
[vector] 23649 22835 21702 24284 False
[vector] 24862 22625 21909 23852 False
[vector] 23557 23651 21355 23255 False
[vector] 25482 21497 21787 22989 False
[vector] 25469 21853 21272 23851 False
[vector] 24712 23078 19831 24005 False
[vector] 26508 21297 17567 22966 False
[vector] 22848 21705 22149 24374 False
[vector] 26407 21799 18968 22742 False
[vector] 24384 21393 19718 25014 False
[vector] 21038 20797 23850 20644 False
[vector] 26208 21981 19623 22966 False
[vector] 24702 23113 20411 24220 False
[vector] 23496 23962 21228 22734 False
[vector] 25987 21342 21125 22945 False
[vector] 25313 22780 20925 23981 False
[vector] 24754 22456 22311 23577 False
[vector] 22956 20965 22561 23880 False
[vector] 26197 22060 20112 23158 False
[vector] 26354 20742 19636 23147 False
[vector] 24446 22810 21737 24095 False
[vector] 24147 22666 21336 24634 False
[vector] 25113 22147 22343 23347 False
[vector] 26275 20586 19799 23011 False
[vector] 25739 21571 20482 24080 False
[vector] 21095 20479 23872 20290 False
[vector] 25976 21731 21133 23201 False
[vector] 22584 19782 23767 21050 False
[vector] 24697 22772 21769 24042 False
[vector] 22824 20676 23538 22181 False
[vector] 23286 22112 21482 24811 False
[vector] 24316 22487 21242 24565 False
[vector] 22528 21473 23646 21557 False
[vector] 24717 20211 22731 21989 False
[vector] 22708 20855 23579 22073 False
[vector] 22265 24437 20326 21104 False
[vector] 23411 21636 23146 22497 False
[vector] 25634 22413 21070 23673 False
[vector] 21926 22713 23030 21057 False
[vector] 23121 22662 22886 22593 False
[vector] 25250 22923 21844 23277 False
[vector] 23591 21285 22733 23697 False
[vector] 21174 20247 23869 21308 False
[vector] 26091 22385 18679 23557 False
[vector] 22677 22394 23037 21542 False
[vector] 24556 21825 20473 24861 False
[vector] 25291 21758 21868 24013 False
[vector] 21886 24356 20432 20107 False
[vector] 24521 23777 19342 22408 False
[vector] 25661 22142 19578 24055 False
[vector] 23544 21039 23312 22900 False
[vector] 24514 21283 22595 22999 False
[vector] 23650 21717 23137 22575 False
[vector] 24618 22948 22280 22816 False
[vector] 23093 20822 22555 24077 False
[vector] 25211 22938 19953 23757 False
[vector] 23659 23032 22412 22232 False
[vector] 23352 21546 22623 23845 False
[vector] 24338 21340 22879 22272 False
[vector] 23732 22176 20109 25198 False
[vector] 22774 23892 21440 22921 False
[vector] 23603 23512 20739 23436 False
[vector] 26243 20696 20173 23125 False
[vector] 23897 21416 20115 25301 False
[vector] 24796 21864 21742 24237 False
[vector] 23995 22416 18942 25062 False
[vector] 22599 24191 19681 22564 False
[vector] 24888 21881 21778 23983 False
[vector] 25283 22810 21213 23594 False
[vector] 26773 20552 18759 21691 False
[vector] 23825 23653 21572 22328 False
[vector] 22127 21891 19572 25430 False
[vector] 24569 23550 21055 22682 False
[vector] 26101 22639 20176 22857 False
[vector] 25455 22263 19877 24325 False
[vector] 25147 20742 22090 22987 False
[vector] 21388 23435 22373 21447 False
[vector] 24494 21832 22604 22125 False
[vector] 23682 23386 21166 23595 False
[vector] 24723 23020 21339 24120 False
[vector] 26658 21125 18958 22112 False
[vector] 22945 22078 21738 24586 False
[vector] 26486 21786 19352 22965 False
[vector] 24582 21938 20578 24841 False
[vector] 23591 22154 22132 24213 False
[vector] 25830 22654 20008 23367 False
[vector] 22391 22276 23131 21735 False
[vector] 25130 22901 20964 23908 False
[vector] 23457 24277 20451 21468 False
[vector] 21948 24243 21223 21047 False
[vector] 24944 22906 21811 23762 False
[vector] 23804 23615 22098 23196 False
[vector] 23066 22938 22628 22430 False
[vector] 22665 22249 23147 21487 False
[vector] 23480 22852 21710 24631 False
[vector] 23245 22536 20590 24987 False
[vector] 25682 21793 21329 23535 False
[vector] 22250 23121 22467 22280 False
[vector] 22559 20977 23618 20942 False
[vector] 24774 21470 20832 24803 False
[vector] 25181 23334 20054 22000 False
[vector] 22372 22214 23218 21928 False
[vector] 24087 22701 21021 24615 False
[vector] 24026 23235 21135 24199 False
[vector] 23641 22449 22428 23717 False
[vector] 25558 22475 19872 23792 False
[vector] 24779 23677 19225 21306 False
[vector] 22146 22366 20243 25094 False
[vector] 23597 21477 20189 25336 False
[vector] 24545 21882 21618 24448 False
[vector] 25461 21800 20978 24141 False
[vector] 25547 22554 20361 23984 False
[vector] 25064 21806 21700 23787 False
[vector] 26073 22393 19647 23281 False
[vector] 22372 23639 22228 22042 False
[vector] 22535 23019 22419 22493 False
[vector] 24821 22086 21642 24445 False
[vector] 22318 23884 20282 23259 False
[vector] 24335 23060 22198 22802 False
[vector] 23711 23551 19815 23799 False
[vector] 23745 21629 20666 25120 False
[vector] 24443 22428 19069 24908 False
[vector] 23488 23082 22515 22386 False
[vector] 24231 21290 19465 25147 False
[vector] 25502 22339 21245 23548 False
[vector] 24179 22228 22883 23233 False
[vector] 22092 22289 23046 22131 False
[vector] 22675 23965 21776 22743 False
[vector] 25122 22870 21698 23418 False
[vector] 23782 22387 22448 23462 False
[vector] 25454 22134 20781 23995 False
[vector] 24544 23081 19179 24431 False
[vector] 25175 23351 20621 22795 False
[vector] 24812 23615 19907 21978 False
[vector] 24417 23194 21635 23605 False
[vector] 24825 21554 22147 23853 False
[vector] 25436 22660 19072 23876 False
[vector] 23639 24044 20759 22091 False
[vector] 22668 20527 23634 21370 False
[vector] 25521 20964 22025 22936 False
[vector] 23206 20693 23518 22106 False
[vector] 23942 23375 21399 23546 False
[vector] 25204 23242 20368 23368 False
[vector] 24099 23074 22245 22540 False
[vector] 25545 23207 19462 23411 False
[vector] 25300 21495 21344 24119 False
[vector] 26800 21000 18538 22154 False
[vector] 26289 22205 18883 22533 False
[vector] 25805 21707 21250 23831 False
[vector] 26506 21427 18629 22885 False
[vector] 23980 21494 21311 24754 False
[vector] 24294 23693 20239 23158 False
[vector] 22765 20528 22703 24056 False
[vector] 23464 22439 21784 24330 False
[vector] 22614 23628 22087 22420 False
[vector] 25615 22616 19841 23864 False
[vector] 26342 22194 18805 22681 False
[vector] 25387 20989 22275 22971 False
[vector] 22892 21509 21922 24580 False
[vector] 22497 23432 22556 21665 False
[vector] 21864 21624 23370 22083 False
[vector] 26391 21433 19572 22983 False
[vector] 22474 23293 20056 24225 False
[vector] 24968 21253 22572 22480 False
[vector] 23129 23464 19588 24029 False
[vector] 22267 24168 21400 21536 False
[vector] 22924 22390 22614 23427 False
[vector] 23099 21393 21072 24993 False
[vector] 24672 22102 22497 22855 False
[vector] 25956 21894 18593 23899 False
[vector] 25030 21666 22014 23456 False
[vector] 24058 20693 23102 21813 False
[vector] 24632 21853 21796 24352 False
[vector] 24394 23375 21684 23057 False
[vector] 23498 22328 20994 24958 False
[vector] 24209 22826 20330 24698 False
[vector] 23945 23884 20745 21941 False
[vector] 22939 21076 23324 22945 False
[vector] 23470 22641 22770 22116 False
[vector] 24424 21119 20676 24985 False
[vector] 24110 23455 22084 23046 False
[vector] 25268 22347 21681 23298 False
[vector] 21775 24386 20393 20863 False
[vector] 22065 22595 23072 20749 False
[vector] 26247 21432 20744 22475 False
[vector] 23882 22405 20167 25050 False
[vector] 24134 23818 20947 21968 False
[vector] 24843 22947 21592 22287 False
[vector] 22189 20494 23533 22329 False
[vector] 23080 22704 20580 24958 False
[vector] 21925 24296 20767 20654 False
[vector] 25308 22510 21693 22965 False
[vector] 22739 23421 22415 22043 False
[vector] 22879 22314 23050 22047 False
[vector] 26158 21064 19261 23909 False
[vector] 23118 24065 19716 22840 False
[vector] 23627 23025 21467 24231 False
[vector] 26802 20870 17476 22235 False
[vector] 24840 22058 22253 23788 False
[vector] 24858 20926 22243 23489 False
