[nb-items] 30
[nb-objectives] 6
[nb-pareto] 1980
[nb-lorenz] 13
[runtime] 172.64725399017334
[format] f1 f2 f3 f4 f5 f6 isLorenzND
[vector] 10046 9505 7506 11214 7593 11338 False
[vector] 9993 9029 7231 11859 9436 10100 False
[vector] 9478 9298 7714 10637 6596 11371 False
[vector] 8845 9421 9370 12711 9677 8340 False
[vector] 10643 9250 10266 11352 9451 9419 False
[vector] 10357 8366 7894 11403 7995 10990 False
[vector] 10324 10782 9224 12532 7859 9550 False
[vector] 10367 9930 8356 12769 9429 9151 False
[vector] 9635 8457 8394 10809 10133 9561 False
[vector] 9465 9734 9143 12556 8886 10312 False
[vector] 8339 8432 7298 11196 8886 11169 False
[vector] 9690 10260 8634 12029 7805 10984 False
[vector] 9702 8957 9726 11918 8964 10420 False
[vector] 8564 9316 9616 11611 9680 9549 False
[vector] 10306 10759 9428 12855 8044 9650 False
[vector] 10309 9890 9588 13137 8728 8676 False
[vector] 11450 10176 9562 12492 8183 9483 False
[vector] 10314 8264 9127 10839 9975 8966 False
[vector] 10799 10320 10655 12436 8412 8291 False
[vector] 9517 9583 9873 11658 9494 9972 False
[vector] 10020 9831 8285 12761 8406 10309 False
[vector] 10638 11276 10666 12449 7875 9221 False
[vector] 10402 10047 8030 12724 8379 10216 False
[vector] 10748 10588 10009 12350 8565 9921 False
[vector] 10428 8096 8712 11116 9873 8067 False
[vector] 8059 9781 9527 11970 9867 8034 False
[vector] 8105 10302 9513 11792 9376 9286 False
[vector] 10378 9851 7867 12577 9183 9713 False
[vector] 11763 9598 10200 11459 8053 8229 False
[vector] 10157 10761 9152 12058 8542 8673 False
[vector] 11281 8863 8688 11778 9618 8484 False
[vector] 10329 10256 8797 13489 8959 8836 False
[vector] 8982 9627 7990 11965 8390 11060 False
[vector] 10319 8941 7787 11360 8750 10779 False
[vector] 10990 10475 8929 12292 7750 10220 False
[vector] 9042 8605 10681 10630 9678 8035 False
[vector] 8811 10992 10450 11445 8483 9407 False
[vector] 9619 9354 8193 11443 8540 10993 False
[vector] 8789 9339 9856 11031 9653 9845 False
[vector] 9412 9096 9135 11441 9311 10490 False
[vector] 10152 9764 10730 11013 8017 10199 False
[vector] 9935 10420 10610 11853 8809 9591 False
[vector] 8804 9202 8317 11677 10015 9351 False
[vector] 10493 10019 10133 12218 8933 10449 False
[vector] 9844 10768 10036 12217 8917 10281 False
[vector] 9579 9169 8468 12013 9501 10011 False
[vector] 10125 10260 8960 13118 9487 8996 False
[vector] 9809 10837 9580 13099 8356 9355 False
[vector] 10050 10407 9346 12981 7885 9932 False
[vector] 9675 9686 10196 11746 8904 10415 False
[vector] 11992 9573 9950 11688 7634 7523 False
[vector] 8996 9462 9390 12071 9849 9439 False
[vector] 10554 9888 10204 12873 8678 9645 False
[vector] 9794 10263 10553 12203 9079 9116 False
[vector] 8642 9471 9367 12218 9444 9728 False
[vector] 10605 9333 10720 11722 9092 7835 False
[vector] 10838 10810 9897 11601 7631 9831 False
[vector] 12069 9069 9244 11342 8429 8341 False
[vector] 10932 10511 10434 11546 7678 10089 False
[vector] 7888 8987 8462 10962 9650 10375 False
[vector] 9741 9069 8794 11433 8243 11184 False
[vector] 8292 8781 8975 11379 10114 8938 False
[vector] 10284 9328 9792 11873 9801 8925 False
[vector] 10615 10750 10937 11888 8196 9287 False
[vector] 10318 11257 10103 12432 7823 9292 False
[vector] 9918 10137 9426 12078 9291 9402 False
[vector] 10878 10980 9884 12548 7819 9627 False
[vector] 9907 9639 9865 13252 8864 8898 False
[vector] 9506 9539 10972 10794 8006 9870 False
[vector] 9731 9553 9790 11720 9626 9173 False
[vector] 9155 9245 8853 12753 9734 8493 False
[vector] 11142 10370 9398 13090 8457 9494 False
[vector] 10835 9452 8645 11655 7817 10830 False
[vector] 9910 10435 9739 12600 8923 9597 False
[vector] 8264 7619 8229 10445 10478 8518 False
[vector] 8822 8119 7835 11278 9857 10125 False
[vector] 10536 10513 8908 13308 8360 9488 False
[vector] 10698 10641 10295 12164 7734 9454 False
[vector] 11394 10105 9775 12615 8355 9437 False
[vector] 11868 9694 9411 11134 8043 8168 False
[vector] 11169 10914 9638 11520 7296 9668 False
[vector] 9763 10627 9424 12522 9191 10125 False
[vector] 9665 9372 9756 11726 9189 10418 False
[vector] 9750 10932 9778 13100 8830 9264 False
[vector] 8905 9487 9434 11954 9715 8752 False
[vector] 10461 9656 9705 12036 9458 9556 False
[vector] 9717 10398 10317 12582 8932 8170 False
[vector] 10733 10972 10127 12657 8041 8417 False
[vector] 9754 8602 9370 12338 9570 8806 False
[vector] 11400 10499 9856 11269 7625 9915 False
[vector] 9810 8257 9390 11295 9804 8672 False
[vector] 10237 9272 9948 11717 9489 9079 False
[vector] 10568 9306 9372 12662 9028 10041 False
[vector] 10500 10208 10623 11879 8210 9501 False
[vector] 9126 9099 8925 12399 9407 10104 False
[vector] 9229 8479 8076 11174 10171 9221 False
[vector] 9764 10238 8120 11552 7142 10967 False
[vector] 10785 9044 10964 11007 8722 7868 False
[vector] 11306 9534 10322 11465 8708 8680 False
[vector] 10893 10363 9471 12391 8918 8822 False
[vector] 11539 8893 7909 11687 8289 9956 False
[vector] 10864 10066 10591 12856 8472 9227 False
[vector] 10093 9570 10328 12403 9360 8197 False
[vector] 9853 8885 8544 11940 9047 10573 False
[vector] 10726 10140 9596 13127 9158 9711 False
[vector] 9634 8937 9177 10713 9855 9446 False
[vector] 9734 10023 10721 11236 8828 9294 False
[vector] 10555 9611 9726 13240 8667 9180 False
[vector] 8993 10159 8814 12863 8466 10506 False
[vector] 9466 9527 9710 12180 9530 9637 False
[vector] 9910 8395 9722 11080 10038 8772 False
[vector] 10079 9953 9792 11435 8894 10523 False
[vector] 10134 9963 10676 12540 8640 8844 False
[vector] 8641 7977 8082 10395 10384 8841 False
[vector] 12104 9940 9120 11301 8097 9041 False
[vector] 8975 9776 7462 12006 7298 11027 False
[vector] 10598 9037 9892 11663 9864 8633 False
[vector] 9378 9805 8788 11804 9444 10512 False
[vector] 12484 9358 8605 11265 7397 8290 False
[vector] 11250 9315 9284 12682 8883 9521 False
[vector] 9886 9146 7525 11097 8084 11204 False
[vector] 11710 10758 9404 12310 7612 9000 False
[vector] 10896 9298 9463 12664 7997 9761 False
[vector] 10663 9024 9366 11957 9549 9089 False
[vector] 12019 8903 9562 11708 7503 7236 False
[vector] 10361 9457 8517 11849 8395 10940 False
[vector] 10477 9961 10486 12694 8666 9144 False
[vector] 10901 9588 9413 11406 7601 10664 False
[vector] 8891 9645 9003 12040 9888 8590 False
[vector] 8321 7958 7519 10378 10332 8912 False
[vector] 9181 8314 8194 11280 10279 9436 False
[vector] 10291 10625 11340 11207 8326 9244 False
[vector] 8848 9865 9664 11914 9564 9375 False
[vector] 10927 11002 9906 12256 8129 9222 False
[vector] 10116 10543 10114 12732 7669 9766 False
[vector] 9181 9873 9852 12771 9535 7951 False
[vector] 9441 9739 10993 11152 8971 8944 False
[vector] 10189 10922 10207 12359 8446 9696 False
[vector] 10975 10667 9004 12661 7835 9266 False
[vector] 10014 10657 10393 12744 8852 9228 False
[vector] 7993 9245 9372 11067 9844 9934 False
[vector] 10558 11391 9004 11691 6303 8726 False
[vector] 9716 10474 8442 12325 8206 10642 False
[vector] 10142 10374 9706 13161 8961 9235 False
[vector] 10894 9922 9797 12695 8247 9601 False
[vector] 9892 8789 9437 11699 9941 7747 False
[vector] 11042 9945 9921 12083 9257 8593 False
[vector] 9811 7820 9449 10855 9958 9023 False
[vector] 10558 9838 10406 11859 8898 9733 False
[vector] 9595 9750 8989 12487 9691 9305 False
[vector] 9723 10689 10926 11077 8308 9653 False
[vector] 9827 10797 10014 12721 8977 10210 False
[vector] 9718 7988 9172 11450 9905 8040 False
[vector] 9381 9354 10001 12536 9372 8340 False
[vector] 10426 9277 8421 10654 7290 10928 False
[vector] 10327 9792 8262 12623 8980 10223 False
[vector] 9405 7842 9131 11220 9996 8683 False
[vector] 9530 8892 10560 11077 8786 10159 False
[vector] 10233 9128 8628 12357 8636 10638 False
[vector] 8292 9357 9404 11624 10046 8724 False
[vector] 7726 8079 8080 10250 10058 9880 False
[vector] 9158 9347 10123 12210 9856 8017 False
[vector] 9358 9750 11089 10726 8311 9424 False
[vector] 9938 10135 9218 12189 8733 10551 False
[vector] 9249 9510 8587 13383 8395 9781 False
[vector] 11370 10690 9464 11804 7790 8815 False
[vector] 8922 8658 8625 11530 10006 8710 False
[vector] 9099 9517 9213 11553 9803 9557 False
[vector] 9983 11153 9332 11255 6717 10121 False
[vector] 8625 9176 9144 10927 9933 10195 False
[vector] 9219 8850 8573 11327 8468 11168 False
[vector] 11135 9185 9911 11232 9266 8461 False
[vector] 8482 9444 8012 12045 8282 11224 False
[vector] 10627 10230 9897 11858 9039 9468 False
[vector] 10489 10838 10196 12140 8120 9649 False
[vector] 9809 8900 10045 11037 9311 10221 False
[vector] 10801 9881 8208 11727 8834 9959 False
[vector] 9287 8645 9761 11300 10233 9213 False
[vector] 9071 9713 9360 10711 9058 10768 False
[vector] 9777 6953 9354 9736 10085 8210 False
[vector] 10028 10780 10236 12454 8317 8520 False
[vector] 7946 10078 9788 12305 9496 8839 False
[vector] 9171 9234 9427 11624 9995 8382 False
[vector] 9849 9464 11414 10556 8725 9237 False
[vector] 11939 9519 8574 11543 6793 9127 False
[vector] 9822 9557 9924 11492 9271 9954 False
[vector] 10365 10709 9661 12974 8304 8955 False
[vector] 9630 10100 9841 12099 9359 9466 False
[vector] 10099 9546 10898 11991 8379 7920 False
[vector] 8697 8686 8636 11099 10316 9060 False
[vector] 8638 7776 8556 9882 9883 10126 False
[vector] 11567 9652 8594 12509 8661 9317 False
[vector] 9398 9053 8816 11865 10073 8561 False
[vector] 9751 10260 8688 11563 8467 11033 False
[vector] 9409 9216 9286 12433 9751 8681 False
[vector] 10178 9238 8671 10941 9506 9770 False
[vector] 9807 9153 9942 11268 9519 10268 False
[vector] 9388 8090 8343 11613 8343 10989 False
[vector] 11683 9995 8682 12516 8468 8784 False
[vector] 9997 10221 8611 11891 8379 10898 False
[vector] 9089 8702 9380 11220 9858 9307 False
[vector] 11164 9713 9342 12471 8480 9790 False
[vector] 10456 9681 10044 11909 8350 10542 False
[vector] 10551 10833 9980 12086 8002 9982 False
[vector] 10343 9611 10915 11714 8586 8756 False
[vector] 10586 10107 9079 12177 8536 10833 False
[vector] 10083 11217 9691 11912 7665 9989 False
[vector] 11005 10442 9049 11442 7417 10137 False
[vector] 9901 8450 10989 11063 8985 8749 False
[vector] 9789 10655 10403 12467 8774 8772 False
[vector] 9341 9197 8509 10542 7071 11238 False
[vector] 11841 9935 10238 11265 8318 8555 False
[vector] 9646 9437 10061 11695 9168 10606 False
[vector] 9938 8496 9194 10745 9956 8700 False
[vector] 8562 8759 10880 10269 9395 8904 False
[vector] 10981 10164 9886 12004 8744 10611 False
[vector] 10758 9735 9024 12836 8518 9450 False
[vector] 7880 9069 8623 11762 10095 8163 False
[vector] 10002 9357 9859 12547 9385 7946 False
[vector] 9800 8458 10086 10923 9690 8456 False
[vector] 9578 9968 9579 12230 9396 9758 False
[vector] 10840 8707 9288 11314 9806 8788 False
[vector] 9887 10623 10179 12804 8587 8045 False
[vector] 10261 9345 9395 12800 8454 10127 False
[vector] 9849 10229 9366 12733 9594 9856 False
[vector] 8959 9373 10423 11438 9888 9327 False
[vector] 10168 8837 8047 12146 8004 10879 False
[vector] 11293 10695 9908 12773 8037 8752 False
[vector] 11471 10134 9678 12330 8361 9729 False
[vector] 10966 10200 8524 13258 8352 8913 False
[vector] 10228 10645 10832 11726 8390 9204 False
[vector] 11217 10173 8733 12218 7918 10075 False
[vector] 10537 8919 8699 11332 9497 9642 False
[vector] 9230 9502 8574 12125 9318 10627 False
[vector] 12184 9711 9854 11650 7389 7727 False
[vector] 9121 8304 8625 11478 8703 11010 False
[vector] 10473 10835 9260 12487 8133 9752 False
[vector] 11362 10608 9442 12729 7782 10003 False
[vector] 8859 9235 10091 11653 9654 9227 False
[vector] 9352 8635 9037 11740 9973 8729 False
[vector] 11093 10538 9879 11407 7051 10001 False
[vector] 10425 9537 8850 12344 9634 8235 False
[vector] 10117 10847 10122 12397 8505 10422 False
[vector] 9816 8890 9648 11858 9775 9053 False
[vector] 11150 9404 9553 12094 9093 9729 False
[vector] 11183 10162 9368 12113 8932 9041 False
[vector] 10253 10371 8826 12226 9164 9564 False
[vector] 10445 10636 9336 12542 9046 9605 False
[vector] 9493 9989 9428 12733 9502 9132 False
[vector] 8766 10158 9828 12546 9317 8826 False
[vector] 10607 10669 8192 12670 7180 9221 False
[vector] 11838 9320 9359 11499 8241 8748 False
[vector] 9852 10001 9403 12063 8813 10806 False
[vector] 9996 10037 9681 12811 9326 9328 False
[vector] 8648 9188 8542 11877 9181 10690 False
[vector] 10391 9962 8852 12822 8766 10308 False
[vector] 9780 8704 9955 11191 9835 8599 False
[vector] 10979 10554 9418 12484 7996 9658 False
[vector] 10850 9793 9770 12229 7976 9992 False
[vector] 10090 9401 10220 11971 9122 9540 False
[vector] 9667 9734 8905 11468 8126 11050 False
[vector] 10643 10940 9472 12028 7661 10324 False
[vector] 11304 9787 10219 11696 8916 8727 False
[vector] 9516 8979 9340 11547 9813 8635 False
[vector] 10225 10398 9292 12903 9721 9096 False
[vector] 9320 8657 9872 10924 9887 9305 False
[vector] 9332 9284 8802 11982 9935 9260 False
[vector] 9033 9047 9360 12263 9624 9441 False
[vector] 8822 8633 8166 10889 10288 9564 False
[vector] 11647 9688 9604 12406 8857 8153 False
[vector] 12101 9297 8673 11762 8272 8308 False
[vector] 9549 8964 9507 11701 9252 10374 False
[vector] 9346 8731 9154 11002 9879 9560 False
[vector] 10528 9491 8668 11793 7243 10916 False
[vector] 9698 10135 10861 11095 8594 9513 False
[vector] 9219 9376 10936 11168 9073 9276 False
[vector] 10626 8670 9879 11887 9344 7856 False
[vector] 8772 8128 8683 10875 10450 8399 False
[vector] 10471 8724 7763 11565 9590 9265 False
[vector] 10432 10424 9814 12837 8489 9447 False
[vector] 10721 10590 8712 12574 7662 10360 False
[vector] 10819 10031 9770 12273 8628 10178 False
[vector] 9777 9344 9550 11803 9684 9168 False
[vector] 10355 9325 8138 12016 9504 9779 False
[vector] 10223 10897 9920 11809 8326 8507 False
[vector] 9074 10168 10370 11844 9466 9893 False
[vector] 9134 9808 7030 11582 7768 11092 False
[vector] 9923 6995 9134 10035 9988 8703 False
[vector] 11451 9230 9922 11521 8360 8946 False
[vector] 10811 10195 8415 12583 7956 9735 False
[vector] 10342 10610 9691 12715 8603 9581 False
[vector] 9432 10740 9207 12894 8769 10432 False
[vector] 11221 8787 9853 11443 9669 8192 False
[vector] 10018 9900 9287 11600 7539 10866 False
[vector] 8865 9647 9074 12171 9859 8922 False
[vector] 10382 10270 8967 13198 8296 9091 False
[vector] 9439 9025 9678 11898 9586 9781 False
[vector] 11804 10867 9706 11384 6839 9302 False
[vector] 11753 10368 10443 11500 7717 8900 False
[vector] 12638 8747 7951 10803 6158 7003 False
[vector] 10088 9654 10117 12202 9330 9587 False
[vector] 10344 10437 9683 12526 8594 10678 False
[vector] 9319 9719 9395 12102 9798 10165 False
[vector] 9314 9277 8524 12525 9730 9261 False
[vector] 10233 9719 8592 13129 9323 10132 False
[vector] 10748 10231 10196 12943 9058 9241 False
[vector] 10612 9042 10050 11619 9363 8262 False
[vector] 9026 8712 8591 10985 9827 9631 False
[vector] 9767 9283 8602 11729 8644 10842 False
[vector] 9870 8576 8476 11145 9871 9751 False
[vector] 9193 8919 8412 12033 10204 8808 False
[vector] 9273 9490 10288 12162 9539 8210 False
[vector] 10269 9698 10889 11885 8417 8297 False
[vector] 10783 9394 9056 11467 9366 9649 False
[vector] 9973 8638 8895 11751 9986 8335 False
[vector] 11203 9259 9440 12526 8571 9675 False
[vector] 9582 10532 10869 11427 8578 9178 False
[vector] 8664 9038 8573 11361 8275 11087 False
[vector] 10320 11084 10095 12243 7814 10389 False
[vector] 9715 10954 9225 12229 7928 10527 False
[vector] 9736 8633 7363 11916 9813 9531 False
[vector] 11533 9762 9969 11925 8497 8021 False
[vector] 10775 9849 9770 12879 7992 9689 False
[vector] 9958 8270 8294 11350 10054 8370 False
[vector] 10085 10122 8866 12972 9038 10068 False
[vector] 10391 10359 10544 12483 8263 9413 False
[vector] 8385 8464 8289 11381 9025 10978 False
[vector] 12090 9376 9162 11954 8518 7746 False
[vector] 10787 10726 9480 12325 7446 10194 False
[vector] 10042 9021 9508 11946 9536 9483 False
[vector] 10955 10115 9346 13356 8739 9005 False
[vector] 10439 10133 9144 12734 8760 9874 False
[vector] 9616 10653 9489 13079 9415 9166 False
[vector] 9864 7396 10040 10099 9958 7449 False
[vector] 9022 8796 8957 11315 10240 8810 False
[vector] 8074 9099 8402 11361 10183 8968 False
[vector] 8265 9011 9649 11511 10060 8651 False
[vector] 10336 9195 8619 13205 9045 7668 False
[vector] 10549 11059 9845 12472 7395 9683 False
[vector] 9403 10281 10452 11858 9281 9287 False
[vector] 10604 10818 9330 11674 7251 10599 False
[vector] 8961 9120 10526 11207 9680 9280 False
[vector] 11582 10421 9148 12580 8291 8753 False
[vector] 9274 8950 10115 11878 9872 8352 False
[vector] 7760 9544 10085 12251 9556 8215 False
[vector] 10442 9659 9985 11946 8950 9612 False
[vector] 10032 9778 8822 13200 9330 9035 False
[vector] 9042 9443 7709 12186 7680 10946 False
[vector] 9756 10411 8418 13331 8516 8922 False
[vector] 10746 8826 9775 11731 9559 9079 False
[vector] 9836 10534 9720 13311 9233 8995 False
[vector] 11359 10831 10676 12524 7821 8586 False
[vector] 8948 8473 8821 10662 9170 11067 False
[vector] 10955 11037 10163 12107 7357 10023 False
[vector] 9273 9372 9495 11575 9613 9215 False
[vector] 9516 10515 9157 13294 9181 9066 False
[vector] 10806 9072 9829 11218 9451 9067 False
[vector] 10567 9185 9381 12650 8182 10367 False
[vector] 8288 8297 9572 11878 9738 8490 False
[vector] 10794 9784 9465 12910 8013 9501 False
[vector] 10459 9992 8479 12272 8909 9869 False
[vector] 8574 10367 9087 11719 9021 10698 False
[vector] 9895 10439 9522 13310 8759 9086 False
[vector] 10771 10134 8539 12790 8784 9192 False
[vector] 9094 10239 9089 11272 8737 10702 False
[vector] 8468 8699 9522 11209 9845 9701 False
[vector] 10362 9012 8756 11608 9652 9623 False
[vector] 9688 8982 7915 11829 9878 9888 False
[vector] 10693 10617 9178 13251 8219 9892 False
[vector] 9454 8820 10891 11080 9283 8538 False
[vector] 10387 8740 8617 12357 9845 7982 False
[vector] 10865 10626 8990 13322 8175 8882 False
[vector] 9409 10214 9478 12333 9090 10498 False
[vector] 10662 10629 10254 12732 8655 9510 False
[vector] 9052 9910 11103 10876 8583 9184 False
[vector] 11554 9772 9403 12209 8307 9116 False
[vector] 11756 10016 9548 12342 7911 9723 False
[vector] 10576 9894 8893 12583 8045 10115 False
[vector] 10546 8772 8288 12129 9841 8750 False
[vector] 9584 8161 9212 10523 10143 8583 False
[vector] 9526 9314 8581 11581 10023 10065 False
[vector] 9169 8600 10971 10978 9361 8413 False
[vector] 11071 10386 9774 11255 7810 10521 False
[vector] 10219 9986 10309 12385 9516 9401 False
[vector] 11201 9649 8972 13006 7823 8722 False
[vector] 11447 10555 9700 11425 7937 9761 False
[vector] 10203 10449 10064 12608 8908 10153 False
[vector] 9217 9474 8907 11358 8718 11008 False
[vector] 10264 10533 10692 11867 8624 8985 False
[vector] 10600 8784 9995 11432 9656 8586 False
[vector] 11955 9736 10104 11421 7808 8433 False
[vector] 8641 9616 8106 11839 9161 10692 False
[vector] 8952 8467 9017 10995 9841 9810 False
[vector] 11520 9184 8604 12278 7912 9823 False
[vector] 9542 8668 8959 10868 9956 8814 False
[vector] 8989 8820 10005 10796 9490 10234 False
[vector] 9895 10495 8178 13153 8240 9845 False
[vector] 12015 9723 8299 11324 7617 9503 False
[vector] 9073 9239 9564 11356 9881 8453 False
[vector] 8671 9617 9295 12572 9771 8117 False
[vector] 9364 9723 8238 11103 6750 11172 False
[vector] 9813 10930 10808 11501 8172 10079 False
[vector] 10478 10648 9447 12166 8700 9697 False
[vector] 8949 9365 10691 11481 9669 8167 False
[vector] 9001 9345 9070 11097 10060 9435 False
[vector] 11120 9595 9161 12629 9258 8629 False
[vector] 11079 10692 9750 12269 8230 9758 False
[vector] 10318 11331 10076 11560 7109 9524 False
[vector] 11076 10077 8871 12503 8153 9951 False
[vector] 9721 9380 9863 11076 9728 8685 False
[vector] 12102 10330 8652 11781 7349 8088 False
[vector] 11492 8985 8680 12333 8825 9676 False
[vector] 9137 9591 8904 11721 9818 9376 False
[vector] 11925 10344 8986 11937 6967 9807 False
[vector] 9700 9882 10964 10864 8386 9466 False
[vector] 10061 9152 10085 11920 9386 9731 False
[vector] 11385 10532 9736 12119 7958 9998 False
[vector] 9885 10647 11022 11572 8364 8904 False
[vector] 12119 10444 9398 11824 6823 8327 False
[vector] 10796 10646 9268 11833 7801 10063 False
[vector] 11220 9932 10380 11254 8305 8949 False
[vector] 12020 9772 9874 11633 6721 7670 False
[vector] 9508 9461 10086 12804 9254 9021 False
[vector] 10430 8903 9903 11048 9324 9827 False
[vector] 10418 8821 10559 11245 9322 8444 False
[vector] 10978 11118 10216 12333 8053 9727 False
[vector] 9849 10818 10668 11642 8406 9860 False
[vector] 9625 9559 9381 11952 9526 10405 False
[vector] 9132 9330 8431 11669 9575 10505 False
[vector] 10660 8860 8830 11767 9605 8878 False
[vector] 9847 9717 11311 10787 8933 9284 False
[vector] 11076 9860 9347 12212 8910 9807 False
[vector] 11253 10500 9109 12504 7867 8809 False
[vector] 10082 8732 7721 12225 9485 10199 False
[vector] 10659 9918 10017 11755 7659 10509 False
[vector] 9522 8094 10209 11048 9704 9022 False
[vector] 10240 10034 10034 12800 8683 10155 False
[vector] 8910 9196 8726 11445 10115 8119 False
[vector] 11037 9957 9436 12750 9312 9242 False
[vector] 10842 8454 9391 11083 9598 8741 False
[vector] 10442 10574 9897 12595 8451 9901 False
[vector] 11842 9590 9922 12780 8566 8528 False
[vector] 10416 9443 9331 12347 9871 8770 False
[vector] 8618 9090 8377 11278 9482 10758 False
[vector] 12042 9053 7911 11344 7486 9216 False
[vector] 9867 9694 8819 12037 9650 9759 False
[vector] 9253 8924 9041 11647 8432 11022 False
[vector] 10134 10354 8479 13115 9250 8461 False
[vector] 8869 9351 7779 10938 8434 11112 False
[vector] 9437 9650 9200 11423 9025 10630 False
[vector] 8968 10032 10946 10779 8762 9130 False
[vector] 8254 9438 8736 11481 9574 10379 False
[vector] 8971 8999 8550 11223 8849 11001 False
[vector] 10626 9411 9300 12570 8237 10117 False
[vector] 10722 9994 9883 12447 8514 9743 False
[vector] 10758 10360 9135 11102 6659 10598 False
[vector] 12309 9498 9114 11440 6975 7671 False
[vector] 10137 10254 9128 12841 9001 9776 False
[vector] 8708 8275 8297 10727 8693 11289 False
[vector] 10788 9544 9416 12301 8353 10550 False
[vector] 10956 9443 8256 11819 8376 10774 False
[vector] 9145 9034 8620 12430 9428 9916 False
[vector] 9634 10177 9544 13018 8586 10149 False
[vector] 8080 9688 10058 11430 9717 9173 False
[vector] 9346 8912 8631 12250 9916 8854 False
[vector] 10837 9825 9631 12206 9585 8796 False
[vector] 9653 9470 10677 11928 9472 8882 False
[vector] 9733 9182 9977 11084 9358 9786 False
[vector] 9899 8703 10886 11294 9193 8796 False
[vector] 8525 9953 8724 11791 9200 10384 False
[vector] 9701 9744 9398 12255 9791 8073 False
[vector] 10025 10578 9904 12552 8606 9790 False
[vector] 9458 8960 9373 11929 9607 9593 False
[vector] 9563 8676 9355 11685 10126 8353 False
[vector] 10645 9418 9081 12576 9452 8064 False
[vector] 11050 9266 9221 12309 8859 9629 False
[vector] 12419 10091 8149 11439 6831 8890 False
[vector] 11899 10563 9167 11592 7005 8498 False
[vector] 8543 9387 10373 11846 9707 7827 False
[vector] 10602 10093 11058 11433 8236 9554 False
[vector] 9601 10494 9308 12791 9075 9692 False
[vector] 8678 8517 8700 11748 8980 10702 False
[vector] 9129 8657 8597 10586 8407 11315 False
[vector] 10061 10769 9278 12689 8258 9779 False
[vector] 10208 9898 8685 12997 9433 8383 False
[vector] 12008 9042 8546 11239 8500 8182 False
[vector] 8795 9065 9501 11454 9868 9142 False
[vector] 8790 9260 9250 12286 9139 10174 False
[vector] 11190 9564 9794 13104 8210 8814 False
[vector] 10454 10373 9042 13132 9302 8390 False
[vector] 11193 10704 9798 11960 7408 10534 False
[vector] 10282 10190 9765 11281 8203 10490 False
[vector] 10875 9987 10102 12664 8226 9789 False
[vector] 11670 10563 8605 12041 7442 9057 False
[vector] 9634 9296 9087 12542 9782 9190 False
[vector] 10979 10390 9751 12390 8137 10312 False
[vector] 8161 9542 9088 11724 10056 8207 False
[vector] 11932 9812 9810 12031 7632 8438 False
[vector] 10286 8564 9648 11250 10165 8012 False
[vector] 10522 10521 10432 12367 7631 10106 False
[vector] 11383 10184 10264 12807 8601 8875 False
[vector] 10123 10407 9067 11238 7116 10964 False
[vector] 10911 8890 9799 11989 9266 7981 False
[vector] 8341 9610 9445 10395 9226 10385 False
[vector] 10257 8754 7846 11503 9458 10064 False
[vector] 8784 9129 9322 11462 10189 8299 False
[vector] 9609 8383 9112 10731 10141 9306 False
[vector] 9670 10407 8842 12747 8820 10943 False
[vector] 11203 10823 9403 11281 7309 9241 False
[vector] 10839 10858 9742 12194 7409 9902 False
[vector] 10188 9063 9288 12245 9439 9976 False
[vector] 10540 10400 9322 13131 8521 9880 False
[vector] 9837 10283 10396 11784 8952 10368 False
[vector] 7380 8014 9550 10510 9950 9485 False
[vector] 10006 9722 10950 10714 8114 9706 False
[vector] 9587 9517 9512 10972 9113 10651 False
[vector] 9800 9989 10198 12626 9294 8413 False
[vector] 9306 8779 8928 12079 7910 10968 False
[vector] 10557 8693 7799 11937 9595 9312 False
[vector] 8982 9899 10152 11999 9567 9261 False
[vector] 10038 9971 10057 13435 9050 8712 False
[vector] 11044 11254 10984 12084 7837 9561 False
[vector] 8274 8141 6717 10985 8254 11410 False
[vector] 10760 9805 9851 12353 8573 10428 False
[vector] 9064 8938 7405 11499 8823 11081 False
[vector] 11043 10413 10240 11932 8367 10053 False
[vector] 9860 10809 10125 12345 8631 10302 False
[vector] 9903 9112 9059 12176 9882 7606 False
[vector] 9450 9315 8280 11976 9827 9377 False
[vector] 10438 9464 9985 11268 9300 8420 False
[vector] 10883 10001 10286 12887 8493 9039 False
[vector] 9756 10406 10476 12619 8720 9779 False
[vector] 10581 10364 10135 12420 8577 9667 False
[vector] 11625 10031 10187 11770 8396 8653 False
[vector] 10757 10325 9715 12940 8821 8706 False
[vector] 9335 8296 9312 11583 9694 9559 False
[vector] 10060 9297 8824 11541 9103 10695 False
[vector] 11187 10782 9314 11153 7595 9220 False
[vector] 9959 9674 9368 11680 7484 11116 False
[vector] 10572 9989 9662 11003 8217 10709 False
[vector] 9328 10337 9558 13168 8858 9909 False
[vector] 8694 10188 9981 12078 9533 9221 False
[vector] 10442 10748 10023 12500 8837 9681 False
[vector] 9806 9463 10896 12145 9184 8928 False
[vector] 10849 10487 9310 12374 8064 9695 False
[vector] 9853 8885 8441 11744 9521 9870 False
[vector] 9671 8604 9898 10886 10016 7822 False
[vector] 9149 9455 9609 12288 9561 9485 False
[vector] 8668 7880 9952 10312 9902 8971 False
[vector] 10161 9207 9063 13015 8220 10027 False
[vector] 12108 9189 8679 11095 7270 9050 False
[vector] 9805 11176 9113 11480 6994 10437 False
[vector] 11305 9956 9263 11521 6815 10051 False
[vector] 12051 9254 9020 11600 8108 8021 False
[vector] 10783 10839 9066 12502 7285 9802 False
[vector] 8748 9902 9352 11365 9390 10457 False
