[nb-items] 30
[nb-objectives] 6
[nb-pareto] 1980
[nb-lorenz] 13
[runtime] 172.64725399017334
[format] f1 f2 f3 f4 f5 f6 isLorenzND
[vector] 9848 10108 9375 12721 8748 10182 False
[vector] 9358 8828 10272 11975 9693 8406 False
[vector] 8867 10965 9286 12286 8705 9095 False
[vector] 9043 9627 8044 11499 9052 11109 False
[vector] 9934 8943 7838 12157 9790 9753 False
[vector] 11024 9938 9643 12626 9052 8594 False
[vector] 10183 10042 8886 11906 8765 10564 False
[vector] 10532 10562 10146 12622 8723 9547 False
[vector] 11200 10059 7987 12175 8444 9836 False
[vector] 10465 10294 8553 12940 9056 8952 False
[vector] 10296 10809 9690 13209 8416 9082 False
[vector] 9945 10221 9985 11838 9184 9988 False
[vector] 10161 8425 10691 11302 9699 7875 False
[vector] 9989 9292 10089 11839 9558 8703 False
[vector] 9665 8561 9790 11239 10152 8406 False
[vector] 10634 9861 10151 12961 8306 9164 False
[vector] 11086 9007 8362 12698 8863 9336 False
[vector] 10943 10247 10340 12374 8385 9027 False
[vector] 11163 10303 10033 12575 8783 9046 False
[vector] 10082 9246 8052 11836 9916 9638 False
[vector] 10426 9748 9098 12060 9027 10699 False
[vector] 10871 10100 9688 12841 8065 9397 False
[vector] 10290 10722 10276 11341 7766 10338 False
[vector] 9224 9297 7386 11616 8332 11215 False
[vector] 9293 9738 8704 11927 9844 9375 False
[vector] 10409 11301 10916 12220 8294 9927 False
[vector] 9486 10064 9563 11351 8846 10944 False
[vector] 10431 10769 10130 11322 8241 9474 False
[vector] 10111 9796 8087 11425 8225 11097 False
[vector] 8110 8659 8066 10502 10150 9381 False
[vector] 10209 9173 10320 12071 9376 8532 False
[vector] 9708 10661 10611 11992 8676 9385 False
[vector] 10539 10228 9762 11333 8077 10610 False
[vector] 11048 9878 8947 12558 9066 9804 False
[vector] 10493 8326 8437 10925 9676 9310 False
[vector] 11342 10717 9930 12481 8347 8347 False
[vector] 10042 9385 10511 11699 9087 9953 False
[vector] 11687 10677 9351 12084 6916 9296 False
[vector] 10562 10754 9491 11894 7756 10544 False
[vector] 11772 10048 9836 12399 9089 8976 False
[vector] 9690 9446 8450 12695 9857 8501 False
[vector] 10658 10742 9840 12909 8494 9118 False
[vector] 11199 10203 9457 12241 8646 9062 False
[vector] 11363 8319 8917 11309 9377 8247 False
[vector] 8978 9336 7463 11288 8420 11350 False
[vector] 11854 10544 9412 12607 7397 8870 False
[vector] 11036 8660 9881 11066 9391 7839 False
[vector] 11041 10639 10105 12318 7760 9754 False
[vector] 8719 8065 9769 11016 10175 7215 False
[vector] 10109 11031 10779 11891 8333 9381 False
[vector] 10200 9499 8577 11791 8274 11196 False
[vector] 9674 10410 8603 12545 8711 10587 False
[vector] 10111 10180 9846 12763 9009 9521 False
[vector] 11183 9648 9037 12502 8501 9602 False
[vector] 9211 10710 8591 11606 7291 10718 False
[vector] 10309 11163 10584 12435 8060 9827 False
[vector] 8810 9791 9973 11746 9549 9556 False
[vector] 10133 10384 10367 12174 9113 9670 False
[vector] 9962 9449 8882 12880 8931 10035 False
[vector] 10802 9917 9024 12230 9154 9939 False
[vector] 10575 10186 9568 12369 8782 10271 False
[vector] 11672 9910 9504 12614 8855 8876 False
[vector] 9309 9099 8762 10912 8866 11026 False
[vector] 10183 9322 9868 11438 9646 9508 False
[vector] 8954 8931 9552 11861 9820 8423 False
[vector] 9337 10012 8673 13199 9001 9686 False
[vector] 9701 7874 8426 11407 10431 7801 False
[vector] 9942 11178 10294 12243 7914 8789 False
[vector] 10035 8479 9105 11256 9040 10436 False
[vector] 10107 9722 9716 11890 9753 8413 False
[vector] 11357 10333 9812 12174 8871 9851 False
[vector] 10340 10155 9596 12992 8590 8815 False
[vector] 8317 7712 8651 10305 10007 9768 False
[vector] 10570 8680 8599 11002 9637 9741 False
[vector] 10116 8537 8399 11473 9783 9616 False
[vector] 9606 9773 10662 11790 9159 9164 False
[vector] 10626 10002 9264 13342 8924 9611 False
[vector] 8981 10439 10325 12283 9234 9119 False
[vector] 12243 9672 8312 11492 6396 8577 False
[vector] 10607 9131 9411 11660 9627 8098 False
[vector] 9905 9856 9290 12495 8291 10752 False
[vector] 9919 10150 10693 11613 9106 9647 False
[vector] 9722 8900 9080 11172 10006 8800 False
[vector] 10416 10154 9897 12597 8786 9503 False
[vector] 9540 8422 10833 11291 9686 8269 False
[vector] 8122 7859 8409 10444 10255 9193 False
[vector] 10682 10634 8825 12726 7645 9103 False
[vector] 11190 9828 8984 10824 8286 10104 False
[vector] 10366 10229 8878 13070 8582 9070 False
[vector] 9791 10161 9283 12746 8957 9592 False
[vector] 9246 9352 8605 11609 8412 11024 False
[vector] 9781 8639 7745 11459 8507 11106 False
[vector] 10583 11061 9409 12506 7845 9949 False
[vector] 9219 9581 9063 12317 9564 10065 False
[vector] 11166 10211 10206 12821 7430 8525 False
[vector] 10553 10259 9932 11674 8878 8986 False
[vector] 9677 9749 8877 11256 7901 11095 False
[vector] 10263 11042 8846 12489 7793 10020 False
[vector] 9527 9396 9781 12835 9275 8833 False
[vector] 11803 10026 8962 11232 7369 9794 False
[vector] 9919 9080 9377 11511 9428 10247 False
[vector] 9022 9460 9319 11940 9878 9107 False
[vector] 10468 9168 9040 12877 8794 9941 False
[vector] 10744 10514 9006 11964 7838 10355 False
[vector] 9655 10115 11018 11514 8721 8261 False
[vector] 10771 10687 9979 12609 8266 9295 False
[vector] 9487 9405 10390 11923 9172 9838 False
[vector] 9717 9657 8885 11278 8826 10844 False
[vector] 8809 10407 9499 12239 9179 10001 False
[vector] 9961 10631 8946 12904 8024 9679 False
[vector] 9656 10268 10144 12834 8486 9679 False
[vector] 8995 9114 9564 11827 9892 9034 False
[vector] 12418 9222 7837 11514 7613 8456 False
[vector] 8722 8495 7834 11104 10054 9464 False
[vector] 10512 9435 9950 11452 9461 8902 False
[vector] 10455 10122 9718 11605 9021 9763 False
[vector] 10169 9175 8407 12588 9358 9438 False
[vector] 10276 9220 10638 11708 9277 8441 False
[vector] 10377 10227 11282 11418 8729 8975 False
[vector] 8818 9044 8748 11591 9842 9513 False
[vector] 9249 10137 10700 11879 8759 7921 False
[vector] 9996 9644 8110 11625 9513 9907 False
[vector] 9158 8060 9672 10886 9839 9352 False
[vector] 9747 10317 8899 13334 8753 9457 False
[vector] 10558 8975 8395 12213 9579 8825 False
[vector] 9821 10037 9923 13041 8461 9167 False
[vector] 11030 10718 10594 12510 8006 9192 False
[vector] 9171 8347 11074 10747 9153 8366 False
[vector] 11407 9964 9088 12131 8575 9644 False
[vector] 10166 7938 8137 10744 10039 8488 False
[vector] 9302 10683 10293 12357 8714 9045 False
[vector] 9701 9102 8465 11539 8681 11384 False
[vector] 10301 10417 9840 12945 8721 9426 False
[vector] 10189 10657 8746 12281 7398 10796 False
[vector] 9453 9367 8407 11597 8162 11220 False
[vector] 7173 8961 8965 10707 10093 9098 False
[vector] 10451 11214 8359 11246 6150 9979 False
[vector] 10400 9906 9086 12570 9263 9522 False
[vector] 9050 9535 7555 10862 7671 11360 False
[vector] 9640 9299 8641 11761 9947 8502 False
[vector] 10334 10485 8607 12412 7856 10277 False
[vector] 9755 11309 10174 11635 7750 9052 False
[vector] 10163 10107 9207 12620 8423 10201 False
[vector] 10562 9832 8674 13143 9138 9526 False
[vector] 8315 7965 8548 10536 10215 9815 False
[vector] 11307 9662 9089 12252 8482 10198 False
[vector] 8366 8150 8365 11240 10488 8059 False
[vector] 10064 9489 10954 10932 8776 8503 False
[vector] 10320 10162 9278 13492 9196 9371 False
[vector] 9629 8226 8888 11539 9965 9160 False
[vector] 11233 9329 9111 12583 8552 8950 False
[vector] 9580 9887 10528 11841 9329 9799 False
[vector] 9477 9733 7575 11540 8013 11162 False
[vector] 11130 10856 10926 12295 8240 9292 False
[vector] 10295 9249 9303 11681 9555 9487 False
[vector] 11294 10168 8289 11249 7671 10138 False
[vector] 10356 10972 9955 12384 8048 10170 False
[vector] 10184 8951 10420 11863 9378 7809 False
[vector] 10714 9433 10777 12027 8911 8612 False
[vector] 8930 9496 9913 10681 9383 10320 False
[vector] 9705 8956 8135 11654 8943 10724 False
[vector] 8852 10429 10954 11111 8746 8795 False
[vector] 10305 10360 8910 12611 8363 10577 False
[vector] 10258 8609 9107 11882 9741 9100 False
[vector] 8635 8244 7305 10652 9591 10607 False
[vector] 9310 9171 9490 11861 9912 9147 False
[vector] 11490 10000 8323 11079 6218 9871 False
[vector] 10156 10910 10096 12735 8792 9604 False
[vector] 9747 9068 7308 11531 9524 10235 False
[vector] 10990 9901 9592 12594 9000 9396 False
[vector] 9204 9054 9880 11256 9871 8970 False
[vector] 9189 10311 10535 11796 9149 10086 False
[vector] 10470 9467 11272 10567 8738 8843 False
[vector] 10778 10353 9595 11320 7620 10358 False
[vector] 10868 9672 8660 12993 8866 9766 False
[vector] 10213 9479 9851 13102 8592 9138 False
[vector] 8374 8869 8877 11021 10273 7944 False
[vector] 11413 10517 9504 11811 7917 9284 False
[vector] 11072 9274 10079 11954 9056 8605 False
[vector] 8648 8374 9134 10914 9905 9523 False
[vector] 11523 10440 9671 12688 7732 9033 False
[vector] 10186 8426 9316 11465 9931 7912 False
[vector] 9514 10051 8622 12428 9202 10453 False
[vector] 11897 10145 9062 11992 7880 9660 False
[vector] 10056 10772 9764 12950 8558 9504 False
[vector] 11007 10192 10865 11949 8327 9258 False
[vector] 8821 10183 10271 12426 9216 9599 False
[vector] 9813 10008 9991 12750 9554 9061 False
[vector] 10675 10324 9900 12154 9016 10371 False
[vector] 10153 10295 9217 12969 8715 9797 False
[vector] 11173 9450 9048 13061 8736 8575 False
[vector] 9321 10570 10082 12705 8932 8284 False
[vector] 8607 9745 9295 11715 9660 9982 False
[vector] 9627 9306 9484 11721 9318 10358 False
[vector] 11619 10504 9000 12087 7239 9567 False
[vector] 11372 10178 8842 12893 8314 9253 False
[vector] 9985 10381 10226 12848 8301 9073 False
[vector] 11277 9853 8697 12787 8647 9098 False
[vector] 9862 8829 8778 11688 9544 9787 False
[vector] 10329 11178 9614 12240 7577 9854 False
[vector] 11687 10451 8961 11462 7272 9617 False
[vector] 8555 9142 10208 11572 9718 8940 False
[vector] 10508 9984 10756 12359 9009 9252 False
[vector] 8839 8933 11012 11044 8751 7846 False
[vector] 11360 9811 8106 11934 7590 10161 False
[vector] 10195 10633 10721 12102 8736 9112 False
[vector] 9665 7903 8777 10954 9937 9120 False
[vector] 10785 10498 9746 12630 7662 9666 False
[vector] 9711 8465 9238 11753 9821 8799 False
[vector] 10314 9674 10920 11825 8270 8877 False
[vector] 11014 9822 9849 11080 8111 10110 False
[vector] 9893 9752 9799 11828 9621 9212 False
[vector] 9404 8535 10029 11021 9708 9359 False
[vector] 8513 10173 9729 13128 9067 8532 False
[vector] 10898 10638 9101 12946 7829 8974 False
[vector] 11049 9862 8050 12436 8007 10246 False
[vector] 11332 9612 8182 11989 8503 10014 False
[vector] 12197 9406 9500 11072 7750 8588 False
[vector] 9399 8602 7818 12193 8784 11045 False
[vector] 9187 8507 9429 11515 9999 9113 False
[vector] 9340 10301 9944 12377 9345 9247 False
[vector] 8668 9526 9330 11794 10173 7964 False
[vector] 9947 9451 10515 12063 8870 9453 False
[vector] 10401 9501 8793 12697 8412 10022 False
[vector] 9271 9625 9392 11806 9821 9262 False
[vector] 7804 8325 7519 10552 9195 11007 False
[vector] 9195 10873 8803 12563 8620 10032 False
[vector] 10107 8363 8991 11434 9821 9007 False
[vector] 9475 10046 9810 11499 7521 10740 False
[vector] 10760 10213 9028 12982 9030 8630 False
[vector] 7670 9428 9613 10989 9801 8818 False
[vector] 9722 9608 11057 11703 8573 9150 False
[vector] 8477 8873 8930 11248 9807 10310 False
[vector] 9443 10840 10350 12007 8444 9520 False
[vector] 9558 9640 8218 11860 8076 10972 False
[vector] 9298 9587 7470 11352 6966 11338 False
[vector] 8645 9170 8646 11905 10019 8583 False
[vector] 11127 10568 9030 12209 7624 10700 False
[vector] 10090 9094 8610 11075 8312 11153 False
[vector] 10102 10006 10438 12724 9047 8912 False
[vector] 8589 9616 9480 11786 9966 9782 False
[vector] 9503 9616 8677 12813 9491 9749 False
[vector] 8887 8987 9201 10935 8465 11160 False
[vector] 8687 9757 7218 11622 8441 11249 False
[vector] 10890 9701 10747 11896 8430 7903 False
[vector] 10050 10579 8529 12715 8838 9827 False
[vector] 8883 8414 9546 11434 10063 8826 False
[vector] 10238 9227 8843 12868 9232 8395 False
[vector] 10075 9605 9121 12804 7817 10296 False
[vector] 9686 9340 9416 12031 10039 8387 False
[vector] 9837 9420 8385 12138 9633 9460 False
[vector] 9940 9136 9073 12392 9510 9430 False
[vector] 8466 8952 9419 11440 10053 9748 False
[vector] 9334 9712 8288 12308 9811 9042 False
[vector] 10136 10181 8471 12926 9241 9558 False
[vector] 9985 9984 8534 13187 8804 9968 False
[vector] 10249 9709 9149 12831 8826 9932 False
[vector] 8541 9670 7931 11965 8337 10974 False
[vector] 8806 8846 8589 11240 8739 11004 False
[vector] 10300 8724 8478 12088 9447 9376 False
[vector] 10970 9683 9563 12872 8392 8985 False
[vector] 9582 9123 10384 11218 9693 8886 False
[vector] 8651 9363 9881 12140 9739 8260 False
[vector] 11991 8704 9638 11763 8416 7089 False
[vector] 9282 10671 10161 12397 8657 9015 False
[vector] 10611 10038 8386 11217 6970 10984 False
[vector] 8905 8942 9848 10699 9669 10180 False
[vector] 10987 9190 9355 11617 8004 10395 False
[vector] 9842 8964 8930 11936 9767 9308 False
[vector] 7552 9797 9285 11900 9750 8277 False
[vector] 11394 10269 9442 12709 8214 8783 False
[vector] 9309 9711 9663 12145 9579 9005 False
[vector] 10316 10793 9568 11566 7844 10679 False
[vector] 10281 11007 9322 12328 7583 10288 False
[vector] 9228 10199 9226 13383 8624 9809 False
[vector] 11648 10557 9916 12331 8075 8587 False
[vector] 9865 9835 8164 11097 8313 11232 False
[vector] 9840 9565 8709 12284 7659 10993 False
[vector] 8548 8597 11113 10967 9348 8807 False
[vector] 11318 9747 8267 12154 8095 10106 False
[vector] 9658 9571 9492 11576 9180 10497 False
[vector] 10962 10276 9005 12347 8663 10073 False
[vector] 11366 10070 9518 12764 9127 8636 False
[vector] 9640 9963 9363 12176 9278 10091 False
[vector] 10253 10597 9216 12848 8808 9243 False
[vector] 9921 11447 9277 11922 6910 8649 False
[vector] 9690 8729 8018 11598 9670 9841 False
[vector] 10278 9867 9318 13472 8385 8568 False
[vector] 9367 8779 8982 11613 8572 11017 False
[vector] 11072 9786 8344 11826 8183 10241 False
[vector] 10413 9957 10094 11427 7747 10644 False
[vector] 11538 9673 10608 11884 8233 8185 False
[vector] 10401 9580 10870 11701 9509 9264 False
[vector] 7762 8847 9433 10993 10250 9033 False
[vector] 8749 7874 10161 10481 10010 8315 False
[vector] 9757 8172 8995 10799 9836 9752 False
[vector] 9167 10256 9316 11803 9069 10277 False
[vector] 9558 9874 8187 11235 7739 11318 False
[vector] 9663 8814 9687 11470 10360 8453 False
[vector] 10735 10212 10403 12819 8798 8593 False
[vector] 9235 10063 8179 11889 8071 11007 False
[vector] 11780 9917 9341 11233 6925 9164 False
[vector] 10635 10096 8783 13339 8687 9076 False
[vector] 9805 8346 8751 11336 10068 8508 False
[vector] 10712 9686 10674 12258 9119 8659 False
[vector] 10039 10658 9018 12907 9084 9265 False
[vector] 9910 9866 10545 11871 9095 9451 False
[vector] 10900 10986 8573 12258 7186 10097 False
[vector] 9312 8918 9593 11630 9704 9100 False
[vector] 9902 10248 8010 11433 7303 10851 False
[vector] 9865 10219 9923 12435 9097 9656 False
[vector] 11871 10364 9243 11647 7918 8351 False
[vector] 10150 10608 10022 12067 8645 10521 False
[vector] 10635 10661 9787 12683 7798 9414 False
[vector] 10043 8328 8610 12145 9824 8807 False
[vector] 9004 10012 9464 12120 9590 9374 False
[vector] 10521 8013 10096 10998 9636 7821 False
[vector] 10690 9381 9816 13184 8102 8978 False
[vector] 10336 9055 8533 11403 8224 11018 False
[vector] 10655 9627 9490 11078 7689 10799 False
[vector] 8701 9184 9988 11871 9621 9433 False
[vector] 9716 8669 9574 11902 9838 8399 False
[vector] 10001 9728 9307 12122 9653 9645 False
[vector] 10806 10537 8970 11270 7817 10118 False
[vector] 8730 7680 8572 10761 10433 8940 False
[vector] 11223 10096 10916 11444 8249 9160 False
[vector] 10681 9803 8540 12385 8702 10029 False
[vector] 10968 9810 8992 12778 9100 9866 False
[vector] 9158 9388 9514 11656 9072 10661 False
[vector] 9557 10312 9308 13397 8439 9203 False
[vector] 9525 9624 9535 12458 9688 8725 False
[vector] 9237 10293 8745 13380 8387 9274 False
[vector] 9020 8497 8644 10445 9984 9371 False
[vector] 9489 9883 10394 12069 9684 9018 False
[vector] 10382 9566 9098 12666 8391 10210 False
[vector] 11122 10904 10224 12630 7838 9597 False
[vector] 9556 10534 10940 11558 8549 9510 False
[vector] 7964 9509 9637 11517 9769 9052 False
[vector] 10431 9847 9313 12571 9623 8456 False
[vector] 10771 10298 8206 12884 8643 8538 False
[vector] 8466 8288 8697 11025 10722 8159 False
[vector] 10921 10590 10923 11738 7924 9527 False
[vector] 8976 8466 9111 11570 9846 9489 False
[vector] 9219 8917 8341 11902 10233 8476 False
[vector] 9656 9609 8896 13030 9203 9795 False
[vector] 10109 7599 8847 10811 10185 8094 False
[vector] 9899 10996 10106 12295 8228 10220 False
[vector] 9394 11062 8952 13223 8219 9404 False
[vector] 10380 10041 9341 13014 9012 9746 False
[vector] 7964 10085 10066 11762 9701 8838 False
[vector] 9806 9360 9375 11644 8875 10943 False
[vector] 9240 10643 8233 11477 7617 10791 False
[vector] 10561 9711 8683 13131 8292 9852 False
[vector] 11862 10270 9724 11650 8155 8886 False
[vector] 10718 10393 8806 11208 7097 10798 False
[vector] 8198 8075 7325 10948 8802 11318 False
[vector] 8771 10428 9081 11926 9069 10391 False
[vector] 9520 10171 10720 11579 8756 9433 False
[vector] 9026 8799 8718 11113 10131 8454 False
[vector] 10713 9832 9839 12069 9442 9199 False
[vector] 10141 9091 8464 11455 9497 9756 False
[vector] 10161 9267 8649 11445 9566 9699 False
[vector] 9394 9846 8877 11932 9158 10533 False
[vector] 11698 10536 8139 11364 6885 9525 False
[vector] 11218 10185 10277 11485 8513 8996 False
[vector] 8916 9334 10146 11379 9336 10223 False
[vector] 12408 10170 8638 11631 7077 8328 False
[vector] 9194 9213 8674 11761 9969 8753 False
[vector] 11021 10728 11255 11523 8158 9627 False
[vector] 9313 9000 7876 11982 8381 11314 False
[vector] 11659 10478 9427 12139 7829 9149 False
[vector] 9071 9330 8480 12331 8439 11159 False
[vector] 8159 10016 8884 11079 9233 10522 False
[vector] 8826 8540 8824 11136 9990 9694 False
[vector] 8763 9886 9513 12417 9670 8749 False
[vector] 10094 8157 9098 11620 10032 7280 False
[vector] 10807 10192 8654 12785 8065 10091 False
[vector] 8830 9858 9386 12457 9359 9376 False
[vector] 9194 8948 9178 10797 9039 11074 False
[vector] 10127 9877 9909 12891 8189 9407 False
[vector] 8650 8838 9669 11780 9884 8136 False
[vector] 9356 8441 10026 10725 9731 8456 False
[vector] 10316 8011 9230 10608 9767 8919 False
[vector] 9688 9087 9519 11800 9831 8340 False
[vector] 10051 10597 10443 11354 8223 10590 False
[vector] 7903 9004 9490 10643 9980 9508 False
[vector] 9911 9976 9767 13087 9367 8334 False
[vector] 10772 10152 10453 11429 8169 9955 False
[vector] 10582 10220 8665 12354 8375 10441 False
[vector] 11450 10033 7994 11185 6656 10071 False
[vector] 8005 7969 7289 11052 8368 11399 False
[vector] 9498 9453 10354 12847 9035 7861 False
[vector] 8318 9355 9693 11283 9768 9684 False
[vector] 9388 8821 8730 12407 9913 9183 False
[vector] 9808 9210 10999 11914 8976 8881 False
[vector] 10914 9054 10335 12179 9210 8192 False
[vector] 12026 9808 7477 11226 7230 9411 False
[vector] 10264 8840 8613 11152 9909 9501 False
[vector] 8464 9110 8759 11445 10137 8370 False
[vector] 9224 10122 9523 12464 9397 9126 False
[vector] 9121 10488 8703 12355 8225 10808 False
[vector] 10279 10146 9102 12315 7962 10919 False
[vector] 8408 8960 9396 11292 10062 9059 False
[vector] 9827 8671 8736 11644 8646 10915 False
[vector] 7529 9271 9556 11339 10071 8343 False
[vector] 10173 10367 9787 12620 8301 10236 False
[vector] 10500 9518 9134 12470 7800 10448 False
[vector] 9054 9069 9884 11646 10054 8523 False
[vector] 12172 9261 7914 11186 7701 8591 False
[vector] 9720 8968 7110 10288 6538 11526 False
[vector] 11194 10023 10384 12582 7935 8095 False
[vector] 10018 10032 10923 11416 8307 9664 False
[vector] 10369 10368 8990 11566 7028 10829 False
[vector] 9464 10265 10722 11713 8650 8878 False
[vector] 10273 8934 8132 11149 9672 8966 False
[vector] 10607 9418 8440 12177 8307 10805 False
[vector] 9166 9135 9212 11113 9399 10625 False
[vector] 9912 9613 10648 11640 8887 9404 False
[vector] 11049 9951 9604 12473 8826 10022 False
[vector] 10697 9640 8328 11428 7373 10715 False
[vector] 7889 8842 9723 11341 9933 9411 False
[vector] 9398 10293 9967 12525 9336 9936 False
[vector] 10938 10923 9417 12064 7883 9784 False
[vector] 11636 9952 9698 11578 8150 9215 False
[vector] 9175 10344 9339 12951 9146 9863 False
[vector] 11279 10306 9740 12171 7811 10265 False
[vector] 8577 9249 8744 10827 9242 10690 False
[vector] 10517 9346 10589 11411 9197 9066 False
[vector] 10938 10001 8600 13313 9265 8766 False
[vector] 10949 9813 9272 12688 8592 9922 False
[vector] 11676 10530 9450 11654 7518 9055 False
[vector] 9887 9473 7938 11638 7123 11273 False
[vector] 11381 10837 9365 12234 7188 9056 False
[vector] 9900 9572 11198 11219 8411 9230 False
[vector] 11403 8883 10286 10828 8791 7263 False
[vector] 9943 8860 10481 11533 9212 9331 False
[vector] 10654 10435 8901 12781 8558 8956 False
[vector] 9399 9256 8675 12022 9624 9887 False
[vector] 10536 10683 10199 11669 7678 10203 False
[vector] 12238 9397 8682 10937 7485 8425 False
[vector] 10067 10857 8942 12852 8171 9412 False
[vector] 10215 9840 10596 11705 8872 9433 False
[vector] 9368 10373 9845 11882 8850 10430 False
[vector] 10135 9422 9195 11479 9563 9367 False
[vector] 10454 9965 9865 12503 8845 10188 False
[vector] 10354 9827 9533 12718 8611 10088 False
[vector] 10057 8731 9096 12062 9253 10162 False
[vector] 10415 9313 9153 12445 9316 9995 False
[vector] 9761 10853 9289 12908 8584 9826 False
[vector] 10390 10504 9283 12104 7980 10377 False
[vector] 10055 10600 10204 11152 8114 10234 False
[vector] 9518 10424 10617 11810 8964 9480 False
[vector] 9160 9135 9617 11425 8864 10614 False
[vector] 7857 8543 8894 11201 10416 8229 False
[vector] 9295 8435 9972 10716 9889 8582 False
[vector] 8925 8785 9624 11507 9493 10034 False
[vector] 9593 10636 9201 11524 8330 10514 False
[vector] 10966 11122 9341 12009 6970 9931 False
[vector] 9259 8583 9472 11604 10190 8066 False
[vector] 9760 9562 10140 11546 9389 9621 False
[vector] 10069 10217 10740 12120 8580 7908 False
[vector] 9206 10007 7122 11156 7019 11102 False
[vector] 10873 10328 9422 12536 7849 9925 False
[vector] 8256 9238 8549 11932 10222 7403 False
[vector] 10140 7864 8855 10666 10047 8233 False
[vector] 8468 8035 8800 10794 10514 8112 False
[vector] 11685 9605 9150 12036 9216 9737 False
[vector] 9604 10026 10559 12021 9367 9211 False
[vector] 8646 10177 7711 11603 7914 11072 False
[vector] 10496 10618 8723 12143 7972 10710 False
[vector] 9539 10922 9830 12237 8473 9278 False
[vector] 11261 9812 8608 12659 8933 9077 False
[vector] 10228 10258 9262 12613 8646 10557 False
[vector] 8767 9771 10130 12165 9676 8304 False
[vector] 9539 9786 9302 11760 9735 8822 False
[vector] 9948 9370 9389 11298 9194 10716 False
[vector] 9578 9867 8647 11453 8700 11078 False
[vector] 11551 9368 10254 11306 8594 9046 False
[vector] 10469 10009 9784 13029 8264 9449 False
[vector] 11171 9497 10655 12021 8256 8161 False
[vector] 9138 9063 9311 11608 9894 9442 False
[vector] 9280 9362 9098 12396 10077 8047 False
[vector] 11319 10191 10201 11920 8668 8413 False
[vector] 9241 8255 8848 11361 10208 8819 False
[vector] 11129 9987 10614 12370 9022 8858 False
[vector] 8456 8182 7995 10566 9890 10263 False
[vector] 9693 8261 9269 10828 9962 9360 False
[vector] 10361 9268 9734 13170 8287 9584 False
[vector] 10988 10127 9457 12980 8393 9097 False
[vector] 8226 8262 8058 10170 10166 9716 False
[vector] 10316 9305 8999 12562 9637 8670 False
[vector] 10470 10547 9431 11918 7894 10369 False
[vector] 9251 8813 7935 12125 9089 10599 False
[vector] 9972 10005 10580 12045 8584 9593 False
[vector] 10018 9532 7972 11891 8150 10870 False
[vector] 8292 7711 10026 10142 9775 9731 False
[vector] 9494 9621 9864 11215 9595 8479 False
[vector] 11068 10607 10572 12367 8617 9850 False
[vector] 9696 9645 9183 11744 9195 10316 False
[vector] 8843 9184 8678 11549 9322 10911 False
[vector] 11254 10573 9766 12419 7627 9027 False
[vector] 10481 9583 9439 12439 7779 10636 False
[vector] 9429 8536 8654 11184 9940 9396 False
[vector] 10252 9998 10420 12009 9170 9493 False
[vector] 7877 9642 9380 11399 9828 9599 False
[vector] 9875 11029 9004 12693 7621 9948 False
[vector] 10010 9465 9013 12712 9909 8430 False
[vector] 10083 9823 8553 12102 8782 10629 False
[vector] 8970 9633 9085 12302 8787 10572 False
[vector] 8912 9681 9792 11135 8588 10703 False
[vector] 10968 10469 10240 12582 8383 9750 False
[vector] 11203 8780 9575 11986 9464 8193 False
[vector] 10542 9797 10317 11731 9184 9712 False
[vector] 11032 9451 9100 12763 8064 10012 False
