[nb-items] 40
[nb-objectives] 5
[nb-pareto] 3004
[nb-lorenz] 11
[runtime] 391.1661522388458
[format] f1 f2 f3 f4 f5 isLorenzND
[vector] 13045 15687 13323 14205 12801 False
[vector] 14030 12608 13496 14401 14043 False
[vector] 12876 15268 12888 14982 13479 False
[vector] 15280 13133 11682 15330 13675 False
[vector] 14699 14263 13770 15403 13104 False
[vector] 13316 14501 11943 17110 13139 False
[vector] 13173 11637 12234 13238 14867 False
[vector] 15564 14497 13587 14775 11489 False
[vector] 15010 12977 12538 14613 13982 False
[vector] 15648 13194 12454 15335 13278 False
[vector] 15443 14065 14157 14143 11400 False
[vector] 14562 14422 11506 16276 13603 False
[vector] 14328 14139 13950 14800 13570 False
[vector] 15758 13642 13849 14583 11384 False
[vector] 16052 14197 12767 15086 12590 False
[vector] 15588 14858 13130 16298 10898 False
[vector] 16182 14336 12909 14596 11558 False
[vector] 14220 14516 13354 15668 13738 False
[vector] 16246 14137 12557 14828 11992 False
[vector] 14384 12616 14646 13123 12001 False
[vector] 14909 13221 13100 14555 14187 False
[vector] 14757 13890 14170 14908 12373 False
[vector] 14377 15618 13274 15166 12318 False
[vector] 14335 14832 11945 16147 13514 False
[vector] 15199 13639 12125 14975 13806 False
[vector] 15514 12983 12690 15695 13172 False
[vector] 15747 15444 12866 16281 11675 False
[vector] 12874 15014 13137 14869 13510 False
[vector] 13597 14023 12768 14949 13923 False
[vector] 14585 13734 12517 16875 11033 False
[vector] 13919 12931 14721 14619 11415 False
[vector] 15860 15414 12003 14975 11892 False
[vector] 15402 16012 12352 15110 11002 False
[vector] 14871 14367 12787 15113 13461 False
[vector] 15431 15568 13453 14789 12083 False
[vector] 16521 14441 12537 15523 10800 False
[vector] 14101 15387 12063 15215 13127 False
[vector] 13718 14928 13362 15865 13154 False
[vector] 15224 13668 14466 15019 12413 False
[vector] 12625 12842 11875 13368 14989 False
[vector] 16674 14209 12003 14199 11847 False
[vector] 13302 15280 13910 13890 12520 False
[vector] 14899 15218 13398 14929 12959 False
[vector] 15967 15086 12425 15862 11924 False
[vector] 14222 14844 13189 15673 13387 False
[vector] 14958 13528 13055 15628 13193 False
[vector] 14492 14406 12628 14646 13776 False
[vector] 15436 13878 12289 15576 13170 False
[vector] 12872 13189 12756 14991 14274 False
[vector] 14547 13420 14438 15135 12059 False
[vector] 13766 15270 11874 16778 12785 False
[vector] 14737 15638 12769 15678 12539 False
[vector] 14203 14027 14611 13994 11797 False
[vector] 13420 14197 11764 14525 14116 False
[vector] 16592 14327 12088 15108 10559 False
[vector] 14873 13194 13063 14804 13780 False
[vector] 17151 12184 10198 13809 9461 False
[vector] 12753 14493 13545 14040 13717 False
[vector] 16568 13224 12645 13818 10469 False
[vector] 16116 13726 12498 14245 12608 False
[vector] 13138 14186 12312 14694 14050 False
[vector] 13476 13245 14342 14209 13153 False
[vector] 13419 14367 13468 14343 14006 False
[vector] 14179 11244 11145 13556 14573 False
[vector] 15412 15965 12648 14340 11278 False
[vector] 13373 11991 13440 13502 14365 False
[vector] 16306 13006 11701 13668 12322 False
[vector] 12832 13349 12411 14495 14623 False
[vector] 14031 14702 12723 16116 13508 False
[vector] 13760 11997 14373 13418 12978 False
[vector] 14856 13274 10911 16563 13043 False
[vector] 16068 12705 13156 14190 12020 False
[vector] 13859 15112 14229 14413 12507 False
[vector] 15578 15103 12650 15355 11969 False
[vector] 15847 15582 13198 16066 11909 False
[vector] 13828 13009 14367 12915 13052 False
[vector] 13054 13159 11903 15092 14483 False
[vector] 14544 15523 12286 16492 12646 False
[vector] 15771 14771 13322 15474 11939 False
[vector] 16472 13073 13006 14305 11234 False
[vector] 13979 15157 12048 15161 13254 False
[vector] 14628 14923 13265 15831 12557 False
[vector] 14907 13750 13815 13207 13067 False
[vector] 12988 13719 13878 13521 14007 False
[vector] 13906 14991 13546 15257 12966 False
[vector] 14785 13652 13716 14911 13336 False
[vector] 16352 14894 11984 14372 11419 False
[vector] 16501 13913 11646 15101 12548 False
[vector] 15853 13428 13299 14648 12236 False
[vector] 12153 13388 12835 14360 14426 False
[vector] 14755 15665 13819 14343 12250 False
[vector] 14520 16386 12755 14895 11339 False
[vector] 15196 15614 13018 14524 12114 False
[vector] 14764 13859 11843 16400 13420 False
[vector] 15999 14347 12477 14916 12561 False
[vector] 15932 14215 12549 15903 12256 False
[vector] 16582 13721 12300 15077 10367 False
[vector] 14150 15702 13831 14388 11285 False
[vector] 14546 14014 12557 15916 13476 False
[vector] 14961 15909 12926 15282 10627 False
[vector] 14264 15687 13737 14014 11961 False
[vector] 15473 14809 12891 15930 12291 False
[vector] 12534 14883 13380 14447 13812 False
[vector] 13998 16378 12826 14731 11568 False
[vector] 14448 13650 12360 15745 13849 False
[vector] 13999 14725 13516 15427 13672 False
[vector] 15944 15169 12039 15730 11087 False
[vector] 13920 14133 13296 15744 13573 False
[vector] 13182 12946 13401 14058 14215 False
[vector] 13254 14161 12366 14488 14068 False
[vector] 15424 14147 13829 15212 12254 False
[vector] 13763 13672 14676 13834 11039 False
[vector] 13977 15414 12399 16420 12347 False
[vector] 12950 15197 13730 13853 12997 False
[vector] 13570 15150 13226 15771 12747 False
[vector] 15123 12792 12868 14560 14016 False
[vector] 14538 13972 12618 15565 13642 False
[vector] 15353 12255 11089 14292 13798 False
[vector] 14775 13314 14007 14929 12984 False
[vector] 12804 13826 13986 13743 14000 False
[vector] 16663 14200 12053 14365 11567 False
[vector] 13278 13934 14003 14883 13125 False
[vector] 15352 12767 12618 14789 13597 False
[vector] 15603 15366 12440 14974 12030 False
[vector] 13274 14020 13333 15445 13761 False
[vector] 13580 15007 11964 16398 13289 False
[vector] 16465 14574 12158 14944 11374 False
[vector] 13651 13743 14580 14019 12432 False
[vector] 15270 15055 12150 16340 13018 False
[vector] 14798 13840 13736 15490 12663 False
[vector] 14609 12387 11346 14359 14344 False
[vector] 15152 13760 12808 14131 13347 False
[vector] 13320 14054 14353 13541 12825 False
[vector] 13675 14593 13607 15183 13372 False
[vector] 15340 13434 14185 14729 12101 False
[vector] 14969 14504 13001 15182 13318 False
[vector] 15620 14446 12812 15791 12359 False
[vector] 14728 15904 11821 15492 11558 False
[vector] 15464 15302 12784 15199 12479 False
[vector] 14652 14441 14336 14087 11810 False
[vector] 14752 14261 13471 14130 13435 False
[vector] 13966 15049 14113 14455 12341 False
[vector] 14161 15012 13923 14691 12691 False
[vector] 15111 14744 14176 14916 11819 False
[vector] 12895 13145 14176 13533 13510 False
[vector] 14179 15573 11900 15362 13138 False
[vector] 13834 13761 13311 15171 13943 False
[vector] 15772 15184 12107 15488 12215 False
[vector] 12885 13916 14495 12693 12967 False
[vector] 12827 14464 13510 14224 13878 False
[vector] 15819 14536 12912 15178 12218 False
[vector] 15266 14188 13000 16276 12373 False
[vector] 13302 14614 11877 15686 13896 False
[vector] 14722 12794 13865 15087 13516 False
[vector] 16583 14276 11515 15381 11635 False
[vector] 15332 13746 12462 14715 13440 False
[vector] 15677 13791 13061 16508 11668 False
[vector] 15889 13386 13105 15684 12941 False
[vector] 15251 12821 12134 15611 13304 False
[vector] 13912 13049 13316 14374 14047 False
[vector] 13205 13200 11923 14452 14655 False
[vector] 14840 14683 12511 15494 13456 False
[vector] 13038 13567 13955 13974 13877 False
[vector] 15058 15194 13146 16154 12911 False
[vector] 15590 15753 12220 14671 11513 False
[vector] 15629 14528 13345 15684 11921 False
[vector] 16051 13673 13512 14948 11960 False
[vector] 16831 14031 10795 14389 10949 False
[vector] 16170 14032 13150 14736 11551 False
[vector] 15948 12641 13306 13426 12259 False
[vector] 12352 13362 12535 15132 14394 False
[vector] 15016 15853 13429 14564 11865 False
[vector] 14852 15392 13213 15640 12579 False
[vector] 14440 13650 14392 13874 12877 False
[vector] 16170 14058 12282 15826 12067 False
[vector] 13913 14446 12678 16152 13425 False
[vector] 14142 13810 12374 15895 14121 False
[vector] 13925 12548 14268 15199 12828 False
[vector] 15620 14324 11914 15271 13048 False
[vector] 15549 14031 11346 15650 13242 False
[vector] 15638 14111 13295 15286 12104 False
[vector] 12895 13313 14751 12363 12091 False
[vector] 15620 13921 11965 15070 13423 False
[vector] 14813 13520 13516 14651 13627 False
[vector] 13381 12920 13448 12933 14194 False
[vector] 14605 16221 12863 14979 11029 False
[vector] 12670 14333 13399 15111 14085 False
[vector] 14285 15231 12538 16327 12803 False
[vector] 14181 15090 12631 15217 13280 False
[vector] 12092 13722 13454 13796 14211 False
[vector] 15647 13767 12259 14645 13452 False
[vector] 14841 14602 14216 14312 12476 False
[vector] 13494 14216 12170 14959 14108 False
[vector] 14534 15770 13704 14837 11462 False
[vector] 14029 13363 14400 15056 12333 False
[vector] 14730 14379 13168 15195 13775 False
[vector] 16086 13395 11983 16018 12533 False
[vector] 15384 13481 12161 15799 13139 False
[vector] 13214 14327 11712 17256 12340 False
[vector] 13603 12752 12498 15023 14439 False
[vector] 14908 13911 14009 14577 13050 False
[vector] 14198 12976 14651 13576 12202 False
[vector] 14513 15068 13293 15830 12591 False
[vector] 16552 13388 10714 14631 11869 False
[vector] 13296 16233 12200 15143 11597 False
[vector] 13911 15240 13257 15185 12906 False
[vector] 12953 12419 11317 14118 14921 False
[vector] 14377 15502 14067 13961 11995 False
[vector] 13698 14074 14088 13820 13134 False
[vector] 13630 14150 13574 14627 13853 False
[vector] 14801 14265 12719 14780 13534 False
[vector] 13225 13632 13083 14708 14224 False
[vector] 14772 14519 13728 15840 11318 False
[vector] 14155 13926 14637 13310 11719 False
[vector] 15796 14993 13222 15682 11937 False
[vector] 14135 12209 12789 13418 14536 False
[vector] 13243 13602 14054 14361 13496 False
[vector] 13296 13358 13840 14904 13736 False
[vector] 14230 15805 13219 15905 11849 False
[vector] 13704 16241 11959 15120 11545 False
[vector] 13179 14131 12582 15925 14110 False
[vector] 14212 14578 13899 14710 13102 False
[vector] 14006 14360 12355 15231 13848 False
[vector] 15823 14436 13567 15056 12341 False
[vector] 13907 12347 13226 12774 14209 False
[vector] 16826 12771 10969 14901 10707 False
[vector] 14781 15899 12994 14299 11896 False
[vector] 12948 14985 13102 15053 13671 False
[vector] 13904 13833 12057 16889 12283 False
[vector] 13870 15516 12514 16102 12585 False
[vector] 15297 14384 14171 14463 11618 False
[vector] 13462 12181 13979 14140 13888 False
[vector] 15778 14880 13838 15738 11487 False
[vector] 15171 15418 12250 15406 12632 False
[vector] 14190 13770 13555 14871 13822 False
[vector] 13491 16224 13539 13989 11926 False
[vector] 13618 12621 13986 12967 13955 False
[vector] 13702 13542 14593 13228 12089 False
[vector] 13909 14234 12497 16241 13942 False
[vector] 13189 12828 14806 14303 11583 False
[vector] 15080 15645 12317 15781 11593 False
[vector] 14892 14405 12261 14245 13350 False
[vector] 14507 16032 11861 15669 11695 False
[vector] 13575 13229 14073 14271 13816 False
[vector] 13034 14587 13044 15264 14074 False
[vector] 15849 14766 13389 15323 11246 False
[vector] 14329 15487 13605 15734 11340 False
[vector] 12971 13830 14641 12586 12126 False
[vector] 14918 14177 13299 15540 13335 False
[vector] 15573 14947 13223 15715 12525 False
[vector] 12882 13197 12488 14948 14493 False
[vector] 14783 15596 13592 14801 12280 False
[vector] 14939 15401 13130 15384 12536 False
[vector] 14262 15627 13626 14517 11742 False
[vector] 13763 15845 13942 14204 11811 False
[vector] 15717 15589 12044 15550 10986 False
[vector] 14778 16191 13548 14904 11929 False
[vector] 13950 13781 12449 17011 11490 False
[vector] 15081 14704 13843 15556 11256 False
[vector] 15068 13553 11960 16763 12468 False
[vector] 13764 14690 12959 15580 13906 False
[vector] 15592 13922 12797 15188 13407 False
[vector] 13672 14062 12831 13906 14080 False
[vector] 15035 14668 13417 15593 13232 False
[vector] 15686 13111 12000 14965 13637 False
[vector] 15030 15124 11861 16302 12623 False
[vector] 14404 14940 13622 15058 12509 False
[vector] 14957 13598 13892 13660 12937 False
[vector] 15271 14277 13486 15075 13114 False
[vector] 15901 14881 12337 15301 12146 False
[vector] 13082 12297 12822 13881 14553 False
[vector] 15138 14080 12242 16077 13276 False
[vector] 12504 11686 12877 12566 14679 False
[vector] 14429 13303 13151 15132 13849 False
[vector] 14849 16077 13099 14489 11688 False
[vector] 13814 14669 14196 13857 12988 False
[vector] 14630 13244 12921 15061 13842 False
[vector] 13650 14208 13980 14933 13702 False
[vector] 15798 14214 13667 14848 12343 False
[vector] 14715 14872 14099 15130 11848 False
[vector] 14805 15513 13896 14796 12120 False
[vector] 15240 15290 13579 15539 12033 False
[vector] 14094 13639 13860 15410 13360 False
[vector] 12793 12779 12118 14086 14731 False
[vector] 12502 15906 12326 15445 12728 False
[vector] 15177 13437 12730 14601 13962 False
[vector] 14691 16410 12638 14265 11332 False
[vector] 13652 13955 14083 14702 13494 False
[vector] 13858 13845 13018 16224 13368 False
[vector] 14457 14852 12580 14867 13408 False
[vector] 13403 16067 12117 15317 12713 False
[vector] 16593 13730 12250 14911 10647 False
[vector] 13812 12400 12737 14197 14385 False
[vector] 15398 15392 12406 16070 12339 False
[vector] 14371 14401 12160 16935 12038 False
[vector] 13492 12226 14324 13543 13150 False
[vector] 14193 11198 12423 13244 14525 False
[vector] 16502 14782 11958 15026 11766 False
[vector] 13650 15278 12470 16463 13260 False
[vector] 14711 13494 12372 15189 13995 False
[vector] 16493 14242 12613 15578 11713 False
[vector] 15283 15087 13260 14915 12371 False
[vector] 13552 13930 14807 13262 11769 False
[vector] 12353 12426 14976 12058 11850 False
[vector] 14616 15904 13141 15640 12910 False
[vector] 12854 13674 14063 14196 13870 False
[vector] 15316 14551 13355 15772 12902 False
[vector] 14743 14054 11395 16416 13706 False
[vector] 15050 15242 12444 16489 12509 False
[vector] 15770 15142 12770 15049 12207 False
[vector] 13621 13918 12566 16330 13385 False
[vector] 15469 15278 11957 15655 12098 False
[vector] 12504 14077 13073 14633 14278 False
[vector] 12854 15205 13111 14748 13407 False
[vector] 14051 14874 12262 15232 13446 False
[vector] 15086 14002 12964 15404 13284 False
[vector] 13874 13239 11943 15333 14304 False
[vector] 12739 13435 12734 15416 14200 False
[vector] 16091 14460 12900 15638 11234 False
[vector] 15336 13966 13680 15321 13146 False
[vector] 15155 14260 12203 15934 13440 False
[vector] 13292 13643 12609 14815 14528 False
[vector] 14897 14009 12286 15809 13308 False
[vector] 13084 14435 13121 15717 13944 False
[vector] 14280 14635 11462 15262 13695 False
[vector] 12714 13032 12664 13500 14654 False
[vector] 15604 15010 13514 14129 11592 False
[vector] 15519 14270 13843 14684 12679 False
[vector] 13950 14925 11221 16078 13268 False
[vector] 16276 13403 11550 15512 12830 False
[vector] 16688 14478 11727 14621 9794 False
[vector] 14795 14746 13073 15000 13322 False
[vector] 15572 14028 12986 16126 12101 False
[vector] 15056 14771 12957 16309 12898 False
[vector] 14045 12471 11957 15047 14405 False
[vector] 16533 14526 11873 14512 11522 False
[vector] 13608 14867 14263 13343 12656 False
[vector] 15161 14592 14253 15369 11689 False
[vector] 14229 15421 11977 15815 13008 False
[vector] 14921 13424 13207 14639 13925 False
[vector] 13597 12559 11263 14788 14719 False
[vector] 14728 14908 13883 13847 12655 False
[vector] 12378 13842 12880 13841 14351 False
[vector] 14496 14030 13072 15770 13435 False
[vector] 14037 15369 12999 15750 13004 False
[vector] 14485 12958 13171 14089 14083 False
[vector] 14068 13890 13066 13783 14080 False
[vector] 14925 12482 12393 14319 14039 False
[vector] 13722 13910 12908 14359 13950 False
[vector] 12857 12829 12099 14392 14898 False
[vector] 13744 14570 12861 16561 13001 False
[vector] 13962 15787 14043 13736 11777 False
[vector] 16393 13449 12387 14031 12195 False
[vector] 13379 14249 12048 16346 13677 False
[vector] 14322 15113 13545 15015 12738 False
[vector] 15423 16050 11826 14242 10891 False
[vector] 15458 15011 13798 14163 12487 False
[vector] 14082 13850 11931 16380 13565 False
[vector] 13248 12592 11836 13148 14794 False
[vector] 13194 12425 11262 14962 14625 False
[vector] 15215 13061 13086 14405 13915 False
[vector] 13368 16298 12719 15156 11550 False
[vector] 14844 12341 11781 14624 14313 False
[vector] 15862 14673 12463 15522 12779 False
[vector] 13817 13390 14197 15098 12530 False
[vector] 14678 16056 11744 15039 11688 False
[vector] 14760 15070 13863 14240 12601 False
[vector] 13694 13501 12715 16417 13528 False
[vector] 14426 14972 11487 15612 13330 False
[vector] 14730 15479 12617 15174 12756 False
[vector] 15004 14981 13473 15311 12526 False
[vector] 13803 12949 13259 14069 14228 False
[vector] 15908 14862 12961 15620 11476 False
[vector] 12880 13355 11828 14953 14577 False
[vector] 13601 15558 13535 14940 12792 False
[vector] 15545 14043 13480 14344 12948 False
[vector] 13342 16308 11809 15420 11467 False
[vector] 15951 13190 12123 15376 13138 False
[vector] 14861 14364 12529 15767 13290 False
[vector] 14777 13763 12442 15759 13664 False
[vector] 15537 15755 12519 15944 11182 False
[vector] 14705 14239 14340 14991 12123 False
[vector] 14516 15766 12809 15855 12676 False
[vector] 16351 14550 12519 15168 11137 False
[vector] 14354 15092 13545 14605 12639 False
[vector] 13434 15440 11982 16410 12881 False
[vector] 14347 15036 13392 15749 12089 False
[vector] 14293 14989 12356 14488 13339 False
[vector] 14045 14272 12253 15692 14039 False
[vector] 15818 13667 12600 15253 13000 False
[vector] 13992 12691 13950 14771 13684 False
[vector] 12462 15723 12594 14990 13151 False
[vector] 15130 12508 11829 13946 13989 False
[vector] 14452 15084 13023 15975 13222 False
[vector] 15857 14979 13454 15736 11033 False
[vector] 13680 13998 13651 15080 13723 False
[vector] 13700 12136 12144 13702 14622 False
[vector] 13773 14222 12559 15290 13860 False
[vector] 16479 14858 11664 15636 11590 False
[vector] 16684 13606 12259 13869 10971 False
[vector] 15693 14690 12471 15869 12878 False
[vector] 14102 15400 13330 14750 12942 False
[vector] 13556 15809 13725 14101 11815 False
[vector] 15331 14195 12725 15263 13169 False
[vector] 16997 12795 10852 14271 10700 False
[vector] 14898 14267 13985 14673 12666 False
[vector] 12336 13116 12635 13561 14735 False
[vector] 12924 14862 13214 15322 13380 False
[vector] 13949 13190 11904 16192 13730 False
[vector] 16290 13760 11713 15960 11303 False
[vector] 14826 13777 14572 13774 11602 False
[vector] 12083 13174 13549 13555 14325 False
[vector] 12095 13295 12788 14746 14402 False
[vector] 15067 14835 13494 15533 12248 False
[vector] 15645 13350 12137 15526 13410 False
[vector] 14563 13615 13479 16360 12513 False
[vector] 14983 15677 12382 15845 12121 False
[vector] 12745 14782 11558 15163 13909 False
[vector] 14631 13926 12955 15335 13634 False
[vector] 14430 12239 12059 14018 14454 False
[vector] 14902 13982 14258 14315 12881 False
[vector] 15429 14366 13685 15719 12936 False
[vector] 15451 15001 13136 16101 11071 False
[vector] 14832 15503 13245 15066 12774 False
[vector] 12862 16043 11964 15558 11677 False
[vector] 13113 12897 14207 13830 13812 False
[vector] 14167 14135 13866 14154 13583 False
[vector] 14118 14446 11482 16659 13272 False
[vector] 15287 14712 12153 16234 12916 False
[vector] 14284 15917 12542 14892 12289 False
[vector] 16264 14481 13413 15548 11464 False
[vector] 14648 12556 13311 14395 13898 False
[vector] 14958 14803 13181 15972 13085 False
[vector] 16360 14287 11995 15274 12111 False
[vector] 14120 12951 14817 13452 10693 False
[vector] 15463 12695 13415 15131 12530 False
[vector] 16850 13721 11334 15052 10621 False
[vector] 13153 14362 13902 14380 13455 False
[vector] 15141 14832 12871 16033 12857 False
[vector] 16564 14128 12164 15163 11472 False
[vector] 13624 15193 13224 15657 13031 False
[vector] 12698 13182 14183 13605 13594 False
[vector] 15075 15438 13212 15607 11991 False
[vector] 15266 12395 12633 14216 13967 False
[vector] 13509 15121 12413 16813 13530 False
[vector] 15036 12349 12182 14197 14143 False
[vector] 14702 14882 13924 15382 12821 False
[vector] 14974 14083 13475 15367 13338 False
[vector] 12909 12390 11724 15096 14611 False
[vector] 15220 13918 11264 15636 13427 False
[vector] 16014 15619 12388 15164 10903 False
[vector] 13431 12768 13525 13386 14064 False
[vector] 15096 14675 12420 14891 13314 False
[vector] 14324 13371 14313 13000 13007 False
[vector] 14996 14167 13037 15154 13243 False
[vector] 14896 14520 13882 14904 12874 False
[vector] 15871 14935 12786 16349 12689 False
[vector] 14519 15735 13569 15464 12087 False
[vector] 14915 16048 13542 15101 11756 False
[vector] 14637 14338 11938 15853 13839 False
[vector] 13558 13115 13327 14228 14342 False
[vector] 13291 14983 12912 15207 13697 False
[vector] 15271 13547 13783 15863 12872 False
[vector] 15102 14137 12796 14302 13321 False
[vector] 16188 14608 12428 14389 11870 False
[vector] 15786 13609 13449 14095 12418 False
[vector] 13955 12448 13200 13458 14287 False
[vector] 13723 15662 14210 13749 12234 False
[vector] 14570 15839 12812 15727 11418 False
[vector] 15942 14821 12337 15934 12448 False
[vector] 13891 14196 13123 15894 13360 False
[vector] 16589 14393 12252 15091 10948 False
[vector] 14517 14426 12506 15463 13507 False
[vector] 14512 14199 12981 15905 13373 False
[vector] 14700 13573 12861 15381 14241 False
[vector] 13737 14804 13960 14236 12841 False
[vector] 16902 12859 11899 13430 10210 False
[vector] 13338 13528 13535 14237 14055 False
[vector] 13713 14787 12168 16809 12459 False
[vector] 14935 15110 14143 14769 11173 False
[vector] 15784 14466 12968 14896 12300 False
[vector] 14446 13010 12481 14098 14295 False
[vector] 13156 13934 12974 14921 14062 False
[vector] 14435 13854 13855 14315 13287 False
[vector] 12872 14095 12761 15604 14035 False
[vector] 14622 14994 13514 15569 12388 False
[vector] 13943 12882 13497 14570 14012 False
[vector] 16256 13495 11913 15796 10680 False
[vector] 14925 15445 13798 14771 10880 False
[vector] 13979 13536 12253 16283 13542 False
[vector] 15234 13872 12542 15324 13379 False
[vector] 15044 15638 13729 14783 11663 False
[vector] 14671 14654 11357 16058 13600 False
[vector] 15550 14904 12726 15410 12882 False
[vector] 14900 11896 11582 13744 14248 False
[vector] 13642 13369 14372 13368 13253 False
[vector] 14118 13738 13143 14236 13950 False
[vector] 14431 14612 14214 15133 12429 False
[vector] 12881 13189 14844 12920 11854 False
[vector] 13283 13339 14047 14780 13476 False
[vector] 15051 14038 11549 15790 13511 False
[vector] 14215 15215 13660 14697 12976 False
[vector] 16554 13522 12376 15132 11280 False
[vector] 13276 14257 12440 14915 14016 False
[vector] 16009 14438 12957 15327 11990 False
[vector] 15187 13614 13187 15267 13580 False
[vector] 14778 14756 13960 14300 12525 False
[vector] 14341 14515 13596 15603 13287 False
[vector] 14416 14085 11481 15926 13968 False
[vector] 14399 15565 13844 14195 12067 False
[vector] 12548 15325 12536 15201 13554 False
[vector] 15612 14211 12718 16581 11678 False
[vector] 15380 13750 11638 15728 13218 False
[vector] 14184 14978 11944 15259 13489 False
[vector] 11933 13596 12308 13481 14539 False
[vector] 15300 14864 12542 15805 12853 False
[vector] 15296 14810 13244 15762 11829 False
[vector] 15193 15724 12809 15555 11134 False
[vector] 14198 15491 13601 15390 12607 False
[vector] 14191 13321 13292 14323 14093 False
[vector] 13320 13132 13536 14790 14207 False
[vector] 15079 13611 13067 13741 13642 False
[vector] 14217 15130 12588 15710 13253 False
[vector] 14156 14801 14071 13995 13063 False
[vector] 14612 15917 12448 15368 11911 False
[vector] 14876 15679 12798 15577 11146 False
[vector] 12729 13399 13307 13774 14336 False
[vector] 14692 13465 13707 15216 13717 False
[vector] 13438 15064 13990 13805 12641 False
[vector] 14367 14845 13418 15870 12192 False
[vector] 16444 12874 13082 14360 12147 False
[vector] 12721 13379 12080 13728 14625 False
[vector] 14581 14237 13588 14760 13442 False
[vector] 14654 15614 12762 16127 11830 False
[vector] 12762 13133 12638 14184 14732 False
[vector] 14057 13110 13528 14683 13987 False
[vector] 14210 14508 13622 15711 13519 False
[vector] 13627 15674 13558 14653 12199 False
[vector] 14179 15327 13800 14556 12742 False
[vector] 13909 15120 12046 16412 13104 False
[vector] 14619 14694 13133 16116 13348 False
[vector] 14180 15957 13142 15452 11979 False
[vector] 14706 16126 13029 14891 11976 False
[vector] 14372 14795 14029 14975 12538 False
[vector] 15220 15481 13553 15418 11930 False
[vector] 14168 15167 13905 14121 12473 False
[vector] 14459 14596 12358 16816 12558 False
[vector] 13815 13152 13366 14153 13966 False
[vector] 15320 13674 12803 15393 13269 False
[vector] 12877 15438 12618 15215 13369 False
[vector] 16297 12466 12356 14220 12269 False
[vector] 14285 14799 12218 16724 11635 False
[vector] 14095 14651 14609 14439 11825 False
[vector] 13615 14019 14410 13009 12799 False
[vector] 13872 14726 12975 14891 13556 False
[vector] 13613 12710 13347 13008 14219 False
[vector] 14771 13459 12412 14966 14000 False
[vector] 12613 13796 13315 14106 14320 False
[vector] 16427 13769 12446 14968 12095 False
[vector] 14041 13740 14204 14730 12778 False
[vector] 15357 14301 13166 15706 12983 False
[vector] 16142 13660 12124 15980 11486 False
[vector] 15304 14826 12899 16277 12390 False
[vector] 14370 15628 13671 14345 11854 False
[vector] 14921 15105 13918 14916 11101 False
[vector] 14152 15248 13407 15203 12812 False
[vector] 15465 14957 12468 16714 12727 False
[vector] 13935 13303 11838 14768 14487 False
[vector] 15411 15314 13462 14909 12026 False
[vector] 12386 12964 12712 14014 14605 False
[vector] 13486 15517 13501 15003 12469 False
[vector] 12785 15474 13212 13956 12874 False
[vector] 13718 13547 12445 15429 14017 False
[vector] 14288 13218 13242 14544 14174 False
[vector] 13735 13769 14377 13766 13043 False
[vector] 12760 14365 12355 14274 14255 False
[vector] 13832 14872 13031 15779 13253 False
[vector] 13157 13158 14432 12451 13169 False
[vector] 16336 13368 11590 15289 12835 False
[vector] 16685 14294 11181 14101 11460 False
[vector] 15875 14403 13291 15757 11644 False
[vector] 13507 14577 13858 15419 12741 False
[vector] 15644 13672 13943 14501 10799 False
[vector] 15275 13566 12486 15730 13228 False
[vector] 16147 13410 12774 13864 12613 False
[vector] 13141 12913 13805 13486 14053 False
[vector] 14992 15578 13024 15530 12467 False
[vector] 14807 14728 11905 15039 13294 False
[vector] 15490 13015 13273 14322 13416 False
[vector] 15061 15505 13805 14193 11978 False
[vector] 15640 15601 12297 15124 11383 False
[vector] 13279 12147 12667 14748 14533 False
[vector] 14236 15345 14010 14311 12265 False
[vector] 13490 14468 12270 14590 14087 False
[vector] 15263 15359 12565 15951 12136 False
[vector] 12912 11868 14276 12459 13484 False
[vector] 14484 15400 13952 14279 11757 False
[vector] 14418 14380 13832 15224 13434 False
[vector] 14864 15128 13945 14873 12155 False
[vector] 15937 14238 12269 15615 12479 False
[vector] 13919 15104 13987 14989 12187 False
[vector] 14206 11855 12302 13699 14485 False
[vector] 13554 12787 14882 13153 11529 False
[vector] 14934 15450 13593 15689 12305 False
[vector] 13717 14995 13934 14115 12738 False
[vector] 14313 14600 11730 16181 13398 False
[vector] 12716 15574 13241 14191 12986 False
[vector] 14810 13739 13172 15560 13498 False
[vector] 14376 15039 14115 13634 12388 False
[vector] 13843 13000 14122 14146 13644 False
[vector] 14011 14414 12454 16489 13238 False
[vector] 15709 14027 12404 15637 13097 False
[vector] 13819 13647 14534 13863 12864 False
[vector] 13568 14074 14543 14130 12254 False
[vector] 14529 13900 11811 15873 14002 False
[vector] 14655 16069 12940 15432 10899 False
[vector] 13022 14317 13927 13613 13533 False
[vector] 13729 15359 12457 16452 12855 False
[vector] 14151 13601 11590 14835 14268 False
[vector] 14950 14730 13887 15084 12558 False
[vector] 16442 14650 11864 15554 11198 False
[vector] 16147 14920 11950 15468 11728 False
[vector] 13533 15414 14246 14019 11487 False
[vector] 14965 15896 13619 15554 11626 False
[vector] 16616 13654 12544 14301 10823 False
[vector] 15354 13306 13638 14428 12950 False
[vector] 12690 15417 13332 14390 12993 False
[vector] 15599 13971 12562 15357 12925 False
[vector] 16425 13899 13508 14887 11265 False
[vector] 11849 12045 11800 14649 14716 False
[vector] 13863 15275 13497 14763 13399 False
[vector] 15224 15827 12019 14927 11811 False
