[nb-items] 40
[nb-objectives] 5
[nb-pareto] 3004
[nb-lorenz] 11
[runtime] 391.1661522388458
[format] f1 f2 f3 f4 f5 isLorenzND
[vector] 15613 14682 13123 14830 12117 False
[vector] 13015 12918 14461 13945 12964 False
[vector] 15496 13622 12878 16214 12330 False
[vector] 13948 13386 14201 15442 11263 False
[vector] 16009 14515 12737 15708 11367 False
[vector] 13815 14961 12399 16663 13258 False
[vector] 13205 15381 12970 14996 13294 False
[vector] 14062 14386 12999 15735 13513 False
[vector] 15253 14123 13946 15842 12261 False
[vector] 15238 13587 12815 14966 13594 False
[vector] 14205 13774 14714 13763 11589 False
[vector] 14640 13613 12418 15866 13685 False
[vector] 14338 14306 14506 13918 12205 False
[vector] 15554 15162 13437 13676 11722 False
[vector] 13870 14446 14024 14572 13027 False
[vector] 12921 13640 14665 13703 12600 False
[vector] 13466 14054 14521 13228 12420 False
[vector] 16013 14020 12373 16027 11443 False
[vector] 16275 12879 12295 15374 12200 False
[vector] 16188 13456 12987 14757 12162 False
[vector] 14311 13744 12971 15105 13853 False
[vector] 15706 13461 13575 13683 12749 False
[vector] 14627 13508 12114 16271 13345 False
[vector] 13993 13633 13936 14975 13205 False
[vector] 14174 14127 11319 15396 13947 False
[vector] 15827 13805 11115 15483 13104 False
[vector] 14228 14734 13016 16343 12974 False
[vector] 13641 12875 12508 13361 14395 False
[vector] 15686 13392 11282 16584 12537 False
[vector] 12791 12330 14044 13676 14005 False
[vector] 15729 13987 13304 14244 12428 False
[vector] 15825 15707 12655 14936 11482 False
[vector] 14734 14519 12046 15561 13356 False
[vector] 13601 14536 11481 16976 13153 False
[vector] 13055 15479 11823 15943 13196 False
[vector] 16594 14197 11026 15189 11389 False
[vector] 16041 14276 13256 15278 12836 False
[vector] 12174 12514 12961 12912 14639 False
[vector] 14402 13631 12559 15057 13929 False
[vector] 16522 14574 12402 14538 11130 False
[vector] 14557 15880 11938 16122 11565 False
[vector] 14204 14648 14030 14732 12556 False
[vector] 13605 14556 13604 15304 13589 False
[vector] 16650 14882 11547 15006 11583 False
[vector] 14091 13828 13058 15557 13935 False
[vector] 16699 13887 12042 13466 10067 False
[vector] 14826 14147 12121 15920 13625 False
[vector] 12570 13531 12345 14911 14520 False
[vector] 13722 12249 11456 13823 14645 False
[vector] 13334 14125 12189 16893 12307 False
[vector] 14938 15621 12991 15411 11879 False
[vector] 12404 13275 12019 14433 14713 False
[vector] 15168 13005 13242 14249 13603 False
[vector] 13864 13623 14565 13803 12717 False
[vector] 14289 13618 12689 15973 13853 False
[vector] 16860 12773 10533 14935 11157 False
[vector] 14449 16078 13466 14890 12114 False
[vector] 16921 13607 10885 14637 10380 False
[vector] 14592 13311 13125 14625 14110 False
[vector] 15535 15188 12335 14784 12238 False
[vector] 15420 13916 14049 14779 11900 False
[vector] 15433 13834 14190 15127 11891 False
[vector] 16244 14904 11229 15371 11621 False
[vector] 14290 15971 12242 15484 10756 False
[vector] 12931 13037 14921 13373 11724 False
[vector] 16006 15315 11284 15357 11240 False
[vector] 13294 14952 13672 14816 13108 False
[vector] 15844 15644 12256 14054 10659 False
[vector] 15222 13859 13149 14592 13302 False
[vector] 14069 13715 13746 15436 13912 False
[vector] 12944 15268 13979 13591 12828 False
[vector] 15193 14163 13503 16327 11705 False
[vector] 15445 14275 13056 15962 12916 False
[vector] 15528 15027 12676 15793 12314 False
[vector] 13987 13581 14309 14633 12464 False
[vector] 16048 14511 12662 15407 11799 False
[vector] 15069 12938 13611 14254 13612 False
[vector] 12193 12509 10966 14462 14771 False
[vector] 14768 15051 13223 16432 12363 False
[vector] 13371 12688 14092 14760 13671 False
[vector] 13638 13532 14749 13473 12172 False
[vector] 14665 14911 12474 15941 13310 False
[vector] 15053 13876 13157 14939 13401 False
[vector] 14145 14529 14381 13640 12595 False
[vector] 16585 12934 12735 13678 10869 False
[vector] 15449 13897 12082 15700 13430 False
[vector] 15946 15441 12283 14974 11111 False
[vector] 15152 15353 12793 15903 12757 False
[vector] 14959 15238 12310 16717 12864 False
[vector] 14138 14881 11246 16442 13353 False
[vector] 14476 14741 13855 15601 10291 False
[vector] 12969 15877 11881 15732 12793 False
[vector] 14550 14116 12527 15535 13732 False
[vector] 14070 14530 12945 15430 13634 False
[vector] 14461 14874 14223 13718 12078 False
[vector] 14228 14198 12419 16742 12964 False
[vector] 14118 15046 14088 14521 12153 False
[vector] 14101 12791 14007 15076 13503 False
[vector] 13886 14296 12505 14467 14087 False
[vector] 15915 14180 12045 16012 12496 False
[vector] 15690 14612 13456 14340 11995 False
[vector] 14617 14252 14209 14680 12228 False
[vector] 15489 13864 13591 15231 12034 False
[vector] 14596 14862 13280 15713 12907 False
[vector] 12819 13689 12447 14389 14362 False
[vector] 15737 12912 13933 13650 10808 False
[vector] 14367 12717 11950 14708 14402 False
[vector] 13830 12756 14470 12684 12844 False
[vector] 13979 12921 12424 15193 14566 False
[vector] 15624 13667 14099 14618 11987 False
[vector] 13635 14012 11808 15251 14123 False
[vector] 12782 12395 11434 14748 14928 False
[vector] 13997 14088 11370 16167 13746 False
[vector] 12850 13189 14892 12910 10721 False
[vector] 15498 14253 14087 14585 12165 False
[vector] 14270 14128 14401 13728 12413 False
[vector] 15965 14261 11148 15613 12541 False
[vector] 14545 13255 13281 14469 13798 False
[vector] 13796 15007 11904 15081 13732 False
[vector] 14170 14668 13277 15215 13868 False
[vector] 13180 13199 13298 14289 14423 False
[vector] 13994 11994 13298 13513 14378 False
[vector] 13964 12185 12906 14048 14543 False
[vector] 13506 13919 14353 12704 12980 False
[vector] 14753 13428 12748 15813 13719 False
[vector] 14237 14837 12082 15879 13400 False
[vector] 14919 15046 13611 15465 12553 False
[vector] 12585 12938 12412 14786 14573 False
[vector] 13601 16568 12000 14221 10655 False
[vector] 14298 12248 13029 15038 13858 False
[vector] 14321 14706 13570 15482 13184 False
[vector] 13647 13508 12766 13924 14366 False
[vector] 16115 14463 12219 15888 10838 False
[vector] 15314 15640 13200 15167 11776 False
[vector] 15441 15604 12880 16431 11947 False
[vector] 14727 14191 11285 16483 13578 False
[vector] 16766 13624 11071 14362 11470 False
[vector] 14939 14545 12892 15303 13253 False
[vector] 11841 14796 13069 14408 13892 False
[vector] 16046 14026 12039 15112 12811 False
[vector] 14299 14587 13816 14454 13059 False
[vector] 14085 13088 14572 14694 12055 False
[vector] 16363 14979 11162 14274 11032 False
[vector] 14742 15461 11449 15213 12728 False
[vector] 16275 14402 12924 15356 11218 False
[vector] 14284 14548 13746 15178 12886 False
[vector] 15249 13765 12277 15156 13703 False
[vector] 14465 13872 14292 14082 12875 False
[vector] 15866 15519 12799 15184 11086 False
[vector] 14841 12680 14524 13117 11346 False
[vector] 14534 14358 14271 13916 12983 False
[vector] 13334 12445 13342 13447 14274 False
[vector] 16038 14242 12273 16235 11441 False
[vector] 14573 13655 12442 14427 13922 False
[vector] 14710 15100 13586 16057 12057 False
[vector] 13625 14724 12405 16481 13546 False
[vector] 13959 14670 12311 15481 13636 False
[vector] 16060 14497 12562 15281 12193 False
[vector] 13413 12970 13582 14013 14189 False
[vector] 15740 13433 13818 14328 11675 False
[vector] 14272 15936 12793 15306 12056 False
[vector] 14223 14395 12926 15125 13658 False
[vector] 13260 12744 13642 14016 14071 False
[vector] 13695 12148 11659 14369 14677 False
[vector] 13434 15839 11502 15893 12039 False
[vector] 14515 14330 12281 16297 13471 False
[vector] 15815 14794 13146 14678 12320 False
[vector] 14236 15734 12970 16167 12018 False
[vector] 13957 14715 12615 15483 13600 False
[vector] 16119 14721 12026 15523 12641 False
[vector] 14334 15283 13519 14484 12536 False
[vector] 14678 16053 13216 15119 11695 False
[vector] 13894 14956 14390 13907 11985 False
[vector] 14952 14156 12542 15645 13297 False
[vector] 12786 15027 13006 14558 13615 False
[vector] 15790 14608 11944 15509 12826 False
[vector] 14959 12484 11946 14576 13996 False
[vector] 14457 13511 13272 14951 13748 False
[vector] 15938 13513 12125 15214 13338 False
[vector] 14005 14706 13929 15200 12590 False
[vector] 15456 15220 12762 16124 12471 False
[vector] 15006 13413 12847 15231 13969 False
[vector] 14441 14449 12818 15636 13537 False
[vector] 14607 14604 11376 15752 13433 False
[vector] 13113 12931 11705 14607 14756 False
[vector] 14388 14154 14583 14371 12075 False
[vector] 15449 15456 13303 15647 11511 False
[vector] 14687 13049 13979 14124 13069 False
[vector] 15085 15341 12625 14732 12794 False
[vector] 14036 12720 13543 13793 13994 False
[vector] 14491 15096 13537 14668 12639 False
[vector] 16690 14348 10665 14702 10624 False
[vector] 13927 11726 11705 13831 14711 False
[vector] 14188 12569 12663 14367 14512 False
[vector] 15864 14482 13780 15949 11890 False
[vector] 12925 14048 12284 14474 14253 False
[vector] 15991 13368 12012 15646 12816 False
[vector] 14715 15681 11972 15907 11219 False
[vector] 14024 13591 13887 15983 12542 False
[vector] 13980 15910 13528 14398 12305 False
[vector] 14122 13570 13633 15868 13390 False
[vector] 13426 14698 14156 13679 13231 False
[vector] 13483 12688 12648 14259 14678 False
[vector] 15276 14006 13237 15806 12590 False
[vector] 15082 12842 13302 13978 13726 False
[vector] 15347 14232 14248 14916 11488 False
[vector] 15950 14219 13444 14885 11042 False
[vector] 14447 15655 13277 15045 12101 False
[vector] 14902 14008 13390 15405 13397 False
[vector] 13987 15072 11428 15564 13277 False
[vector] 15037 14416 12469 14651 13264 False
[vector] 14938 14994 13155 15851 12982 False
[vector] 14687 15790 12692 15225 12669 False
[vector] 14347 15957 12082 15205 12002 False
[vector] 14949 13861 13575 15159 13340 False
[vector] 15432 14531 13453 15454 12530 False
[vector] 14957 13969 12729 15324 13864 False
[vector] 15134 15879 13611 15207 11527 False
[vector] 13877 11742 12220 13685 14670 False
[vector] 14464 13003 13980 14157 13657 False
[vector] 14557 14884 14000 14477 12662 False
[vector] 12895 14642 13615 14414 13670 False
[vector] 14991 15631 13529 14356 11867 False
[vector] 14870 13963 12828 14567 13696 False
[vector] 12998 13605 12737 14973 14430 False
[vector] 16261 15018 11975 15414 11095 False
[vector] 13844 14434 12767 14658 13973 False
[vector] 13363 13608 13058 13599 14138 False
[vector] 15989 13081 12537 13916 12981 False
[vector] 14499 15926 13543 15343 11984 False
[vector] 14030 14967 13948 13924 12769 False
[vector] 15543 14373 12441 15787 13145 False
[vector] 14124 14865 13443 15788 12539 False
[vector] 14518 13979 12300 16065 14248 False
[vector] 14300 13476 13297 14731 13881 False
[vector] 16536 12289 12150 14523 11770 False
[vector] 13384 15592 11905 15957 13011 False
[vector] 14550 13992 13773 15788 12926 False
[vector] 13625 14745 13530 14730 13502 False
[vector] 15425 14466 13030 15841 12813 False
[vector] 14952 14172 14234 13198 12407 False
[vector] 13011 14983 14132 13454 13013 False
[vector] 12716 14477 13941 13763 13805 False
[vector] 14821 15067 13865 15580 11705 False
[vector] 13444 15557 11945 15734 13016 False
[vector] 16019 14583 11694 15738 12407 False
[vector] 15566 14149 13160 15528 13138 False
[vector] 15365 12462 12264 14211 13958 False
[vector] 13146 14666 14317 13991 12573 False
[vector] 14833 15789 12408 15191 11774 False
[vector] 15764 15101 12869 16175 11573 False
[vector] 15018 15895 12766 15003 11873 False
[vector] 14825 14143 13154 15784 13250 False
[vector] 14723 13663 14177 15012 12734 False
[vector] 15919 14269 13476 14283 12253 False
[vector] 15638 14904 13023 15038 12115 False
[vector] 15665 14107 13330 15108 12709 False
[vector] 16281 15008 12433 14787 11660 False
[vector] 14326 14111 13614 15379 13535 False
[vector] 14821 14519 12710 14660 13591 False
[vector] 15070 13053 11373 14948 13931 False
[vector] 15391 14775 13733 15576 11681 False
[vector] 15916 14970 12115 15785 12000 False
[vector] 14119 14004 14197 14722 12605 False
[vector] 14167 14156 13480 14719 13762 False
[vector] 15426 14930 13574 15086 11832 False
[vector] 15376 15624 12950 15507 10845 False
[vector] 14022 13746 12524 15131 14360 False
[vector] 16603 13736 12403 13953 10832 False
[vector] 13638 14419 12051 15903 13907 False
[vector] 14744 14305 12031 16526 13052 False
[vector] 14193 14630 14355 14324 12673 False
[vector] 12622 13966 14700 13286 11912 False
[vector] 13493 15556 12473 15351 13277 False
[vector] 12971 13518 14437 12904 13370 False
[vector] 15281 14976 11661 16148 12772 False
[vector] 14534 15248 14029 14732 11627 False
[vector] 16507 15057 11588 15581 10677 False
[vector] 14888 13711 13490 14794 13708 False
[vector] 15709 13752 12925 15184 13089 False
[vector] 16051 13328 12455 15161 13372 False
[vector] 13765 15782 13506 14564 12414 False
[vector] 14368 15881 13568 14576 12062 False
[vector] 14111 15395 11795 15172 13346 False
[vector] 14968 14400 11824 15911 13565 False
[vector] 16137 14427 12895 14791 12071 False
[vector] 15608 15641 12070 15529 10941 False
[vector] 16753 13745 12183 14447 10360 False
[vector] 14243 14882 12663 14805 13276 False
[vector] 12780 14024 12664 13981 14128 False
[vector] 14084 15066 13335 15004 13465 False
[vector] 13640 13853 12261 16361 13406 False
[vector] 14099 13044 13904 15307 13711 False
[vector] 12544 13917 13418 15129 13929 False
[vector] 14286 15193 14087 14764 12135 False
[vector] 15057 15427 13312 16027 12198 False
[vector] 13884 15918 12909 15293 12715 False
[vector] 13839 15104 13168 14782 13277 False
[vector] 14451 13374 13768 14886 13551 False
[vector] 14514 14549 14245 13795 12880 False
[vector] 13823 14329 12252 14973 13923 False
[vector] 13663 12887 14939 13458 11348 False
[vector] 15675 13159 12529 14991 13245 False
[vector] 13475 13677 13921 14207 13883 False
[vector] 14248 15681 13577 14273 12133 False
[vector] 12897 13066 13976 12892 14009 False
[vector] 12986 12639 14911 13574 10994 False
[vector] 13560 13065 12080 13561 14493 False
[vector] 15328 13440 12162 15596 13333 False
[vector] 16393 14104 12281 15793 11479 False
[vector] 13577 12705 11918 13162 14609 False
[vector] 12735 13811 12290 14292 14541 False
[vector] 15878 15033 11271 15979 11303 False
[vector] 14878 13105 13702 14763 13516 False
[vector] 14064 14337 11710 15195 13914 False
[vector] 14460 15412 13261 15049 12634 False
[vector] 13432 14627 13907 13941 13400 False
[vector] 16014 14889 12685 15952 10661 False
[vector] 13217 15932 11823 15700 12285 False
[vector] 16280 12935 13102 14343 11479 False
[vector] 14670 15220 13723 15501 11735 False
[vector] 14832 14950 11805 15247 13292 False
[vector] 16266 13959 11211 14836 12579 False
[vector] 14064 14946 13237 15985 12560 False
[vector] 13541 16402 12977 14642 11748 False
[vector] 13465 13914 12205 14608 14373 False
[vector] 15378 14514 11782 16351 12854 False
[vector] 14162 14730 13822 14257 13232 False
[vector] 14026 14938 13904 15163 13303 False
[vector] 15289 14714 12729 16837 12052 False
[vector] 14728 15901 13293 15572 11565 False
[vector] 14936 12732 14102 14268 12785 False
[vector] 15637 14035 12711 15113 12897 False
[vector] 15011 15315 13829 15310 12452 False
[vector] 16056 13630 13412 15217 11548 False
[vector] 14657 13699 12592 14995 13903 False
[vector] 16222 13697 13395 14318 11953 False
[vector] 14441 14009 14470 14803 11553 False
[vector] 15943 14478 12287 15646 11966 False
[vector] 15537 15230 11672 15223 12246 False
[vector] 12762 15674 13418 14275 12835 False
[vector] 14079 13112 14002 15106 13036 False
[vector] 13556 13368 13224 14459 14550 False
[vector] 13167 13504 13652 14867 14062 False
[vector] 14976 15060 13709 15351 11463 False
[vector] 16982 13594 11822 14503 11135 False
[vector] 13027 13295 14265 13619 13409 False
[vector] 11362 13619 13539 13480 14379 False
[vector] 14927 14204 14158 14523 12879 False
[vector] 16430 13126 12383 14408 12104 False
[vector] 14827 14996 13616 15842 11874 False
[vector] 14787 13611 12486 15833 13584 False
[vector] 13770 15541 13527 14593 12693 False
[vector] 15014 13987 12939 15079 13387 False
[vector] 15493 14556 13651 14915 11813 False
[vector] 14913 16010 12179 15304 11657 False
[vector] 14284 12890 14797 13469 11361 False
[vector] 12481 12660 12173 14222 14771 False
[vector] 14443 15934 12456 15715 12010 False
[vector] 14046 14902 11595 16588 13276 False
[vector] 13726 13758 13191 13645 14005 False
[vector] 13814 13775 14488 13350 12847 False
[vector] 14427 14021 14180 14603 12771 False
[vector] 14395 14926 13904 13982 12606 False
[vector] 14717 13684 14224 14949 12296 False
[vector] 15008 14772 13255 15907 13168 False
[vector] 15016 14940 13572 15907 11785 False
[vector] 14187 14324 12281 15896 13719 False
[vector] 15606 14639 11893 16589 11393 False
[vector] 15042 15426 13101 15983 12337 False
[vector] 13739 13777 12984 13769 14265 False
[vector] 15822 13567 13255 15131 13123 False
[vector] 12669 14056 12375 15077 14395 False
[vector] 15406 15372 12685 15671 12601 False
[vector] 15173 15575 13426 15676 11848 False
[vector] 14546 12551 14126 15210 12841 False
[vector] 12973 13577 14744 12355 11918 False
[vector] 15075 14851 13149 16048 12809 False
[vector] 13482 14475 13984 14394 13270 False
[vector] 13887 14121 13185 16120 13919 False
[vector] 14952 14785 13304 16317 12065 False
[vector] 15512 15062 13010 15144 11952 False
[vector] 15647 14193 13828 15179 11666 False
[vector] 12133 13022 13626 14008 14195 False
[vector] 14607 14732 14077 14930 12532 False
[vector] 14322 15336 12912 16378 12421 False
[vector] 14807 14949 13180 15084 13060 False
[vector] 14771 15393 13485 14717 12542 False
[vector] 13399 14159 12290 15393 14227 False
[vector] 14644 15877 12675 14963 12353 False
[vector] 13155 14642 12853 14699 13984 False
[vector] 13577 15826 13481 14200 12329 False
[vector] 15908 13607 12411 15687 12298 False
[vector] 15630 15805 12337 14562 11773 False
[vector] 15671 13862 13310 16246 11499 False
[vector] 14051 12702 11463 14317 14573 False
[vector] 13652 13488 14081 14086 13828 False
[vector] 15162 15681 12774 15300 11658 False
[vector] 13936 14144 12582 14920 13957 False
[vector] 14316 13947 11149 16141 13734 False
[vector] 15337 14835 13992 15246 12364 False
[vector] 15528 14325 13049 15076 12976 False
[vector] 15052 15033 13480 14528 12525 False
[vector] 13301 11867 11156 13964 14931 False
[vector] 15002 14020 14311 13651 12277 False
[vector] 15207 14768 13884 15136 12432 False
[vector] 14290 15022 13294 15863 13179 False
[vector] 16608 13295 10834 14414 11838 False
[vector] 14904 14230 11234 15712 13779 False
[vector] 14814 15280 13868 14420 12285 False
[vector] 14518 12918 14139 14986 13361 False
[vector] 14169 13882 13969 13923 13375 False
[vector] 14550 13434 10925 16713 13315 False
[vector] 14098 15237 14062 14400 12050 False
[vector] 13742 13008 13219 14006 14349 False
[vector] 16008 13745 12743 15472 12532 False
[vector] 14494 13565 14551 14703 12581 False
[vector] 16047 13642 12350 15482 12581 False
[vector] 14486 15469 11540 15816 12870 False
[vector] 15124 13626 13320 15208 13237 False
[vector] 14411 14684 14247 14835 12552 False
[vector] 14466 14679 13742 15990 11590 False
[vector] 13631 15391 12681 16115 13042 False
[vector] 15542 14796 13572 15245 12358 False
[vector] 14943 14178 11924 15703 13567 False
[vector] 16372 15241 11485 15101 10942 False
[vector] 15524 13895 13586 15281 12012 False
[vector] 16505 13381 12151 14509 11503 False
[vector] 13966 14978 13461 15648 12747 False
[vector] 14166 14417 13967 14588 13042 False
[vector] 15525 14199 13594 14946 12848 False
[vector] 14247 14845 11814 15836 13619 False
[vector] 14587 13981 13526 14749 13414 False
[vector] 14851 14273 14147 15371 10932 False
[vector] 14508 14207 14047 14764 12657 False
[vector] 13893 15816 13420 15164 12295 False
[vector] 15013 13129 11808 14617 13942 False
[vector] 14432 14377 12358 15854 13845 False
[vector] 13651 15797 13446 14384 12490 False
[vector] 13050 14199 12181 14383 14155 False
[vector] 15612 14915 13289 14703 11404 False
[vector] 14688 14369 12267 15251 13703 False
[vector] 15295 13650 13203 14578 13230 False
[vector] 16347 13289 11101 15097 12589 False
[vector] 15724 14918 13137 15720 11996 False
[vector] 14187 14182 14302 14912 12397 False
[vector] 14285 14161 14048 14797 13245 False
[vector] 15350 14825 14167 14994 11391 False
[vector] 14055 14200 14788 13656 11079 False
[vector] 13045 12719 14102 13640 14020 False
[vector] 13183 16214 12997 14691 11777 False
[vector] 14304 14817 14333 14547 11303 False
[vector] 13744 14317 14282 14007 12929 False
[vector] 15607 14562 13463 15226 11935 False
[vector] 16265 13796 13136 15325 11026 False
[vector] 13504 14260 13167 15747 13596 False
[vector] 15033 14031 11271 16333 13306 False
[vector] 13806 14721 14259 14880 11587 False
[vector] 15398 15269 13125 15749 12165 False
[vector] 14073 14674 11370 15775 13680 False
[vector] 13329 14855 12837 16336 12783 False
[vector] 14172 13905 13475 15089 13565 False
[vector] 15466 15113 13306 15541 11409 False
[vector] 14856 13832 13759 15638 12654 False
[vector] 12877 13928 12585 14590 14310 False
[vector] 15952 14059 12435 15301 12356 False
[vector] 14117 14308 13403 14266 13892 False
[vector] 14940 14290 12611 15661 13358 False
[vector] 14132 15941 13253 15151 11838 False
[vector] 13990 14311 12914 15773 13572 False
[vector] 13381 15292 11880 14856 13514 False
[vector] 14762 14817 13966 14009 12393 False
[vector] 14511 15244 13975 14276 11783 False
[vector] 15795 14124 12910 15757 12719 False
[vector] 13645 12724 11145 14682 14611 False
[vector] 15170 13389 12059 15814 13300 False
[vector] 15244 14486 12836 15759 12949 False
[vector] 14730 13382 13253 14846 14076 False
[vector] 14564 14397 14322 14248 12750 False
[vector] 15939 14382 12437 15139 12556 False
[vector] 14191 13650 14807 14320 11352 False
[vector] 13809 15264 14152 13960 12637 False
[vector] 16196 14942 11972 15176 12038 False
[vector] 16783 12784 11966 14527 10799 False
[vector] 13811 12123 11713 14163 14695 False
[vector] 15229 12948 13152 15829 13158 False
[vector] 15405 15013 14097 15436 12156 False
[vector] 14475 14133 12603 16593 13166 False
[vector] 14442 13397 14495 13643 12669 False
[vector] 16666 12428 12292 14033 10738 False
[vector] 14221 12591 11820 14844 14508 False
[vector] 15620 14750 13483 15805 11262 False
[vector] 14238 14850 13349 15414 13215 False
[vector] 14510 15260 13338 15502 12504 False
[vector] 14858 13073 13862 13494 13062 False
[vector] 16200 14529 12680 15499 10460 False
[vector] 13551 14188 14689 13670 11792 False
[vector] 17022 13060 10940 14199 10176 False
[vector] 12883 12936 14947 12689 11646 False
[vector] 13074 12155 14683 11723 12503 False
[vector] 15833 13488 12766 14939 12877 False
[vector] 14511 14740 13458 15825 12942 False
[vector] 15236 14982 12718 16485 13146 False
[vector] 14071 13462 13849 15205 13704 False
[vector] 15312 15667 13183 15538 11762 False
[vector] 15476 14899 13648 15021 11915 False
[vector] 14706 14117 12929 15478 13715 False
[vector] 14828 13383 11977 15297 13989 False
[vector] 14110 13630 13989 14071 13426 False
[vector] 14243 14563 11727 16302 13615 False
[vector] 14712 14279 14180 15052 11945 False
[vector] 15949 14034 12047 15084 13238 False
[vector] 13413 12216 11984 13392 14745 False
[vector] 13741 15735 11142 16347 11771 False
[vector] 11745 13486 13131 14030 14354 False
[vector] 15277 14338 12813 15244 13174 False
[vector] 14914 13696 12485 15758 13307 False
[vector] 15154 14509 12869 16195 12657 False
[vector] 16121 12690 12751 14608 12501 False
[vector] 15095 16116 12712 14656 11270 False
[vector] 13613 13039 14862 13005 11478 False
[vector] 15241 15941 12765 14970 11285 False
[vector] 13464 15342 13639 14002 12563 False
[vector] 13520 14167 11698 17106 12068 False
[vector] 16095 13771 11661 15372 12727 False
[vector] 17080 12298 10647 14224 9702 False
[vector] 14851 15670 12567 15552 12012 False
[vector] 13369 12941 13989 14991 13879 False
[vector] 13895 12202 13146 13971 14395 False
[vector] 14379 14591 12298 14699 13742 False
[vector] 13424 13964 12639 14026 14083 False
[vector] 14502 14022 12524 15239 13755 False
[vector] 13864 14517 14273 14310 12858 False
[vector] 16104 14378 13041 15986 11225 False
[vector] 15254 14647 13201 15980 12891 False
[vector] 13882 14716 13141 16223 13568 False
[vector] 14912 13379 14514 13985 12005 False
[vector] 12795 13587 14902 12709 11451 False
[vector] 15024 14580 11793 16205 13149 False
[vector] 13770 13514 14263 14729 13490 False
[vector] 17012 13663 10684 14529 11052 False
[vector] 14124 13045 12529 15470 13943 False
[vector] 14193 13068 13395 14092 13885 False
[vector] 13675 14209 12605 15096 13934 False
[vector] 13790 15185 13448 15750 12996 False
[vector] 13322 12879 13639 14559 13999 False
[vector] 14748 13440 14534 13968 11337 False
[vector] 13405 12145 11395 14528 14733 False
[vector] 13526 13093 14419 14662 13023 False
[vector] 16228 12904 12331 14219 12482 False
[vector] 12909 13269 14083 12976 13747 False
[vector] 13830 15367 13692 14676 12303 False
[vector] 14352 14764 13710 14600 12990 False
[vector] 16848 13724 10704 14512 10384 False
[vector] 15232 14125 12439 15555 13587 False
[vector] 15943 14167 12020 15877 12648 False
[vector] 14381 15250 13967 14330 12016 False
[vector] 13754 14578 12593 16518 13220 False
[vector] 14042 14900 12250 16823 12274 False
[vector] 13051 13901 13660 15199 14046 False
[vector] 17083 13549 10235 14114 10811 False
[vector] 14493 15782 12533 16168 11880 False
[vector] 13255 15374 13783 14148 12438 False
[vector] 14423 13829 12453 15613 13959 False
[vector] 14922 15744 13127 15490 12638 False
[vector] 16033 13967 12643 15680 12530 False
[vector] 14897 14071 13619 14356 13145 False
[vector] 14658 14963 13598 15191 13120 False
[vector] 12995 12871 14025 13187 14150 False
[vector] 15204 12286 12425 14915 13885 False
[vector] 13918 13396 14121 15533 12685 False
[vector] 14730 12509 12196 14347 14415 False
[vector] 14414 14587 11610 15672 13608 False
[vector] 12947 13623 13421 14635 14244 False
[vector] 14163 15154 12673 16416 12984 False
[vector] 14754 13975 10906 16224 13460 False
[vector] 13321 15345 12240 16748 12328 False
[vector] 15135 11850 12017 14009 14217 False
[vector] 14372 11910 13327 13452 14297 False
[vector] 14266 14660 13896 14320 13458 False
[vector] 12933 12784 15024 13142 11516 False
[vector] 14437 14541 13965 15395 12598 False
[vector] 13110 12769 14881 12611 12168 False
