[nb-items] 50
[nb-objectives] 3
[nb-pareto] 437
[nb-lorenz] 9
[runtime] 16.41249108314514
[format] f1 f2 f3 isLorenzND
[vector] 18978 19816 18814 True
[vector] 19257 19578 18741 True
[vector] 19174 19470 18889 True
[vector] 19187 19222 18977 True
[vector] 19620 19409 18733 True
[vector] 19023 19426 18965 True
[vector] 19229 19132 18991 True
[vector] 19030 19097 19011 True
[vector] 20454 19282 18305 True
[vector] 18845 18605 19304 False
[vector] 18751 19335 19084 False
[vector] 18388 19504 19092 False
[vector] 20057 19306 18384 False
[vector] 18359 17677 19753 False
[vector] 17116 19116 19867 False
[vector] 18301 20250 17598 False
[vector] 18567 18601 19530 False
[vector] 18830 19869 18458 False
[vector] 17263 19289 19624 False
[vector] 15621 17328 20829 False
[vector] 18267 17417 19852 False
[vector] 18502 16347 19767 False
[vector] 19306 18304 19027 False
[vector] 19853 17762 18774 False
[vector] 17990 17125 20000 False
[vector] 19949 17907 18704 False
[vector] 17691 17387 20081 False
[vector] 17777 20183 18212 False
[vector] 17898 20184 18053 False
[vector] 16640 19295 19803 False
[vector] 16705 20163 18484 False
[vector] 16157 17177 20537 False
[vector] 17852 19996 18883 False
[vector] 19444 18956 18830 False
[vector] 19297 18783 19073 False
[vector] 16776 17805 20408 False
[vector] 15439 19337 19674 False
[vector] 19415 19713 18465 False
[vector] 20881 17018 16129 False
[vector] 16109 17304 20613 False
[vector] 18916 17578 19519 False
[vector] 20596 18861 16997 False
[vector] 17737 16972 20087 False
[vector] 14845 16726 20869 False
[vector] 17028 17189 20384 False
[vector] 17150 19309 19691 False
[vector] 17615 19851 18971 False
[vector] 17332 20420 17945 False
[vector] 18859 19510 18880 False
[vector] 19420 19721 18099 False
[vector] 15981 17726 20663 False
[vector] 18673 16920 19628 False
[vector] 18465 19948 18380 False
[vector] 18229 20075 18300 False
[vector] 16749 17427 20457 False
[vector] 17700 18770 19866 False
[vector] 20569 18528 18151 False
[vector] 17462 20167 18299 False
[vector] 19987 17429 18640 False
[vector] 19347 18379 18975 False
[vector] 18015 19869 18746 False
[vector] 17917 19406 19608 False
[vector] 19127 18267 19402 False
[vector] 18414 17298 19731 False
[vector] 18035 20344 17597 False
[vector] 18497 20175 16943 False
[vector] 17365 20000 18912 False
[vector] 19601 18890 18818 False
[vector] 19766 19517 18137 False
[vector] 19731 19371 18655 False
[vector] 16792 15759 20543 False
[vector] 20764 18340 17448 False
[vector] 17585 20265 17963 False
[vector] 19694 19475 18392 False
[vector] 18036 19299 19594 False
[vector] 15977 18828 20261 False
[vector] 19243 19835 17973 False
[vector] 17179 17233 20308 False
[vector] 17030 17308 20353 False
[vector] 19433 19973 17773 False
[vector] 17054 19123 19900 False
[vector] 18266 19824 18980 False
[vector] 17250 18317 20182 False
[vector] 17888 18039 19934 False
[vector] 17263 16119 20299 False
[vector] 16573 16974 20554 False
[vector] 16820 18044 20318 False
[vector] 15546 17813 20566 False
[vector] 18423 18681 19516 False
[vector] 18122 17771 19756 False
[vector] 18739 17294 19558 False
[vector] 20574 18536 17785 False
[vector] 17979 18532 19793 False
[vector] 18522 17979 19644 False
[vector] 19734 18680 18724 False
