[nb-items] 50
[nb-objectives] 4
[nb-pareto] 1008
[nb-lorenz] 15
[runtime] 117.63701820373535
[format] f1 f2 f3 f4 isLorenzND
[vector] 19771 18771 18548 18475 True
[vector] 20108 19036 18161 18834 True
[vector] 20098 19639 17905 19164 True
[vector] 19610 19527 18150 18726 True
[vector] 20016 19505 18468 18361 True
[vector] 20331 19082 18160 18801 True
[vector] 19854 19948 17994 18793 True
[vector] 19371 18919 18641 18358 True
[vector] 19696 19129 18092 18937 True
[vector] 20260 19926 18312 18428 True
[vector] 19457 18521 18583 18569 True
[vector] 20102 19107 18410 18572 True
[vector] 20001 19202 18244 18660 True
[vector] 19561 19281 18102 18795 True
[vector] 19692 19661 17587 19529 True
[vector] 21004 18726 16633 18628 False
[vector] 21700 17708 15688 16765 False
[vector] 19575 19460 18622 17869 False
[vector] 20374 19501 17788 17962 False
[vector] 19238 20019 16997 18659 False
[vector] 18014 20544 17415 17956 False
[vector] 19491 17271 18427 18522 False
[vector] 20073 18517 16576 19606 False
[vector] 20426 18664 16065 19062 False
[vector] 18670 20725 16319 17513 False
[vector] 19922 17919 18017 19344 False
[vector] 20800 18185 16652 19117 False
[vector] 19207 20241 16323 18717 False
[vector] 18940 20332 16627 18079 False
[vector] 19885 20297 16448 18215 False
[vector] 20636 18952 16828 18913 False
[vector] 17887 19802 16861 19444 False
[vector] 21304 18062 16927 17907 False
[vector] 18258 19128 16698 19697 False
[vector] 20564 19311 16129 19032 False
[vector] 21593 17335 15950 16851 False
[vector] 21297 19110 15862 17683 False
[vector] 17035 16482 19486 15158 False
[vector] 16849 16842 19491 15611 False
[vector] 16842 17690 19344 15945 False
[vector] 19307 20242 15121 18526 False
[vector] 20939 19107 17886 18071 False
[vector] 18275 20707 16667 17752 False
[vector] 18769 19488 16440 19956 False
[vector] 21806 16904 14804 17297 False
[vector] 20555 19179 16177 19001 False
[vector] 19672 18103 17868 19196 False
[vector] 18795 19890 16040 19359 False
[vector] 20576 18717 16120 19047 False
[vector] 21085 18220 16190 18983 False
[vector] 20463 18257 16229 19335 False
[vector] 20517 19799 15304 18407 False
[vector] 19686 19030 18640 16755 False
[vector] 19030 19651 15692 19752 False
[vector] 18451 18352 18790 18052 False
[vector] 18775 20146 17749 18793 False
[vector] 20023 17710 18824 16580 False
[vector] 20769 18097 16215 19185 False
[vector] 19950 17613 18480 17835 False
[vector] 18943 20000 18194 17634 False
[vector] 17477 17643 19412 15809 False
[vector] 19784 19076 16655 19692 False
[vector] 18635 19685 15795 19415 False
[vector] 18290 17341 19459 16357 False
[vector] 20090 18916 16641 19542 False
[vector] 17841 21055 16284 16399 False
[vector] 18894 20281 17664 17993 False
[vector] 20087 19163 17234 19223 False
[vector] 19181 20033 17157 18938 False
[vector] 20225 19407 16727 19200 False
[vector] 19048 20117 17232 18527 False
[vector] 19950 19887 16933 18608 False
[vector] 19717 20319 17007 17701 False
[vector] 19859 19280 16320 19426 False
[vector] 20570 18816 16060 19162 False
[vector] 17149 18678 14837 20323 False
[vector] 19288 19867 17074 19112 False
[vector] 17957 17773 16273 19959 False
[vector] 21090 19480 16016 18471 False
[vector] 20736 19090 17160 18698 False
[vector] 21686 17243 15207 17558 False
[vector] 19649 18062 18638 18001 False
[vector] 18910 18841 16630 19938 False
[vector] 17771 20999 15956 16924 False
[vector] 19450 19232 16664 19625 False
[vector] 20145 18357 16666 19757 False
[vector] 20126 18460 17998 18855 False
[vector] 18888 18931 15954 19888 False
[vector] 19107 20194 16901 18422 False
[vector] 21107 19102 16295 18189 False
[vector] 21189 19202 15860 17343 False
[vector] 21268 18356 16723 17434 False
[vector] 20983 17647 17612 17560 False
[vector] 17636 19817 18652 16103 False
[vector] 18508 19487 18618 17228 False
[vector] 21814 17543 15477 16581 False
[vector] 19431 19742 18376 17380 False
[vector] 19359 20366 17404 17290 False
[vector] 18782 18380 19157 16209 False
[vector] 18533 18486 18227 18855 False
[vector] 19403 18462 18200 18939 False
[vector] 21660 16983 13793 17792 False
[vector] 19657 20354 16967 17924 False
[vector] 20534 18768 18244 18052 False
[vector] 21096 19017 17117 18287 False
[vector] 19230 20203 17654 18153 False
[vector] 18633 19954 17753 18267 False
[vector] 21639 17979 15123 17935 False
[vector] 16693 18940 19044 15496 False
[vector] 19766 19105 16429 19507 False
[vector] 19321 20207 17788 17925 False
[vector] 19909 18487 17940 18869 False
[vector] 19557 20307 17545 17629 False
[vector] 21334 18178 16394 17564 False
[vector] 19330 20375 17280 17050 False
[vector] 19367 19773 17431 18934 False
[vector] 18411 20722 17940 17093 False
[vector] 19266 18525 16215 19837 False
[vector] 18110 20695 17054 17469 False
[vector] 19370 19127 15255 19833 False
[vector] 20309 19937 17320 16883 False
[vector] 20678 19349 17782 18048 False
[vector] 19596 19748 17181 19163 False
[vector] 20053 19945 17411 17486 False
[vector] 19276 18553 18822 17646 False
[vector] 20152 19297 18386 17455 False
[vector] 19681 20613 16803 17228 False
[vector] 19071 17997 18791 18030 False
[vector] 19966 19657 18391 17908 False
[vector] 19841 19111 16401 19405 False
[vector] 18615 18165 16734 19885 False
[vector] 17839 20843 15656 17599 False
[vector] 19586 18203 15512 19833 False
[vector] 18920 20376 16975 18031 False
[vector] 18494 19738 18429 17343 False
[vector] 19613 20247 17464 17934 False
[vector] 21741 17637 14348 17471 False
[vector] 19300 20259 17982 17628 False
[vector] 18867 19677 17442 19266 False
[vector] 18343 17196 19346 16789 False
[vector] 17811 20091 18358 16618 False
[vector] 19400 20306 17404 17923 False
[vector] 20284 19279 17900 18711 False
[vector] 19331 18468 18820 17575 False
[vector] 18602 20811 16558 17228 False
[vector] 19927 18366 16830 19633 False
[vector] 18425 20556 15542 18014 False
[vector] 17783 19071 18902 15970 False
[vector] 17251 18852 15068 20177 False
[vector] 19895 18541 16517 19609 False
[vector] 20330 19112 16842 19063 False
[vector] 19486 17646 18684 17925 False
[vector] 19918 19995 16580 19101 False
[vector] 21547 17413 15447 17644 False
[vector] 17706 20964 16310 16339 False
[vector] 21333 18006 15430 18157 False
[vector] 19467 17918 18839 18239 False
[vector] 21829 17331 14556 17010 False
[vector] 19767 18677 16590 19756 False
[vector] 21424 17723 16524 17646 False
[vector] 21160 17683 16198 18551 False
[vector] 17569 20102 18499 16240 False
[vector] 18890 19659 18477 17552 False
[vector] 19277 20184 16796 18451 False
[vector] 19877 17908 18841 17418 False
[vector] 21420 17991 16324 17095 False
[vector] 20730 17636 17983 17291 False
[vector] 20308 18556 18431 18240 False
[vector] 19425 19669 15344 19513 False
[vector] 19044 20267 18073 18231 False
[vector] 19175 19466 16758 19591 False
[vector] 19853 19431 15973 19599 False
[vector] 19389 20325 17513 17169 False
[vector] 19402 18333 18653 18127 False
[vector] 19852 17686 18941 17210 False
[vector] 17747 20635 17719 17318 False
[vector] 19983 18976 16507 19514 False
[vector] 19537 20163 17398 18120 False
[vector] 19426 19280 16660 19828 False
[vector] 19864 19698 16928 18838 False
[vector] 20668 18743 17994 18017 False
[vector] 20166 18274 17868 18859 False
[vector] 18773 20937 16314 16980 False
[vector] 20244 19979 16713 18460 False
[vector] 20177 19445 17983 18537 False
[vector] 19709 18210 17990 18865 False
[vector] 20207 17954 17555 19210 False
[vector] 18436 19955 15414 19203 False
[vector] 19372 18559 15512 20069 False
[vector] 20328 18561 18275 18123 False
[vector] 19906 20335 15922 17347 False
[vector] 18774 20017 18202 17981 False
[vector] 20990 19342 15684 18686 False
[vector] 21486 17697 16802 17021 False
[vector] 19844 20004 15314 18778 False
[vector] 18086 20743 17507 17530 False
[vector] 21255 18515 15029 18629 False
[vector] 20750 20004 16453 18390 False
[vector] 20330 18213 17848 18876 False
[vector] 20678 17427 18090 16853 False
[vector] 19609 18484 18141 19211 False
[vector] 19233 18660 16190 20125 False
[vector] 19596 19383 16410 19598 False
[vector] 19499 19041 17117 19826 False
[vector] 18551 19889 17082 19219 False
[vector] 19919 19567 16741 19350 False
[vector] 19535 19009 18801 17086 False
[vector] 21575 17612 15371 17589 False
[vector] 21506 17257 16053 17682 False
[vector] 17450 18286 14751 20343 False
[vector] 18896 20424 17428 18092 False
[vector] 19320 20489 17029 17650 False
[vector] 21601 17036 16164 16574 False
[vector] 19456 19682 15247 19406 False
