[nb-items] 20
[nb-objectives] 3
[nb-pareto] 64
[nb-lorenz] 13
[runtime] 0.1593010425567627
[format] f1 f2 f3 isLorenzND
[vector] 6869 5981 6139 True
[vector] 7373 5929 6154 True
[vector] 6920 5990 6087 True
[vector] 7424 5938 6102 True
[vector] 7820 5554 6227 True
[vector] 7073 5547 6752 True
[vector] 8264 5277 6901 True
[vector] 7771 5420 6807 True
[vector] 8426 5359 6671 True
[vector] 7415 5492 6827 True
[vector] 7821 5553 6611 True
[vector] 6911 5544 6812 True
[vector] 8119 5379 6505 True
[vector] 7616 5616 6007 False
[vector] 7400 5227 6932 False
[vector] 6096 6013 5741 False
[vector] 7852 5397 6497 False
[vector] 7727 5681 5487 False
[vector] 8119 5396 5829 False
[vector] 7974 5498 5433 False
[vector] 7307 5160 6937 False
[vector] 7565 5607 6059 False
[vector] 7843 4951 7222 False
[vector] 7233 6009 5595 False
[vector] 5538 6321 4320 False
[vector] 8281 5478 5599 False
[vector] 7409 5673 6207 False
[vector] 6889 6252 5237 False
[vector] 5012 6489 4352 False
[vector] 7729 5100 7049 False
[vector] 7316 5606 6212 False
[vector] 5851 6340 3828 False
[vector] 8089 5428 6087 False
[vector] 7454 5906 5844 False
[vector] 8679 4969 6252 False
[vector] 6516 6078 5325 False
[vector] 8359 4714 6837 False
[vector] 8105 4680 6934 False
[vector] 8085 5028 7029 False
[vector] 5770 6053 5503 False
[vector] 6980 6097 4854 False
[vector] 7963 5470 6319 False
[vector] 5740 6085 5761 False
[vector] 7542 5639 5980 False
[vector] 7309 6008 5448 False
[vector] 6951 5617 6435 False
[vector] 6141 6246 5378 False
[vector] 7028 6011 4645 False
[vector] 8336 4746 6758 False
[vector] 8014 5479 6267 False
[vector] 7593 5648 5928 False
[vector] 6087 5567 6466 False
[vector] 8170 5405 5777 False
[vector] 8025 5507 5381 False
[vector] 6354 6075 5385 False
[vector] 7898 5499 5580 False
[vector] 7698 5624 5910 False
[vector] 8005 5033 6992 False
[vector] 7616 5988 5614 False
[vector] 6042 6269 4335 False
[vector] 7053 5745 6227 False
[vector] 8517 4887 6482 False
[vector] 8267 4762 6704 False
[vector] 8332 5487 5547 False
