[nb-items] 30
[nb-objectives] 5
[nb-pareto] 826
[nb-lorenz] 20
[runtime] 28.437910079956055
[format] f1 f2 f3 f4 f5 isLorenzND
[vector] 9381 9354 10001 12536 9372 False
[vector] 9849 9464 11414 10556 8725 False
[vector] 9807 9698 9528 12523 9565 False
[vector] 11122 10904 10224 12630 7838 False
[vector] 11030 10718 10594 12510 8006 False
[vector] 10532 10562 10146 12622 8723 False
[vector] 9948 10652 10992 11762 7804 False
[vector] 10968 9810 8992 12778 9100 False
[vector] 9287 8645 9761 11300 10233 False
[vector] 10914 9054 10335 12179 9210 False
[vector] 11551 9368 10254 11306 8594 False
[vector] 9973 8638 8895 11751 9986 False
[vector] 11648 10557 9916 12331 8075 False
[vector] 11683 9831 9015 12422 8609 False
[vector] 8015 8624 10505 10984 9703 False
[vector] 11244 9841 8586 13163 8993 False
[vector] 10454 9435 10757 12133 8987 False
[vector] 8995 9114 9564 11827 9892 False
[vector] 12484 9358 8605 11265 7397 False
[vector] 8374 8869 8877 11021 10273 False
[vector] 9170 9469 11283 10903 8579 False
[vector] 9522 8094 10209 11048 9704 False
[vector] 11064 10720 10158 12544 8456 False
[vector] 9690 9055 10647 12120 9247 False
[vector] 8421 8602 10823 10619 9665 False
[vector] 9989 9292 10089 11839 9558 False
[vector] 9177 8708 10125 11143 9885 False
[vector] 11007 10192 10865 11949 8327 False
[vector] 10654 10435 8901 12781 8558 False
[vector] 10129 9311 9469 12792 9364 False
[vector] 9885 10647 11022 11572 8364 False
[vector] 11279 9627 8832 12401 9254 False
[vector] 8582 9924 9388 11583 9770 False
[vector] 10893 10363 9471 12391 8918 False
[vector] 9211 9202 10010 12642 9334 False
[vector] 10883 10001 10286 12887 8493 False
[vector] 9077 9595 9613 12207 9733 False
[vector] 9958 8270 8294 11350 10054 False
[vector] 10955 11201 9830 12201 7216 False
[vector] 11387 10804 10210 11847 7264 False
[vector] 8959 9373 10423 11438 9888 False
[vector] 10209 9173 10320 12071 9376 False
[vector] 10099 9546 10898 11991 8379 False
[vector] 9373 11359 9656 11662 7045 False
[vector] 10253 10597 9216 12848 8808 False
[vector] 10329 10256 8797 13489 8959 False
[vector] 10222 9865 9881 11842 9436 False
[vector] 9394 11062 8952 13223 8219 False
[vector] 12101 9297 8673 11762 8272 False
[vector] 10878 10980 9884 12548 7819 False
[vector] 11610 10620 9072 12525 7378 False
[vector] 9985 10381 10226 12848 8301 False
[vector] 11192 9338 9929 12718 8817 False
[vector] 9400 9485 10578 12510 9222 False
[vector] 9289 8392 9864 11069 10025 False
[vector] 9971 10249 10964 11783 8767 False
[vector] 9372 9631 9316 12241 9976 False
[vector] 9252 11010 8969 12436 8341 False
[vector] 11061 9214 9946 11048 9105 False
[vector] 11248 10687 8922 12825 7300 False
[vector] 9099 10070 10653 11372 9285 False
[vector] 11582 10421 9148 12580 8291 False
[vector] 12419 10091 8149 11439 6831 False
[vector] 9779 8580 9406 11180 10048 False
[vector] 10930 9893 9446 13148 8741 False
[vector] 9175 9680 8617 12536 9815 False
[vector] 9390 11345 9829 11761 7376 False
[vector] 9604 10026 10559 12021 9367 False
[vector] 11647 9688 9604 12406 8857 False
[vector] 9404 8535 10029 11021 9708 False
[vector] 8749 7874 10161 10481 10010 False
[vector] 10094 8157 9098 11620 10032 False
[vector] 10701 10352 10879 12099 8599 False
[vector] 10502 9756 9839 12808 9189 False
[vector] 9171 9234 9427 11624 9995 False
[vector] 8543 9387 10373 11846 9707 False
[vector] 10445 10656 10196 12746 7484 False
[vector] 9709 10527 11159 11775 8261 False
[vector] 10105 8616 8888 11665 10029 False
[vector] 9492 8285 9817 11583 9869 False
[vector] 8784 9129 9322 11462 10189 False
[vector] 10377 10227 11282 11418 8729 False
[vector] 11932 9812 9810 12031 7632 False
[vector] 10010 9465 9013 12712 9909 False
[vector] 11120 9595 9161 12629 9258 False
[vector] 8982 9899 10152 11999 9567 False
[vector] 9747 10317 8899 13334 8753 False
[vector] 9860 10809 10125 12345 8631 False
[vector] 9679 9468 10606 11797 9501 False
[vector] 10027 9579 9759 12755 9383 False
[vector] 11024 9938 9643 12626 9052 False
[vector] 10713 9832 9839 12069 9442 False
[vector] 10666 9776 9995 11913 9130 False
[vector] 9887 10623 10179 12804 8587 False
[vector] 11166 10211 10206 12821 7430 False
[vector] 10615 10750 10937 11888 8196 False
[vector] 9653 9470 10677 11928 9472 False
[vector] 8553 9395 10105 11803 9926 False
[vector] 11335 9436 10635 12038 8924 False
[vector] 12167 9597 9108 11607 7915 False
[vector] 10343 9611 10915 11714 8586 False
[vector] 9441 9739 10993 11152 8971 False
[vector] 9827 10797 10014 12721 8977 False
[vector] 9268 8757 8880 11643 10152 False
[vector] 9864 7396 10040 10099 9958 False
[vector] 10690 9381 9816 13184 8102 False
[vector] 9567 9533 9634 12615 9685 False
[vector] 8138 9016 9359 11163 10377 False
[vector] 10465 10122 9370 13206 8103 False
[vector] 10661 9788 9510 12580 9185 False
[vector] 11029 9849 10282 12585 8788 False
[vector] 9984 9330 10862 11711 9079 False
[vector] 9952 10369 10115 13224 8647 False
[vector] 10964 10582 9826 12759 8222 False
[vector] 10109 11031 10779 11891 8333 False
[vector] 9489 9883 10394 12069 9684 False
[vector] 12156 9512 9930 11705 8302 False
[vector] 10410 9674 10389 11698 9272 False
[vector] 11044 11254 10984 12084 7837 False
[vector] 9809 10837 9580 13099 8356 False
[vector] 11037 9957 9436 12750 9312 False
[vector] 8650 8838 9669 11780 9884 False
[vector] 11051 10493 9826 12324 9143 False
[vector] 11318 9792 10377 11652 8415 False
[vector] 8868 9947 9099 13272 9356 False
[vector] 11057 8479 8931 11459 9649 False
[vector] 10658 9113 8727 11998 9813 False
[vector] 9942 11178 10294 12243 7914 False
[vector] 10872 10787 8649 12313 8099 False
[vector] 9582 9123 10384 11218 9693 False
[vector] 11306 10390 9554 12195 8398 False
[vector] 10425 9537 8850 12344 9634 False
[vector] 8949 9365 10691 11481 9669 False
[vector] 8694 10188 9981 12078 9533 False
[vector] 11194 10023 10384 12582 7935 False
[vector] 10875 8885 8370 12143 9656 False
[vector] 10746 8826 9775 11731 9559 False
[vector] 10036 10470 10685 12341 7655 False
[vector] 10479 10721 10104 12081 8460 False
[vector] 9172 9216 11386 10672 8371 False
[vector] 10760 10213 9028 12982 9030 False
[vector] 10434 8729 8970 11679 9844 False
[vector] 9224 10122 9523 12464 9397 False
[vector] 10296 10809 9690 13209 8416 False
[vector] 9143 7841 10030 10024 10012 False
[vector] 9794 10263 10553 12203 9079 False
[vector] 10078 10204 9116 12962 9175 False
[vector] 9228 10199 9226 13383 8624 False
[vector] 10076 10430 8981 13348 8568 False
[vector] 9398 9053 8816 11865 10073 False
[vector] 9804 10271 10285 12160 9298 False
[vector] 11294 9967 9443 12830 8121 False
[vector] 10626 10002 9264 13342 8924 False
[vector] 11304 9787 10219 11696 8916 False
[vector] 10136 10734 9911 12745 8723 False
[vector] 10482 10408 9299 12983 8530 False
[vector] 10234 10560 9336 13281 8793 False
[vector] 11039 9193 9292 12127 9676 False
[vector] 11183 10162 9368 12113 8932 False
[vector] 10050 11132 9969 12534 8320 False
[vector] 9813 10008 9991 12750 9554 False
[vector] 9539 10922 9830 12237 8473 False
[vector] 11346 9357 10146 11846 8678 False
[vector] 10735 10212 10403 12819 8798 False
[vector] 11304 10616 9419 12581 7791 False
[vector] 11359 10831 10676 12524 7821 False
[vector] 10275 10524 10149 12570 8849 False
[vector] 11223 10096 10916 11444 8249 False
[vector] 10102 9734 9231 12557 9808 False
[vector] 10431 9847 9313 12571 9623 False
[vector] 11366 10070 9518 12764 9127 False
[vector] 10018 8327 9985 11982 9592 False
[vector] 10225 10398 9292 12903 9721 False
[vector] 9880 8586 9330 11615 10203 False
[vector] 11219 9840 9961 13000 8761 False
[vector] 10365 10156 8221 13155 8822 False
[vector] 10448 9961 10059 12614 9097 False
[vector] 11383 10184 10264 12807 8601 False
[vector] 10242 10512 10038 12946 9195 False
[vector] 11218 10185 10277 11485 8513 False
[vector] 10761 9926 9842 12365 9419 False
[vector] 9468 8298 8549 11753 10252 False
[vector] 8852 10429 10954 11111 8746 False
[vector] 9398 10293 9967 12525 9336 False
[vector] 10649 11197 10177 12257 7629 False
[vector] 10860 10351 9360 12767 9264 False
[vector] 11287 10502 8673 12538 8317 False
[vector] 10309 9090 9377 11811 9844 False
[vector] 11659 10478 9427 12139 7829 False
[vector] 11678 9651 9942 12763 7898 False
[vector] 10927 11002 9906 12256 8129 False
[vector] 10107 7852 8744 11042 10393 False
[vector] 9754 8602 9370 12338 9570 False
[vector] 10955 10115 9346 13356 8739 False
[vector] 9816 8669 8373 11813 10009 False
[vector] 10365 10709 9661 12974 8304 False
[vector] 10600 10346 10955 11664 8444 False
[vector] 9707 9218 10096 11774 9681 False
[vector] 9921 11447 9277 11922 6910 False
[vector] 10213 9479 9851 13102 8592 False
[vector] 9370 7877 10019 10492 10023 False
[vector] 8809 9683 9387 11444 9903 False
[vector] 10307 10143 9485 13368 8936 False
[vector] 10775 11307 9925 11649 6929 False
[vector] 8910 9196 8726 11445 10115 False
