[nb-items] 40
[nb-objectives] 3
[nb-pareto] 224
[nb-lorenz] 9
[runtime] 3.596989154815674
[format] f1 f2 f3 isLorenzND
[vector] 15111 14744 14176 True
[vector] 14615 14511 14400 True
[vector] 15549 15594 13635 True
[vector] 15350 14825 14167 True
[vector] 15068 14409 14421 True
[vector] 15405 15013 14097 True
[vector] 14909 14780 14321 True
[vector] 15340 15428 13911 True
[vector] 14935 15110 14143 True
[vector] 16740 13097 12339 False
[vector] 15143 15616 13317 False
[vector] 15843 15595 12505 False
[vector] 15612 15628 12763 False
[vector] 15823 12514 13875 False
[vector] 16613 13133 12659 False
[vector] 14055 14200 14788 False
[vector] 14685 15617 13846 False
[vector] 14594 13603 14604 False
[vector] 16674 14209 12003 False
[vector] 15864 14482 13780 False
[vector] 14885 15262 14066 False
[vector] 16982 13594 11822 False
[vector] 15344 15599 13309 False
[vector] 15624 13667 14099 False
[vector] 16374 14474 12813 False
[vector] 16682 13859 12632 False
[vector] 14138 15377 14234 False
[vector] 14484 15400 13952 False
[vector] 16358 14635 12422 False
[vector] 16014 15619 12388 False
[vector] 14388 14154 14583 False
[vector] 14534 15770 13704 False
[vector] 15391 15927 13174 False
[vector] 16699 13887 12042 False
[vector] 15552 15345 13269 False
[vector] 15604 15010 13514 False
[vector] 15877 15528 12749 False
[vector] 16350 15235 12796 False
[vector] 15847 15582 13198 False
[vector] 15314 15640 13200 False
[vector] 14849 16077 13099 False
[vector] 16712 13805 12183 False
[vector] 16607 15195 11920 False
[vector] 16650 14882 11547 False
[vector] 16585 12934 12735 False
[vector] 15737 12912 13933 False
[vector] 15462 15813 12725 False
[vector] 15866 15519 12799 False
[vector] 14338 14306 14506 False
[vector] 15134 15879 13611 False
[vector] 13763 15845 13942 False
[vector] 14191 13650 14807 False
[vector] 16123 15567 12362 False
[vector] 13501 14340 14612 False
[vector] 15095 16116 12712 False
[vector] 16568 13224 12645 False
[vector] 16493 14242 12613 False
[vector] 16445 13630 12661 False
[vector] 16436 13820 13019 False
[vector] 12931 13037 14921 False
[vector] 13962 15787 14043 False
[vector] 14264 15687 13737 False
[vector] 16831 12973 12348 False
[vector] 15161 14592 14253 False
[vector] 14335 14479 14561 False
[vector] 14935 16101 12779 False
[vector] 15844 15644 12256 False
[vector] 15423 14437 13934 False
[vector] 16522 14574 12402 False
[vector] 14188 15225 14311 False
[vector] 15347 14232 14248 False
[vector] 15224 13668 14466 False
[vector] 13740 14211 14613 False
[vector] 15708 15852 12338 False
[vector] 16688 14478 11727 False
[vector] 15044 15638 13729 False
[vector] 15061 15505 13805 False
[vector] 14828 16039 13625 False
[vector] 13434 14371 14627 False
[vector] 14826 13777 14572 False
[vector] 14806 16164 13082 False
[vector] 15984 13854 13662 False
[vector] 15952 14192 13461 False
[vector] 15778 14880 13838 False
