[nb-items] 80
[nb-objectives] 3
[nb-pareto] 1265
[nb-lorenz] 5
[runtime] 329.4879810810089
[format] f1 f2 f3 isLorenzND
[vector] 30730 30335 30282 True
[vector] 30629 30193 30575 True
[vector] 30369 30383 30421 True
[vector] 30842 29969 30607 True
[vector] 30250 30259 30859 True
[vector] 32110 26983 29569 False
[vector] 28329 30762 30875 False
[vector] 30941 30583 28990 False
[vector] 26801 29660 31811 False
[vector] 26273 32181 28369 False
[vector] 27997 29014 31909 False
[vector] 27371 29108 32043 False
[vector] 28430 30468 31125 False
[vector] 31681 27354 30226 False
[vector] 28383 27726 32122 False
[vector] 27224 32158 26953 False
[vector] 30116 28939 31432 False
[vector] 28687 30010 31548 False
[vector] 31608 29110 29871 False
[vector] 28594 28978 31862 False
[vector] 29231 29518 31475 False
[vector] 30421 30874 28952 False
[vector] 27157 31310 30412 False
[vector] 24927 32290 28285 False
[vector] 31540 28599 30169 False
[vector] 31806 27924 30027 False
[vector] 28374 28537 32193 False
[vector] 29587 31186 28962 False
[vector] 29055 31210 29713 False
[vector] 28707 28487 32027 False
[vector] 27368 29814 31771 False
[vector] 27417 31457 29891 False
[vector] 28129 31615 29187 False
[vector] 30424 30603 29524 False
[vector] 28392 30146 31314 False
[vector] 32587 27654 27455 False
[vector] 29510 27225 31893 False
[vector] 32299 27968 28934 False
[vector] 28159 31397 29887 False
[vector] 29713 31049 29098 False
[vector] 27928 31623 29173 False
[vector] 27141 29919 31611 False
[vector] 28108 29425 31782 False
[vector] 31555 29342 29489 False
[vector] 28315 31725 28300 False
[vector] 29516 31264 29221 False
[vector] 27405 31440 30065 False
[vector] 26336 32313 26855 False
[vector] 29654 30037 31058 False
[vector] 32509 28168 26901 False
[vector] 30744 30453 29666 False
[vector] 28370 31579 29079 False
[vector] 27429 30244 31452 False
[vector] 31615 29890 28554 False
[vector] 27188 31782 29306 False
[vector] 31556 29266 29830 False
[vector] 24844 32456 27546 False
[vector] 30273 30549 29924 False
[vector] 30517 30558 29506 False
[vector] 28445 30924 30594 False
[vector] 29949 28683 31462 False
[vector] 30562 27910 31442 False
[vector] 30194 30979 28792 False
[vector] 28686 31710 27882 False
[vector] 30032 29387 31301 False
[vector] 25162 32321 27721 False
[vector] 28735 30271 31243 False
[vector] 30716 30522 29729 False
[vector] 32437 27686 28724 False
[vector] 29011 31122 29922 False
[vector] 31000 30109 29286 False
[vector] 30700 30115 30316 False
[vector] 30347 30663 29228 False
[vector] 29715 30467 30739 False
[vector] 29805 28043 31690 False
[vector] 28844 31558 27558 False
[vector] 31374 29268 30139 False
[vector] 28374 30652 31027 False
[vector] 29499 30257 30909 False
[vector] 28936 31462 28843 False
[vector] 27919 31833 28363 False
[vector] 28516 31554 29122 False
[vector] 31498 28660 29994 False
[vector] 29153 29622 31547 False
[vector] 27726 30328 31352 False
[vector] 28282 31490 29845 False
[vector] 27327 31532 30107 False
[vector] 29972 30856 29402 False
[vector] 29125 29562 31666 False
[vector] 29532 28599 31721 False
[vector] 31406 29583 29655 False
[vector] 24933 32461 27192 False
[vector] 31981 28739 29819 False
[vector] 28879 31294 29493 False
[vector] 30322 30260 30569 False
[vector] 29575 28192 31823 False
[vector] 29425 29588 31361 False
[vector] 27778 31872 28444 False
[vector] 27063 29360 31874 False
[vector] 28796 30701 30924 False
[vector] 27470 31429 29899 False
[vector] 30282 30749 29233 False
[vector] 27431 31995 28401 False
[vector] 31479 28169 30488 False
[vector] 28697 29407 31804 False
[vector] 28237 30366 31165 False
[vector] 29622 29715 31244 False
[vector] 27742 31658 29746 False
[vector] 31495 28691 30251 False
[vector] 28569 30806 30764 False
[vector] 30076 30419 30600 False
[vector] 30182 29748 31157 False
[vector] 29637 31144 29051 False
[vector] 31696 29612 28634 False
[vector] 29997 30849 29468 False
[vector] 24894 32459 27280 False
[vector] 30089 30361 30476 False
[vector] 32172 28573 29191 False
[vector] 28742 30716 30771 False
[vector] 27892 30438 31167 False
[vector] 27443 32002 27725 False
[vector] 28608 31632 28005 False
[vector] 26411 31435 30194 False
[vector] 29849 30524 30440 False
[vector] 26877 32065 28122 False
[vector] 25201 32392 27286 False
[vector] 28338 30709 30812 False
[vector] 30930 28740 30883 False
[vector] 30374 27331 31448 False
[vector] 28515 31432 29453 False
[vector] 28322 31504 29397 False
[vector] 27203 32033 27667 False
[vector] 29016 29858 31484 False
[vector] 30568 30687 28892 False
[vector] 30163 31071 28603 False
[vector] 30161 30914 28855 False
[vector] 31774 28979 29897 False
[vector] 29634 31064 29452 False
[vector] 29639 30886 29956 False
[vector] 30156 30607 30389 False
[vector] 29407 28696 31715 False
[vector] 32328 28586 28127 False
[vector] 29883 27951 31648 False
[vector] 29672 29563 31321 False
[vector] 31229 28634 30548 False
[vector] 31601 29263 29857 False
[vector] 28251 31582 29656 False
[vector] 31397 30175 29171 False
[vector] 29710 30427 30760 False
[vector] 29711 28848 31593 False
[vector] 27288 31276 30598 False
[vector] 26795 31932 29005 False
[vector] 30048 29369 31184 False
[vector] 30413 29443 31061 False
[vector] 26489 31693 29615 False
[vector] 26563 31947 28882 False
[vector] 28854 31395 29317 False
[vector] 27157 31874 29117 False
[vector] 30231 28903 31269 False
[vector] 27612 30477 31179 False
[vector] 29203 29470 31624 False
[vector] 27878 32016 27342 False
[vector] 29368 30732 30481 False
