[nb-items] 90
[nb-objectives] 2
[nb-pareto] 120
[nb-lorenz] 25
[runtime] 9.514762878417969
[format] f1 f2 isLorenzND
[vector] 36765 32459 True
[vector] 36431 32690 True
[vector] 36206 32782 True
[vector] 33997 33788 True
[vector] 34347 33712 True
[vector] 36980 32279 True
[vector] 34923 33532 True
[vector] 34619 33657 True
[vector] 35639 33125 True
[vector] 36483 32650 True
[vector] 35204 33444 True
[vector] 36636 32536 True
[vector] 35920 33037 True
[vector] 33849 33842 True
[vector] 36387 32731 True
[vector] 36250 32741 True
[vector] 35430 33225 True
[vector] 34217 33780 True
[vector] 35549 33197 True
[vector] 34802 33567 True
[vector] 37040 32228 True
[vector] 35104 33481 True
[vector] 36936 32320 True
[vector] 36592 32577 True
[vector] 34498 33692 True
[vector] 32590 34177 False
[vector] 34524 33659 False
[vector] 38721 26840 False
[vector] 37964 30614 False
[vector] 35324 33282 False
[vector] 38376 29240 False
[vector] 38073 30222 False
[vector] 38199 29879 False
[vector] 38453 28914 False
[vector] 36843 32323 False
[vector] 32942 34106 False
[vector] 34938 33487 False
[vector] 38547 28515 False
[vector] 38520 28714 False
[vector] 36492 32614 False
[vector] 32901 34129 False
[vector] 38705 27197 False
[vector] 32679 34165 False
[vector] 38246 29661 False
[vector] 37308 31788 False
[vector] 38551 28475 False
[vector] 36834 32359 False
[vector] 38332 29322 False
[vector] 34634 33612 False
[vector] 38129 30082 False
[vector] 35563 33142 False
[vector] 33801 33882 False
[vector] 37934 30813 False
[vector] 36106 32819 False
[vector] 37272 31916 False
[vector] 38025 30424 False
[vector] 35935 32992 False
[vector] 32990 34090 False
[vector] 33740 33987 False
[vector] 38474 28801 False
[vector] 30226 34422 False
[vector] 34245 33732 False
[vector] 37797 30987 False
[vector] 35640 33101 False
[vector] 38671 27435 False
[vector] 38143 30019 False
[vector] 38667 27895 False
[vector] 33051 34063 False
[vector] 33384 34010 False
[vector] 33269 34023 False
[vector] 35945 32986 False
[vector] 36041 32905 False
[vector] 35657 33095 False
[vector] 38330 29399 False
[vector] 38047 30414 False
[vector] 32746 34137 False
[vector] 33085 34049 False
[vector] 38402 29119 False
[vector] 37071 32041 False
[vector] 38082 30209 False
[vector] 33126 34025 False
[vector] 38161 29978 False
[vector] 37399 31769 False
[vector] 38242 29740 False
[vector] 32479 34284 False
[vector] 32963 34098 False
[vector] 35309 33327 False
[vector] 35684 33060 False
[vector] 38477 28718 False
[vector] 37940 30698 False
[vector] 38450 28917 False
[vector] 37966 30506 False
[vector] 36050 32869 False
[vector] 35219 33399 False
[vector] 37562 31527 False
[vector] 38115 30141 False
[vector] 35334 33276 False
[vector] 37771 31237 False
[vector] 37065 32060 False
[vector] 37161 32009 False
[vector] 35335 33250 False
[vector] 31573 34370 False
[vector] 37975 30493 False
[vector] 33784 33923 False
[vector] 38306 29595 False
[vector] 37962 30691 False
[vector] 38052 30408 False
[vector] 37704 31244 False
[vector] 35720 33042 False
[vector] 35664 33074 False
[vector] 38654 28231 False
[vector] 38404 29004 False
[vector] 37443 31728 False
[vector] 37701 31440 False
[vector] 38288 29653 False
[vector] 37523 31662 False
[vector] 36435 32661 False
[vector] 38523 28711 False
[vector] 37172 31953 False
[vector] 37878 30953 False
