[nb-items] 90
[nb-objectives] 2
[nb-pareto] 116
[nb-lorenz] 23
[runtime] 16.998692274093628
[format] f1 f2 isLorenzND
[vector] 36919 31910 True
[vector] 34928 33114 True
[vector] 37386 31564 True
[vector] 36721 32074 True
[vector] 37240 31626 True
[vector] 33688 33752 True
[vector] 36204 32485 True
[vector] 36065 32574 True
[vector] 35488 32892 True
[vector] 35318 32944 True
[vector] 35067 33060 True
[vector] 34413 33390 True
[vector] 37566 31405 True
[vector] 33892 33685 True
[vector] 34711 33215 True
[vector] 36525 32201 True
[vector] 38051 31016 True
[vector] 34248 33530 True
[vector] 34764 33174 True
[vector] 34643 33235 True
[vector] 34527 33292 True
[vector] 35882 32585 True
[vector] 35166 32992 True
[vector] 34428 33316 False
[vector] 37445 31489 False
[vector] 38741 29812 False
[vector] 31264 34416 False
[vector] 29927 34594 False
[vector] 35518 32714 False
[vector] 36780 31999 False
[vector] 39173 28520 False
[vector] 38493 30082 False
[vector] 37260 31565 False
[vector] 39306 27756 False
[vector] 35707 32629 False
[vector] 34429 33314 False
[vector] 32975 33932 False
[vector] 38113 30657 False
[vector] 38571 30074 False
[vector] 32324 34218 False
[vector] 28735 34678 False
[vector] 32712 34092 False
[vector] 33926 33630 False
[vector] 33052 33926 False
[vector] 37246 31587 False
[vector] 37142 31664 False
[vector] 35729 32613 False
[vector] 39005 29304 False
[vector] 30530 34514 False
[vector] 30911 34462 False
[vector] 30166 34539 False
[vector] 39324 27382 False
[vector] 30195 34520 False
[vector] 39362 27192 False
[vector] 38318 30445 False
[vector] 39390 27104 False
[vector] 38927 29396 False
[vector] 39528 26284 False
[vector] 33336 33827 False
[vector] 35753 32612 False
[vector] 31549 34394 False
[vector] 36976 31679 False
[vector] 38835 29566 False
[vector] 37630 31212 False
[vector] 36965 31722 False
[vector] 38071 30860 False
[vector] 32230 34222 False
[vector] 39510 26382 False
[vector] 35583 32704 False
[vector] 39344 27301 False
[vector] 31600 34369 False
[vector] 32390 34192 False
[vector] 38054 30953 False
[vector] 33931 33563 False
[vector] 35601 32636 False
[vector] 38074 30797 False
[vector] 32152 34314 False
[vector] 36263 32410 False
[vector] 36307 32203 False
[vector] 37779 31181 False
[vector] 38653 30052 False
[vector] 38761 29656 False
[vector] 29563 34619 False
[vector] 32598 34128 False
[vector] 35516 32780 False
[vector] 33424 33764 False
[vector] 33999 33543 False
[vector] 38229 30590 False
[vector] 39360 27262 False
[vector] 30923 34433 False
[vector] 36584 32126 False
[vector] 33117 33861 False
[vector] 38345 30225 False
[vector] 33371 33785 False
[vector] 39405 26559 False
[vector] 39091 29041 False
[vector] 33147 33836 False
[vector] 30566 34506 False
[vector] 38691 29928 False
[vector] 33941 33556 False
[vector] 38404 30182 False
[vector] 34320 33430 False
[vector] 32741 34026 False
[vector] 32884 33996 False
[vector] 39211 28319 False
[vector] 38426 30176 False
[vector] 36302 32205 False
[vector] 39277 28041 False
[vector] 36301 32212 False
[vector] 37857 31089 False
[vector] 30587 34467 False
[vector] 35703 32632 False
[vector] 35722 32615 False
[vector] 32899 33944 False
[vector] 32934 33941 False
[vector] 39432 26474 False
