[nb-items] 70
[nb-objectives] 3
[nb-pareto] 1198
[nb-lorenz] 50
[runtime] 214.50668811798096
[format] f1 f2 f3 isLorenzND
[vector] 28185 27037 25943 True
[vector] 29055 26604 25955 True
[vector] 27726 27860 25595 True
[vector] 27513 27122 26197 True
[vector] 28479 26756 26069 True
[vector] 27666 27340 25930 True
[vector] 27188 26807 26427 True
[vector] 28131 26903 26031 True
[vector] 27453 26602 26532 True
[vector] 29026 26534 25973 True
[vector] 27095 26980 26302 True
[vector] 29016 27137 25717 True
[vector] 28270 26658 26113 True
[vector] 28231 27191 25875 True
[vector] 27136 26894 26358 True
[vector] 28879 26361 26216 True
[vector] 26782 26679 26597 True
[vector] 27148 27039 26248 True
[vector] 27410 27348 26021 True
[vector] 27804 26414 26452 True
[vector] 27198 26754 26478 True
[vector] 28181 27343 25798 True
[vector] 28669 26469 26147 True
[vector] 28376 26323 26403 True
[vector] 28806 27245 25648 True
[vector] 27819 26962 26183 True
[vector] 28481 27222 25702 True
[vector] 28611 26819 25949 True
[vector] 28220 26810 26036 True
[vector] 27507 26869 26291 True
[vector] 28845 26712 25886 True
[vector] 28023 26601 26346 True
[vector] 27026 26526 26616 True
[vector] 26969 26620 26533 True
[vector] 26978 26915 26358 True
[vector] 27971 27451 25729 True
[vector] 27607 26393 26618 True
[vector] 28021 27299 25806 True
[vector] 28438 26316 26370 True
[vector] 27776 27708 25672 True
[vector] 28431 27374 25625 True
[vector] 28170 26774 26103 True
[vector] 27754 26566 26375 True
[vector] 28497 27263 25682 True
[vector] 27716 27188 26007 True
[vector] 27717 26761 26360 True
[vector] 28120 26926 26026 True
[vector] 27339 26851 26351 True
[vector] 28395 26929 26012 True
[vector] 27973 26753 26269 True
[vector] 30269 26357 23064 False
[vector] 26352 24444 27524 False
[vector] 26684 26816 26441 False
[vector] 26479 26816 26464 False
[vector] 27778 27192 25821 False
[vector] 26075 27105 26358 False
[vector] 27356 27629 25777 False
[vector] 23353 22931 28172 False
[vector] 28835 27647 24148 False
[vector] 24443 27474 26026 False
[vector] 26677 28002 25387 False
[vector] 30662 25558 22634 False
[vector] 27508 27925 25139 False
[vector] 24440 25476 27440 False
[vector] 29901 26876 23534 False
[vector] 29337 27046 24402 False
[vector] 24791 28575 24323 False
[vector] 26569 28270 24896 False
[vector] 27035 25605 27129 False
[vector] 26026 27574 25903 False
[vector] 26289 26805 26474 False
[vector] 26270 26583 26639 False
[vector] 26059 26737 26569 False
[vector] 28203 25339 26703 False
[vector] 26614 27021 26340 False
[vector] 30231 26043 23976 False
[vector] 30008 24793 24958 False
[vector] 26065 28455 24565 False
[vector] 27129 26959 26282 False
[vector] 28007 25580 26741 False
[vector] 30925 24513 22302 False
[vector] 26232 28139 25086 False
[vector] 26945 24107 27516 False
[vector] 29719 27168 23842 False
[vector] 28487 23883 26634 False
[vector] 30172 25682 24170 False
[vector] 26205 26710 26585 False
[vector] 29558 27149 24261 False
[vector] 25312 24329 27858 False
[vector] 27126 25452 27147 False
[vector] 26363 27093 26406 False
[vector] 25407 27314 26219 False
[vector] 30565 24883 23740 False
[vector] 24555 28896 22918 False
[vector] 25372 28672 23970 False
[vector] 27716 28136 24351 False
[vector] 30325 26281 22782 False
[vector] 25406 26229 27042 False
[vector] 26569 25367 27374 False
[vector] 28593 27414 25321 False
[vector] 26881 27394 26088 False
[vector] 25445 25696 27280 False
[vector] 30688 24542 23511 False
[vector] 23897 23394 28092 False
[vector] 27802 26136 26650 False
[vector] 25291 28770 23341 False
[vector] 24006 25533 27415 False
[vector] 30494 26079 22183 False
[vector] 27754 27833 25129 False
[vector] 29123 25080 26103 False
[vector] 26180 28416 24495 False
[vector] 26884 25561 27205 False
[vector] 26612 26555 26707 False
[vector] 24802 28724 23532 False
[vector] 24265 22984 28099 False
[vector] 27288 28156 24894 False
[vector] 29946 26909 23296 False
[vector] 27414 27625 25674 False
[vector] 31209 23021 21343 False
[vector] 29814 25219 25172 False
[vector] 27029 27140 26198 False
[vector] 30901 24254 22466 False
[vector] 26343 26647 26625 False
[vector] 29264 26448 25589 False
[vector] 26039 26774 26647 False
[vector] 30208 25616 24224 False
[vector] 26208 25825 27230 False
[vector] 25219 28847 22495 False
[vector] 29517 27209 24261 False
[vector] 26538 26125 26906 False
[vector] 26219 28356 24830 False
[vector] 26621 28075 25293 False
[vector] 28228 26424 26301 False
[vector] 24972 28883 22389 False
[vector] 25411 28597 24176 False
[vector] 30226 26196 23307 False
[vector] 26659 28335 24468 False
[vector] 30781 24903 22864 False
[vector] 27327 28410 23111 False
[vector] 29187 27329 24345 False
[vector] 24750 27236 26325 False
[vector] 30787 24627 22986 False
[vector] 30413 25975 22990 False
[vector] 29605 25375 25538 False
[vector] 30915 25116 22046 False
[vector] 24026 28114 25296 False
[vector] 25821 28568 24067 False
[vector] 30520 25769 23216 False
[vector] 26063 26608 26736 False
[vector] 26388 24415 27572 False
[vector] 28956 27358 24653 False
[vector] 25813 26336 26907 False
[vector] 27594 27996 24880 False
[vector] 30757 25576 22408 False
