[nb-items] 60
[nb-objectives] 3
[nb-pareto] 550
[nb-lorenz] 29
[runtime] 59.315958976745605
[format] f1 f2 f3 isLorenzND
[vector] 23114 22953 22707 True
[vector] 23586 22945 22671 True
[vector] 24629 23329 22119 True
[vector] 23256 22753 22860 True
[vector] 24668 22796 22357 True
[vector] 24381 22589 22570 True
[vector] 24378 22997 22351 True
[vector] 23071 22814 22809 True
[vector] 24316 23004 22384 True
[vector] 24442 22705 22541 True
[vector] 24001 22660 22695 True
[vector] 23939 22667 22728 True
[vector] 24579 23481 22042 True
[vector] 23963 23282 22327 True
[vector] 24618 22948 22280 True
[vector] 24110 23455 22084 True
[vector] 24492 22553 22618 True
[vector] 23754 23767 22021 True
[vector] 23420 22793 22693 True
[vector] 23657 23442 22341 True
[vector] 23280 23105 22685 True
[vector] 23164 22801 22784 True
[vector] 24060 23607 22007 True
[vector] 23804 23615 22098 True
[vector] 23913 23434 22250 True
[vector] 23781 23089 22369 True
[vector] 22967 22780 22950 True
[vector] 23607 23594 22264 True
[vector] 23521 23060 22572 True
[vector] 23891 23624 22015 False
[vector] 22391 22276 23131 False
[vector] 24916 22161 22226 False
[vector] 26674 20906 19080 False
[vector] 25131 21571 22180 False
[vector] 26075 21803 21022 False
[vector] 24020 23214 22202 False
[vector] 25308 22510 21693 False
[vector] 26587 20740 19797 False
[vector] 26690 20705 19220 False
[vector] 25244 23278 20667 False
[vector] 22333 22137 23339 False
[vector] 22267 24168 21400 False
[vector] 23695 20584 23319 False
[vector] 25006 22502 22000 False
[vector] 26800 21000 18538 False
[vector] 25990 20523 21254 False
[vector] 23825 23653 21572 False
[vector] 24283 23772 20728 False
[vector] 22552 21596 23534 False
[vector] 24365 21868 22878 False
[vector] 25480 22866 21018 False
[vector] 21771 22313 23249 False
[vector] 23070 21243 23499 False
[vector] 26733 20654 19458 False
[vector] 25181 23334 20054 False
[vector] 25289 21290 22104 False
[vector] 22697 23775 22011 False
[vector] 23045 23261 22401 False
[vector] 25782 21931 21661 False
[vector] 23273 22620 22936 False
[vector] 25692 20988 21908 False
[vector] 23899 21601 23132 False
[vector] 25423 22315 21513 False
[vector] 23333 21865 23269 False
[vector] 22666 22496 23041 False
[vector] 22422 23487 22305 False
[vector] 25157 20996 22125 False
[vector] 23911 22686 22616 False
[vector] 26694 20476 19603 False
[vector] 26591 20033 19696 False
[vector] 24735 22740 22087 False
[vector] 26287 22107 19394 False
[vector] 25463 21837 21672 False
[vector] 23266 22150 23116 False
[vector] 26158 21366 21008 False
[vector] 23114 20567 23611 False
[vector] 23226 22794 22751 False
[vector] 24955 21628 22464 False
[vector] 23301 22658 22778 False
[vector] 23564 23135 22436 False
[vector] 23659 23032 22412 False
[vector] 26677 20787 19079 False
[vector] 24134 23818 20947 False
[vector] 25360 22276 21633 False
[vector] 25560 22036 21653 False
[vector] 22668 20527 23634 False
[vector] 22919 24295 20715 False
[vector] 23263 21983 23225 False
[vector] 25293 22315 21757 False
[vector] 23180 20980 23476 False
[vector] 23976 24151 20486 False
[vector] 22372 22214 23218 False
[vector] 25400 22436 21545 False
[vector] 22699 23238 22683 False
[vector] 22170 21808 23430 False
[vector] 22663 23368 22494 False
[vector] 23617 22991 22520 False
[vector] 24715 22931 22061 False
[vector] 23978 22134 22966 False
[vector] 24717 20211 22731 False
[vector] 25794 22111 21268 False
[vector] 24715 21427 22696 False
[vector] 25115 22930 21694 False
[vector] 25650 21530 21730 False
[vector] 25469 21577 21846 False
[vector] 25092 22404 21965 False
[vector] 23358 21904 23135 False
[vector] 23243 22232 23211 False
[vector] 25115 21426 22329 False
[vector] 25384 22715 21379 False
[vector] 23782 23740 21555 False
[vector] 23282 21699 23449 False
[vector] 25113 22147 22343 False
[vector] 23838 23958 20754 False
[vector] 20748 22621 23059 False
[vector] 22739 23421 22415 False
[vector] 22297 24329 20343 False
[vector] 26072 21882 20772 False
[vector] 22279 22435 23087 False
[vector] 25506 21348 21913 False
[vector] 22532 20735 23716 False
[vector] 23532 22634 22737 False
[vector] 24610 22109 22530 False
[vector] 22614 23628 22087 False
[vector] 22438 22269 23204 False
[vector] 24015 23836 21263 False
[vector] 23705 21905 23067 False
[vector] 22077 22153 23235 False
[vector] 25298 21553 21963 False
[vector] 21363 20381 23841 False
[vector] 21095 20479 23872 False
[vector] 25808 21356 21606 False
[vector] 23442 22393 22855 False
[vector] 21233 19676 23994 False
[vector] 25361 22969 21307 False
[vector] 23438 20958 23494 False
[vector] 22390 24304 20447 False
[vector] 25069 23559 20183 False
[vector] 21775 24386 20393 False
[vector] 23017 22628 23027 False
[vector] 21038 20797 23850 False
[vector] 26802 20870 17476 False
[vector] 25428 22534 21369 False
[vector] 26086 22744 20352 False
[vector] 22559 20977 23618 False
[vector] 25976 21731 21133 False
[vector] 24612 23463 21072 False
[vector] 26503 22077 20145 False
[vector] 25040 21235 22355 False
[vector] 20936 24062 21725 False
[vector] 22361 24145 21524 False
[vector] 22578 21429 23496 False
[vector] 26247 21432 20744 False
[vector] 24825 23542 20964 False
[vector] 26221 22138 19677 False
[vector] 22654 21868 23308 False
[vector] 22467 23800 22012 False
[vector] 26154 21826 20537 False
[vector] 22478 21625 23569 False
[vector] 22383 21985 23416 False
[vector] 25608 22471 21273 False
[vector] 22803 23272 22542 False
[vector] 21827 20329 23890 False
[vector] 22345 21695 23502 False
[vector] 25585 21945 21544 False
[vector] 24283 22726 22414 False
[vector] 23428 22231 23088 False
[vector] 23353 23078 22540 False
[vector] 25743 22464 21423 False
[vector] 24566 20078 22796 False
[vector] 25289 22390 22082 False
[vector] 23923 22831 22506 False
[vector] 23120 21091 23576 False
[vector] 23368 21301 23391 False
[vector] 22127 22588 23039 False
[vector] 26030 22753 20625 False
[vector] 22640 22842 22765 False
[vector] 23945 23884 20745 False
[vector] 23640 22320 22881 False
[vector] 26575 21278 19419 False
[vector] 26151 21281 21105 False
[vector] 26598 20661 19308 False
[vector] 21388 23435 22373 False
[vector] 23322 24293 20097 False
[vector] 23323 22468 23013 False
[vector] 23852 21739 23304 False
[vector] 24598 21964 22586 False
[vector] 23339 24052 21997 False
[vector] 24044 21985 22894 False
[vector] 25415 23302 20550 False
[vector] 22563 24161 21277 False
[vector] 21926 22713 23030 False
[vector] 24355 22471 22622 False
[vector] 24344 23527 21607 False
[vector] 24179 22228 22883 False
[vector] 24317 23655 21570 False
[vector] 23938 21341 23246 False
[vector] 24321 23676 21249 False
[vector] 26271 22308 19254 False
[vector] 26468 21206 20269 False
[vector] 24282 23991 20472 False
[vector] 24428 21681 22653 False
[vector] 21080 21677 23572 False
[vector] 22574 23445 22355 False
[vector] 23423 24243 20730 False
[vector] 26338 19759 20677 False
[vector] 24717 23182 21638 False
[vector] 24779 23677 19225 False
[vector] 26776 20341 19085 False
[vector] 23313 21831 23302 False
[vector] 25459 20971 22058 False
[vector] 25343 22163 21834 False
[vector] 24099 23074 22245 False
[vector] 26592 21001 19347 False
[vector] 24978 22154 22193 False
[vector] 24244 21813 23069 False
[vector] 23757 22239 22851 False
[vector] 25111 22489 21859 False
[vector] 23989 22515 22805 False
[vector] 22420 19843 23787 False
[vector] 23667 22839 22597 False
[vector] 25142 23371 19067 False
[vector] 25966 21125 21345 False
[vector] 21801 23453 22318 False
[vector] 24326 22401 22640 False
[vector] 21738 21571 23607 False
[vector] 24763 23719 20197 False
[vector] 22601 24403 20309 False
[vector] 21948 24243 21223 False
[vector] 23363 23822 21803 False
[vector] 26595 21492 19213 False
[vector] 24731 23049 21809 False
[vector] 24768 23592 20047 False
[vector] 26015 22858 20801 False
[vector] 23408 21752 23212 False
[vector] 23560 22527 22810 False
[vector] 26000 21990 20969 False
[vector] 26553 20850 19952 False
[vector] 26621 20917 19158 False
[vector] 22585 21523 23454 False
[vector] 24650 23367 21593 False
[vector] 24541 23577 21521 False
[vector] 24823 23158 21671 False
[vector] 26040 22150 20881 False
[vector] 21708 22933 22723 False
[vector] 21102 24313 20683 False
[vector] 22536 22899 22794 False
[vector] 26087 21777 20596 False
[vector] 24502 22644 22379 False
[vector] 22488 22117 23281 False
[vector] 26433 21351 20451 False
[vector] 22355 21092 23758 False
[vector] 26740 20173 19257 False
[vector] 21528 24486 19941 False
[vector] 23894 23015 22352 False
[vector] 22602 24101 21612 False
[vector] 22278 23662 22104 False
[vector] 22845 22376 23069 False
[vector] 23175 22757 22780 False
[vector] 23671 23805 21553 False
[vector] 25919 22707 21162 False
[vector] 24494 21832 22604 False
[vector] 21424 23008 22775 False
[vector] 24080 23975 20719 False
[vector] 26243 22109 19330 False
[vector] 27041 19529 17322 False
[vector] 21821 22748 23053 False
[vector] 25963 20634 21479 False
[vector] 24797 22733 22054 False
[vector] 22480 22310 23096 False
[vector] 23096 24139 20839 False
[vector] 24406 23624 21212 False
[vector] 26744 20606 18929 False
[vector] 24420 22056 22808 False
[vector] 24797 21229 22689 False
[vector] 21194 22577 23079 False
[vector] 23419 22475 22950 False
[vector] 26102 22042 20338 False
[vector] 26073 22096 20508 False
[vector] 22704 21716 23385 False
[vector] 24888 20235 22614 False
[vector] 22528 21473 23646 False
[vector] 25348 21522 22037 False
[vector] 24491 20757 22866 False
[vector] 25291 21758 21868 False
[vector] 24869 23511 20635 False
[vector] 22708 20855 23579 False
[vector] 24847 23417 21507 False
[vector] 25250 22923 21844 False
[vector] 24695 20510 22716 False
[vector] 22614 21075 23588 False
[vector] 22712 23701 22031 False
[vector] 24539 22415 22446 False
[vector] 23973 22679 22583 False
[vector] 23418 21149 23468 False
[vector] 25347 21628 21789 False
[vector] 22646 22462 23074 False
[vector] 24008 23836 21315 False
[vector] 22942 24242 21171 False
[vector] 25534 21162 22032 False
[vector] 25258 22662 21616 False
[vector] 25338 22466 21398 False
[vector] 26418 21456 20627 False
[vector] 23255 24261 20698 False
[vector] 24144 23798 20740 False
[vector] 26197 22790 19815 False
[vector] 23363 22651 22745 False
[vector] 26646 20707 19156 False
[vector] 25400 22833 21127 False
[vector] 22395 21543 23579 False
[vector] 23941 23472 22092 False
[vector] 23316 20430 23495 False
[vector] 25305 22620 21448 False
[vector] 23216 22302 23039 False
[vector] 25295 21032 22078 False
[vector] 21926 24329 20538 False
[vector] 25694 23225 20656 False
[vector] 25394 22112 21635 False
[vector] 26083 21493 20764 False
[vector] 24788 22470 22195 False
[vector] 26107 22273 19869 False
[vector] 24367 23503 21647 False
