[nb-items] 35
[nb-objectives] 6
[nb-pareto] 5332
[nb-lorenz] 29
[runtime] 639.4042119979858
[format] f1 f2 f3 f4 f5 f6 isLorenzND
[vector] 10703 12462 11743 13605 11562 10525 False
[vector] 13248 12398 11881 15415 10080 10533 False
[vector] 10911 12504 10998 13790 11002 12045 False
[vector] 12845 12603 10006 14899 10592 11546 False
[vector] 12090 14042 11130 14357 10166 11531 False
[vector] 11349 10970 11319 13439 11951 9813 False
[vector] 11790 12943 9909 14434 10014 12996 False
[vector] 10671 11603 11337 13485 11471 10942 False
[vector] 12446 12207 9338 14298 9328 12602 False
[vector] 12736 12140 12109 13928 9263 11109 False
[vector] 10258 12498 12801 12000 10637 11022 False
[vector] 11755 10948 11637 13074 11913 10153 False
[vector] 12030 12971 10909 14483 9643 12353 False
[vector] 13310 12202 10899 15107 10277 10876 False
[vector] 11414 12883 12049 13390 10959 10689 False
[vector] 11813 12857 10348 14687 10931 11073 False
[vector] 11351 11386 10016 14174 11693 11191 False
[vector] 12752 12165 12105 14481 10192 10785 False
[vector] 13491 13189 10613 14399 9251 10854 False
[vector] 12524 13380 10433 15206 9765 12111 False
[vector] 12487 12922 11209 13693 10729 11001 False
[vector] 11765 12576 10311 13506 11249 11154 False
[vector] 11257 12671 11690 13025 10824 11737 False
[vector] 12614 11733 11565 15220 10566 10788 False
[vector] 10459 12395 9983 12597 10292 12895 False
[vector] 10203 11833 10435 13486 11787 11308 False
[vector] 12438 12626 11050 15363 9654 11630 False
[vector] 11706 12796 12321 13003 10264 11339 False
[vector] 12245 11708 9196 14241 11200 11280 False
[vector] 12069 11587 10852 14692 11808 10038 False
[vector] 13472 12725 11320 14046 10005 9934 False
[vector] 11391 11406 10641 13962 11834 10868 False
[vector] 10403 13006 9769 13605 10308 12911 False
[vector] 13052 10622 11624 14057 10636 9999 False
[vector] 13417 12804 10513 14191 8856 11630 False
[vector] 11224 11514 9610 13756 11674 11185 False
[vector] 14029 13048 10865 14638 9798 10805 False
[vector] 12818 13453 12314 13864 9684 11369 False
[vector] 12763 13847 10400 14350 8496 11673 False
[vector] 11220 12698 11609 13444 11201 11503 False
[vector] 10601 11493 9145 13448 11557 11960 False
[vector] 11118 12198 12963 12289 9522 11041 False
[vector] 12462 14018 11884 13958 9678 11605 False
[vector] 13008 11583 12200 14084 10177 9684 False
[vector] 11383 13814 10144 14293 10036 12358 False
[vector] 11442 12413 10444 15563 10975 10975 False
[vector] 12771 12395 12229 13887 10252 11188 False
[vector] 12728 13041 10868 13892 10400 12049 False
[vector] 11271 13626 10455 14088 10521 11790 False
[vector] 12885 10852 10885 13596 11360 10022 False
[vector] 11587 11087 9359 14502 11727 11021 False
[vector] 11278 12913 11234 14170 10410 12267 False
[vector] 12423 11861 10579 13650 11503 10922 False
[vector] 11200 12332 12400 13092 10970 11343 False
[vector] 11259 11815 10021 14640 11382 11135 False
[vector] 13594 13431 10315 12912 9167 10572 False
[vector] 11607 11295 11511 12326 11902 10043 False
[vector] 11072 11545 11847 12174 11330 10702 False
[vector] 9168 10916 11280 11882 12141 11260 False
[vector] 12323 11723 10247 13865 11269 10822 False
[vector] 8653 10399 10202 11457 12358 10446 False
[vector] 13190 12238 10922 14479 11057 9983 False
[vector] 10515 13205 11366 13882 11394 11091 False
[vector] 10826 11874 11535 13667 10896 12060 False
[vector] 12015 11156 10277 13953 11589 10891 False
[vector] 13349 11670 10182 14189 10907 11567 False
[vector] 11874 12989 9818 14046 9819 12632 False
[vector] 9921 12778 10438 13449 11404 12095 False
[vector] 10803 10781 10487 13363 11346 11897 False
[vector] 10466 11622 11408 13556 11628 10525 False
[vector] 12293 13343 9782 14484 9498 12452 False
[vector] 12242 13361 10395 14883 10572 11347 False
[vector] 11783 13031 10921 13484 9117 12573 False
[vector] 13076 12352 9891 14742 10780 11139 False
[vector] 10494 12600 11314 13674 10894 11956 False
[vector] 12447 13380 10676 14581 10416 10835 False
[vector] 12297 13926 10280 14770 9847 11295 False
[vector] 12594 14100 10515 14417 8642 11913 False
[vector] 12134 12206 11991 12650 10843 11325 False
[vector] 13781 12866 10718 14921 7976 10248 False
[vector] 11787 12022 11271 13876 11478 11105 False
[vector] 11759 12004 12803 12844 10285 11074 False
[vector] 12205 12369 11213 15600 10069 10473 False
[vector] 14127 12264 10028 14243 9426 10497 False
[vector] 12817 12612 11570 13712 10214 11861 False
[vector] 11031 11861 10376 13769 11675 11269 False
[vector] 13325 13607 11601 14606 9326 11679 False
[vector] 9438 11517 10683 13899 11866 10235 False
[vector] 12119 12070 10508 14675 10642 11918 False
[vector] 11737 13746 10177 14314 10224 12032 False
[vector] 12375 13547 11630 13822 10057 11440 False
[vector] 11783 12590 11905 13817 10817 11881 False
[vector] 12959 12151 10926 13082 10171 11493 False
[vector] 10673 10470 12756 13423 10413 9753 False
[vector] 13642 12204 10279 14779 9934 10229 False
[vector] 10827 12270 9726 12572 10243 12929 False
[vector] 11098 13041 8286 13323 9704 13069 False
[vector] 11144 12355 11750 14419 11270 10384 False
[vector] 12269 13987 10040 14559 8864 11205 False
[vector] 11199 10932 11253 13357 11585 11003 False
[vector] 10543 10208 10479 12378 12496 10296 False
[vector] 13735 12347 10417 13719 9860 9936 False
[vector] 12286 11898 12359 13781 11071 10378 False
[vector] 12299 11697 10128 13764 11447 10464 False
[vector] 10832 14018 9302 13389 8982 12625 False
[vector] 11418 13600 10390 13531 10297 12749 False
[vector] 12727 12618 10505 15489 10267 10024 False
[vector] 12547 12066 11318 15040 10184 10869 False
[vector] 11844 12790 10635 15773 10339 9919 False
[vector] 12631 12110 12296 15046 10282 10245 False
[vector] 11383 13313 10534 15634 10516 11100 False
[vector] 10091 11604 10319 12755 11585 11978 False
[vector] 12591 12684 11985 14602 10622 11155 False
[vector] 12545 12956 11255 15284 10584 10983 False
[vector] 12839 13491 11788 12996 9573 11044 False
[vector] 11111 11693 10117 13227 11448 11931 False
[vector] 11104 12077 9718 13484 10600 12815 False
[vector] 13810 12339 10864 14491 10085 10349 False
[vector] 12464 13561 10418 15247 9783 10325 False
[vector] 14243 12259 9553 13154 8761 10237 False
[vector] 11562 13835 9880 15121 10070 11561 False
[vector] 12634 12308 11407 14349 10681 11879 False
[vector] 11970 10811 11155 13743 11249 11277 False
[vector] 12572 12574 10829 15220 9518 11431 False
[vector] 12772 12874 10879 14486 10062 11665 False
[vector] 13323 12298 10538 14605 10746 10711 False
[vector] 10628 13020 11696 13829 11428 11186 False
[vector] 9477 13062 12445 11981 10522 10394 False
[vector] 11074 12299 10495 15016 11621 9549 False
[vector] 11467 13132 9901 15088 10346 12685 False
[vector] 10931 11838 10168 14963 11200 11096 False
[vector] 12752 12840 10405 15697 10265 10747 False
[vector] 11909 12366 9333 13306 8903 12914 False
[vector] 9181 11162 10070 12319 12362 10184 False
[vector] 11054 11561 10428 14176 11924 9855 False
[vector] 12732 13134 11523 15122 9384 9876 False
[vector] 11922 12644 11164 13913 10612 12160 False
[vector] 11980 11370 10031 14715 11328 10500 False
[vector] 12416 13334 11470 15492 10308 10000 False
[vector] 12918 12788 10539 14819 9894 11831 False
[vector] 9716 12219 10443 12391 11700 11460 False
[vector] 12596 12320 11857 13144 10099 11302 False
[vector] 12049 13846 10394 15022 9565 11200 False
[vector] 11979 11844 10590 13074 11550 10956 False
[vector] 13600 11684 11745 13522 9974 9752 False
[vector] 12628 12248 10616 13879 10964 11455 False
[vector] 13381 12489 10052 13174 8657 11893 False
[vector] 13523 13545 10764 13327 9408 10593 False
[vector] 11560 13352 10483 14863 10717 11867 False
[vector] 13158 13904 11207 14177 8704 11451 False
[vector] 12183 13500 12246 14000 10141 11735 False
[vector] 11989 11459 11608 14000 11295 10822 False
[vector] 12144 12487 10614 13933 10998 11826 False
[vector] 11163 13576 10100 14654 10711 11849 False
[vector] 11364 10412 11068 12630 12104 10627 False
[vector] 13980 11680 11334 13420 10232 8927 False
[vector] 10999 10875 10675 13347 11816 10828 False
[vector] 11121 12720 12061 13702 11031 10444 False
[vector] 12455 11838 9786 14339 11339 10667 False
[vector] 11919 12931 11964 14325 10530 11910 False
[vector] 11762 12728 11259 13405 11322 10941 False
[vector] 11524 11856 10982 14536 10785 11920 False
[vector] 10918 12590 11765 13439 11453 11482 False
[vector] 12263 13924 10716 14736 9397 11029 False
[vector] 11433 11536 8943 13669 9575 13367 False
[vector] 11371 10560 11198 14016 11567 9620 False
[vector] 10883 10915 9605 13480 10159 12998 False
[vector] 11476 12800 11215 13659 11059 12127 False
[vector] 10289 11241 10176 13080 11624 12025 False
[vector] 9834 9661 9622 12354 12625 8677 False
[vector] 11064 13293 11029 15248 10760 10785 False
[vector] 12044 12503 12065 14828 10200 10681 False
[vector] 10097 11657 10272 12919 12010 10642 False
[vector] 11865 11482 11214 13624 10774 12551 False
[vector] 11615 11945 10262 13822 11474 11171 False
[vector] 11681 12949 10462 12891 9399 12872 False
[vector] 11584 13160 11378 13672 10608 11806 False
[vector] 11589 13573 11723 14289 9837 11925 False
[vector] 10891 12704 12766 12095 10388 10703 False
[vector] 9800 10559 10635 11991 12021 10857 False
[vector] 10152 14355 10470 14281 9830 10915 False
[vector] 11988 10784 9708 12827 11416 11706 False
[vector] 12768 13605 12237 13411 9814 11065 False
[vector] 9683 11984 11502 13322 11784 10137 False
[vector] 11034 12542 10228 14227 11284 11729 False
[vector] 11596 12002 9571 12815 11347 11814 False
[vector] 11664 12419 9878 14378 11176 11501 False
[vector] 13577 11107 9472 13187 10478 10237 False
[vector] 11780 11502 11702 13056 11627 10293 False
[vector] 11911 10753 10628 14227 11678 10368 False
[vector] 11056 12425 11973 14203 11218 10555 False
[vector] 11450 13930 11443 14144 10027 10479 False
[vector] 9109 10025 9147 12031 10939 12973 False
[vector] 12204 13538 11720 13132 10030 11410 False
[vector] 11132 11780 10154 14316 9987 12865 False
[vector] 12736 14080 10376 14123 9322 11073 False
[vector] 12212 12038 10212 14786 10842 11737 False
[vector] 10551 11645 9068 12995 11687 11656 False
[vector] 14112 12336 9779 13673 9069 10272 False
[vector] 10879 12207 9413 13557 11231 11943 False
[vector] 12992 13212 11432 15058 9507 10422 False
[vector] 12224 11677 11573 13626 11196 11862 False
[vector] 11493 13008 11900 13289 10319 11762 False
[vector] 12141 13540 10690 14731 10688 10595 False
[vector] 10421 12321 11733 12544 11300 11806 False
[vector] 11203 10721 11330 13665 11548 11120 False
[vector] 12454 11723 12024 13645 11020 9905 False
[vector] 11941 12800 12101 13943 10852 10431 False
[vector] 10395 11659 11082 12260 11940 10549 False
[vector] 11954 12816 12511 13592 9693 10878 False
[vector] 12739 13572 9995 15316 9098 10366 False
[vector] 11477 12750 11919 13967 11089 11641 False
[vector] 10259 11834 10267 12837 10032 12943 False
[vector] 11048 11398 11785 12955 11466 10417 False
[vector] 12446 11688 10660 13570 11265 11371 False
[vector] 10701 11593 11206 14198 11343 11336 False
[vector] 12533 11903 12136 14082 9954 11142 False
[vector] 10731 12658 9954 15284 9937 12498 False
[vector] 10336 12493 10462 13674 11622 11220 False
[vector] 12174 12952 12341 13759 10255 10717 False
[vector] 11430 13093 11458 14613 11044 11174 False
[vector] 11712 13872 11483 13031 9476 12297 False
[vector] 9961 11113 10062 13088 12064 10871 False
[vector] 12821 12052 12507 13347 9421 10364 False
[vector] 10847 12137 11636 12778 11083 12043 False
[vector] 12086 12175 10639 14134 11058 11501 False
[vector] 11981 12355 11860 14301 9906 11817 False
[vector] 10665 11372 11831 14215 11303 10541 False
[vector] 12555 13258 11874 13107 9687 11473 False
[vector] 11175 12530 9847 14145 10970 12254 False
[vector] 12047 13382 9859 14156 9586 12587 False
[vector] 12058 13302 10554 14790 10596 12024 False
[vector] 12778 12889 10945 14345 10270 12353 False
[vector] 12325 13075 11024 15052 10766 11154 False
[vector] 12426 11135 9072 14349 11313 9879 False
[vector] 11585 13533 9784 13889 10602 11877 False
[vector] 11709 11817 9901 12762 11381 11909 False
[vector] 10734 11542 9865 14159 11872 9926 False
[vector] 11071 12807 11621 13559 11151 11494 False
[vector] 11724 10025 10616 12934 11836 10728 False
[vector] 10078 11310 12408 12772 11272 10688 False
[vector] 12360 12976 11810 14817 9653 11594 False
[vector] 12620 10368 10994 12505 11660 9867 False
[vector] 13531 11326 10875 13330 10803 9402 False
[vector] 12392 11653 10363 13917 11415 9765 False
[vector] 11812 12576 11336 13858 11192 11245 False
[vector] 11721 12396 10472 14850 11254 10937 False
[vector] 11263 12112 10346 14499 10173 12679 False
[vector] 12673 13668 11360 14643 9452 11474 False
[vector] 13416 12959 10326 14651 9704 11555 False
[vector] 14058 12125 10104 13665 10037 9567 False
[vector] 14085 10750 10307 13801 9673 9343 False
[vector] 11114 13141 11106 15701 10630 11089 False
[vector] 10521 11151 11000 13904 11947 9621 False
[vector] 10756 12098 11482 13779 11414 11069 False
[vector] 14280 11936 9549 13531 8670 10534 False
[vector] 11893 12178 11555 15145 10620 11423 False
[vector] 12567 12745 10420 14703 10708 11309 False
[vector] 13974 12244 11040 13855 8219 10216 False
[vector] 11725 12335 12339 13858 10558 11534 False
[vector] 9957 12338 10102 12590 11371 12508 False
[vector] 9068 10114 10226 11682 12576 9571 False
[vector] 10331 11632 11216 12608 11688 10632 False
[vector] 11548 13898 11219 14481 9840 9752 False
[vector] 12154 13294 11173 13895 10186 12156 False
[vector] 12014 10943 10357 13880 11331 11562 False
[vector] 12412 12296 11228 15096 10749 11071 False
[vector] 13036 12119 10832 15215 10655 10701 False
[vector] 10789 9802 10411 12741 12332 10548 False
[vector] 12283 13111 11574 15196 9506 10648 False
[vector] 10824 11442 9773 13022 11747 12033 False
[vector] 13401 11399 9755 13465 10812 10537 False
[vector] 12095 12589 11241 13788 11158 11036 False
[vector] 11702 11326 10688 13282 11397 11819 False
[vector] 12337 12450 12081 14256 9974 11660 False
[vector] 13484 13176 10020 13803 8798 11359 False
[vector] 11999 12597 10622 14683 11568 10904 False
[vector] 12238 12632 10338 14689 10893 11915 False
[vector] 11689 12346 10338 13770 11259 11162 False
[vector] 10676 11823 10450 14393 10915 12081 False
[vector] 11178 12277 11468 14052 11172 11175 False
[vector] 11160 12260 11161 13090 11395 11637 False
[vector] 12042 12950 10297 14875 10803 11327 False
[vector] 12534 12950 9833 15370 10297 11361 False
[vector] 10217 11392 10612 13575 12308 9738 False
[vector] 13666 12859 11221 13551 8931 10444 False
[vector] 12038 13502 12322 13095 9982 10682 False
[vector] 11668 10505 10951 12711 12040 10914 False
[vector] 10433 10173 9780 12218 11760 11770 False
[vector] 10213 13305 11672 13604 11210 12061 False
[vector] 11736 12680 11811 14066 11180 10634 False
[vector] 11253 11335 10513 13741 11868 10361 False
[vector] 11119 11206 9574 13364 10460 13349 False
[vector] 12642 13000 10188 14804 10107 11302 False
[vector] 13832 11636 11519 13488 8644 8470 False
[vector] 10886 12239 10014 14548 11158 11844 False
[vector] 10686 11626 10818 12912 11481 11901 False
[vector] 11614 13332 12360 13515 10286 10416 False
[vector] 11500 13778 11520 14597 9897 10783 False
[vector] 11356 10304 11914 12465 11580 10143 False
[vector] 12092 13928 11426 14464 9950 11046 False
[vector] 12569 13009 11197 14120 10404 11281 False
[vector] 11725 11734 10993 14356 11273 10858 False
[vector] 12436 11538 10577 13812 11303 10917 False
[vector] 10627 12167 10243 13550 11806 10333 False
[vector] 11281 10974 11662 12609 11645 11107 False
[vector] 10799 11441 11148 12859 11515 11996 False
[vector] 12031 13217 9870 15241 11010 10303 False
[vector] 12015 11858 9915 14447 11420 10290 False
[vector] 12497 13228 10753 15034 10286 11139 False
[vector] 12218 11636 12375 12677 10472 9502 False
[vector] 10508 11238 11292 12591 11736 11144 False
[vector] 11195 13053 11046 14093 10886 11871 False
[vector] 11586 11760 11288 13430 11196 11884 False
[vector] 12869 12800 12136 14116 9098 11021 False
[vector] 11716 10957 10841 13414 11871 9094 False
[vector] 11878 11481 12652 14169 10771 9928 False
[vector] 10637 10954 9682 13152 10247 13133 False
[vector] 12463 14234 10674 13418 8325 11607 False
[vector] 11072 11293 12801 11224 10592 10255 False
[vector] 11392 11799 9991 13155 10479 12929 False
[vector] 11557 11817 10831 13981 11312 11042 False
[vector] 11755 11853 10999 13979 11283 10966 False
[vector] 12955 12289 11403 14077 10043 11055 False
[vector] 10671 11962 10367 13839 11251 11973 False
[vector] 14488 10528 9142 12288 8440 9387 False
[vector] 14609 10959 10331 12648 8046 7881 False
[vector] 12570 12633 9733 14745 10917 11233 False
[vector] 12128 11673 10245 14394 11454 10385 False
[vector] 12556 12877 10766 15092 10338 11545 False
[vector] 11362 10665 10965 12861 12312 10674 False
[vector] 11940 11191 10001 14271 11584 10649 False
[vector] 10733 12573 10702 12912 11233 11741 False
[vector] 12696 12546 10457 15324 10235 10782 False
[vector] 11933 12137 10833 14028 11535 10003 False
[vector] 10407 10924 11114 12621 11269 12199 False
[vector] 13829 11659 11495 13751 9555 9046 False
[vector] 10635 12043 11673 14344 11504 10529 False
[vector] 11153 11948 11426 14222 11375 10848 False
[vector] 9281 11964 11124 12519 11927 11873 False
[vector] 11789 13002 10888 14335 11022 11576 False
[vector] 11982 13406 11335 14455 10371 11049 False
[vector] 11223 12503 10334 13761 11343 11200 False
[vector] 12945 10817 10925 13373 11365 9439 False
[vector] 9894 11316 11108 13265 11710 11748 False
[vector] 12842 11516 10895 13447 11265 11257 False
[vector] 11905 12842 12295 12907 10147 10770 False
[vector] 12056 12694 10788 15172 10230 11709 False
[vector] 13324 12766 10857 14454 9856 12171 False
[vector] 11270 12546 11686 13897 11071 11807 False
[vector] 11226 11215 10946 12197 12039 10639 False
[vector] 10061 11104 10917 13637 11999 10327 False
