[nb-items] 80
[nb-objectives] 3
[nb-pareto] 1339
[nb-lorenz] 27
[runtime] 272.146124124527
[format] f1 f2 f3 isLorenzND
[vector] 30376 30000 28780 True
[vector] 30161 30145 28767 True
[vector] 29596 29538 29307 True
[vector] 31001 30186 28466 True
[vector] 29699 30723 28799 True
[vector] 29882 30265 28922 True
[vector] 30589 30469 28492 True
[vector] 29724 29933 29132 True
[vector] 29653 30357 29016 True
[vector] 30081 29850 29094 True
[vector] 30256 30277 28766 True
[vector] 29914 29876 29115 True
[vector] 31533 30530 28100 True
[vector] 29838 30441 28810 True
[vector] 30399 30526 28509 True
[vector] 31176 30613 28138 True
[vector] 30465 30561 28501 True
[vector] 30446 30220 28749 True
[vector] 31105 30206 28375 True
[vector] 30293 30542 28603 True
[vector] 30764 30896 28164 True
[vector] 29919 30851 28786 True
[vector] 30740 30667 28367 True
[vector] 31343 30587 28117 True
[vector] 29478 29930 29344 True
[vector] 30209 30026 28801 True
[vector] 30675 30128 28655 True
[vector] 32534 28737 27461 False
[vector] 30307 30271 28664 False
[vector] 31004 31055 27292 False
[vector] 28704 32072 27407 False
[vector] 29679 32277 25372 False
[vector] 33051 28439 25894 False
[vector] 28169 30652 29175 False
[vector] 31497 30763 27538 False
[vector] 28980 31502 28357 False
[vector] 27552 29018 29743 False
[vector] 29453 31845 27438 False
[vector] 28892 32482 25995 False
[vector] 30758 31138 27471 False
[vector] 28036 29408 29653 False
[vector] 28876 31710 27863 False
[vector] 32941 28778 25941 False
[vector] 29469 32358 25878 False
[vector] 31614 29552 28199 False
[vector] 31338 28838 28524 False
[vector] 28926 32366 26611 False
[vector] 28755 31498 28414 False
[vector] 29556 32280 25605 False
[vector] 30618 29294 28761 False
[vector] 29952 30774 28455 False
[vector] 31479 29897 28192 False
[vector] 29504 29805 29145 False
[vector] 30485 30185 28672 False
[vector] 31933 30391 27007 False
[vector] 30179 31799 26355 False
[vector] 28688 31737 27934 False
[vector] 28622 32456 26694 False
[vector] 32969 28075 26179 False
[vector] 31864 30588 26007 False
[vector] 32374 29298 27254 False
[vector] 30083 30053 28774 False
[vector] 26949 29098 29993 False
[vector] 29369 31325 28349 False
[vector] 29696 32231 26396 False
