[nb-items] 70
[nb-objectives] 2
[nb-pareto] 67
[nb-lorenz] 4
[runtime] 3.52367901802063
[format] f1 f2 isLorenzND
[vector] 28215 28213 True
[vector] 28047 28483 True
[vector] 28044 28546 True
[vector] 28334 28112 True
[vector] 28984 26868 False
[vector] 25310 29688 False
[vector] 28932 26995 False
[vector] 29337 25195 False
[vector] 29425 24771 False
[vector] 22642 30027 False
[vector] 24741 29915 False
[vector] 28474 27965 False
[vector] 29197 26075 False
[vector] 28841 27166 False
[vector] 25230 29746 False
[vector] 28162 28220 False
[vector] 27402 28953 False
[vector] 28701 27360 False
[vector] 29257 25686 False
[vector] 29169 26110 False
[vector] 29133 26312 False
[vector] 29315 25340 False
[vector] 27705 28572 False
[vector] 27275 29153 False
[vector] 28645 27632 False
[vector] 26861 29333 False
[vector] 28134 28255 False
[vector] 27704 28836 False
[vector] 29012 26833 False
[vector] 28678 27470 False
[vector] 25109 29778 False
[vector] 29270 25673 False
[vector] 27062 29243 False
[vector] 25294 29689 False
[vector] 26149 29559 False
[vector] 28681 27407 False
[vector] 28502 27930 False
[vector] 26214 29536 False
[vector] 28808 27328 False
[vector] 22937 29999 False
[vector] 29128 26439 False
[vector] 28505 27867 False
[vector] 29309 25559 False
[vector] 25496 29633 False
[vector] 29100 26474 False
[vector] 28673 27597 False
[vector] 28117 28273 False
[vector] 29031 26649 False
[vector] 25431 29656 False
[vector] 26028 29591 False
[vector] 25021 29907 False
[vector] 27405 28890 False
[vector] 28813 27201 False
[vector] 26293 29416 False
[vector] 29238 25870 False
[vector] 24555 29970 False
[vector] 23261 29979 False
[vector] 25594 29631 False
[vector] 27290 29016 False
[vector] 28676 27534 False
[vector] 28960 26960 False
[vector] 29365 25160 False
[vector] 26689 29391 False
[vector] 25789 29613 False
[vector] 28846 27029 False
[vector] 28218 28150 False
[vector] 25399 29672 False
