[nb-items] 60
[nb-objectives] 3
[nb-pareto] 29
[nb-lorenz] 29
[runtime] 1.9772181510925293
[format] f1 f2 f3 isLorenzND
[vector] 23114 22953 22707 True
[vector] 23586 22945 22671 True
[vector] 24629 23329 22119 True
[vector] 23256 22753 22860 True
[vector] 24668 22796 22357 True
[vector] 24381 22589 22570 True
[vector] 24378 22997 22351 True
[vector] 23071 22814 22809 True
[vector] 24316 23004 22384 True
[vector] 24442 22705 22541 True
[vector] 24001 22660 22695 True
[vector] 23939 22667 22728 True
[vector] 24579 23481 22042 True
[vector] 23963 23282 22327 True
[vector] 24618 22948 22280 True
[vector] 24110 23455 22084 True
[vector] 24492 22553 22618 True
[vector] 23754 23767 22021 True
[vector] 23420 22793 22693 True
[vector] 23657 23442 22341 True
[vector] 23280 23105 22685 True
[vector] 23164 22801 22784 True
[vector] 24060 23607 22007 True
[vector] 23804 23615 22098 True
[vector] 23913 23434 22250 True
[vector] 22967 22780 22950 True
[vector] 23781 23089 22369 True
[vector] 23607 23594 22264 True
[vector] 23521 23060 22572 True
